t,vx_true,vy_true,vz_true,vx_est,vy_est,vz_est
9.23,0.226002,-0.0367736,0.27941,0.221082,-0.0398917,0.285576
9.24,0.256384,-0.04509,0.245827,0.252552,-0.0483273,0.252217
9.25,0.282724,-0.0497465,0.199343,0.279449,-0.0525328,0.206124
9.26,0.300026,-0.0518446,0.130557,0.297435,-0.0542154,0.137675
9.27,0.30533,-0.0540158,0.0470254,0.303882,-0.0561352,0.0541283
9.28,0.301522,-0.0560913,-0.0383477,0.301322,-0.0579937,-0.0312261
9.29,0.294363,-0.0577419,-0.114644,0.294966,-0.0593388,-0.10809
9.3,0.290707,-0.0603697,-0.187038,0.292111,-0.0614106,-0.180782
9.31,0.288318,-0.0619218,-0.246742,0.290666,-0.0623813,-0.240753
9.32,0.282932,-0.0610226,-0.276754,0.285778,-0.0610359,-0.271078
9.33,0.273453,-0.0602684,-0.274654,0.276165,-0.0602768,-0.268803
9.34,0.260109,-0.0612655,-0.246068,0.262429,-0.0612322,-0.239869
9.35,0.245977,-0.0642855,-0.198567,0.247665,-0.0641545,-0.192134
9.36,0.23355,-0.0679641,-0.1403,0.23471,-0.0679798,-0.133248
9.37,0.221466,-0.0691495,-0.0741259,0.22191,-0.0691035,-0.0666662
9.38,0.19915,-0.0523391,0.0239921,0.197948,-0.0526998,0.0316709
9.39,0.19101,-0.022516,0.113547,0.188213,-0.0231655,0.122064
9.4,0.194857,0.00223756,0.191615,0.190834,0.00126407,0.200145
9.41,0.184763,0.0153919,0.269359,0.179313,0.0144921,0.277705
9.42,0.198877,0.0262195,0.29344,0.192768,0.0257208,0.301379
9.43,0.225471,0.0363374,0.281774,0.220043,0.0363312,0.28917
9.44,0.255856,0.0448975,0.248223,0.251333,0.045369,0.255497
9.45,0.2824,0.0497408,0.200992,0.278162,0.0507249,0.208558
9.46,0.299708,0.0519278,0.132076,0.2962,0.0531393,0.139918
9.47,0.305,0.0540997,0.0489459,0.30279,0.0556297,0.0567739
9.48,0.301205,0.056057,-0.0362092,0.299961,0.0579593,-0.0286806
9.49,0.294082,0.0575404,-0.112648,0.293793,0.0597777,-0.105422
9.5,0.290373,0.060119,-0.185177,0.290959,0.0625261,-0.177927
9.51,0.288131,0.0618461,-0.246105,0.289277,0.0641663,-0.23922
9.52,0.282944,0.0611901,-0.277693,0.284672,0.0634582,-0.270916
9.53,0.273541,0.0606685,-0.276904,0.275422,0.0627393,-0.270304
9.54,0.260054,0.0621624,-0.249151,0.261839,0.0638034,-0.241985
9.55,0.245578,0.0655965,-0.201919,0.246685,0.0669791,-0.19445
9.56,0.232647,0.0696325,-0.143566,0.232996,0.0706988,-0.135926
9.57,0.21919,0.0707944,-0.0757371,0.218712,0.071337,-0.0675446
9.58,0.195689,0.0529433,0.0252663,0.193993,0.052531,0.0333194
9.59,0.188416,0.0229476,0.115018,0.185252,0.0219889,0.123132
9.6,0.193484,-0.00218457,0.191455,0.189039,-0.00363514,0.199436
9.61,0.188078,-0.0159397,0.266125,0.182488,-0.0176878,0.273761
9.62,0.201837,-0.0269783,0.290993,0.195858,-0.0289876,0.298853
9.63,0.228181,-0.0370571,0.279931,0.222821,-0.0390595,0.287352
9.64,0.258392,-0.0454184,0.247005,0.253972,-0.046964,0.254274
9.65,0.284817,-0.0501236,0.200653,0.280971,-0.0513366,0.208243
9.66,0.302195,-0.0522125,0.131877,0.298986,-0.0531415,0.139501
9.67,0.307533,-0.0543399,0.0482599,0.305114,-0.0548896,0.0557297
9.68,0.303705,-0.0563365,-0.0373284,0.302163,-0.0565169,-0.0300008
9.69,0.296489,-0.0579218,-0.113831,0.295772,-0.0576818,-0.106656
9.7,0.292761,-0.0604334,-0.186625,0.292817,-0.0594985,-0.180056
9.71,0.290126,-0.0618109,-0.246141,0.290894,-0.0603506,-0.239813
9.72,0.284516,-0.0607328,-0.276075,0.285639,-0.0592459,-0.269544
9.73,0.27488,-0.0598555,-0.274194,0.275876,-0.0582265,-0.267701
9.74,0.261457,-0.0607281,-0.245931,0.26234,-0.0592273,-0.239113
9.75,0.247283,-0.0636093,-0.19872,0.247743,-0.0619704,-0.191469
9.76,0.234803,-0.0671363,-0.140648,0.234583,-0.0656233,-0.132751
9.77,0.22289,-0.068364,-0.0750185,0.221721,-0.0668759,-0.066668
9.78,0.200739,-0.0519327,0.022234,0.198247,-0.050734,0.030659
9.79,0.192155,-0.0221993,0.112029,0.188072,-0.0213232,0.120806
9.8,0.195508,0.00236932,0.190643,0.189802,0.00285658,0.199564
9.81,0.184972,0.0154082,0.268967,0.177856,0.0156844,0.277637
9.82,0.198692,0.0261686,0.293644,0.191286,0.0267666,0.302122
9.83,0.225125,0.0362569,0.282242,0.218355,0.0375802,0.290236
9.84,0.255522,0.0447821,0.24867,0.249541,0.046497,0.256247
9.85,0.282149,0.0496212,0.201253,0.276661,0.0516376,0.208828
9.86,0.299487,0.0518348,0.132282,0.294587,0.0539961,0.139914
9.87,0.304779,0.0540508,0.049179,0.300761,0.0563526,0.0570121
9.88,0.300986,0.0560201,-0.0359495,0.298178,0.0585418,-0.0284099
9.89,0.293859,0.0574986,-0.112397,0.292041,0.0603545,-0.105253
9.9,0.29014,0.0600747,-0.184895,0.289219,0.0630047,-0.17823
9.91,0.287925,0.0618087,-0.245913,0.287864,0.0648075,-0.239508
9.92,0.282759,0.0611776,-0.277601,0.282925,0.0637167,-0.27141
9.93,0.273373,0.0606811,-0.276901,0.274167,0.0629686,-0.270425
9.94,0.259896,0.0622031,-0.249204,0.260568,0.0643708,-0.242426
9.95,0.245418,0.0656594,-0.202006,0.245705,0.0674786,-0.194931
9.96,0.232481,0.0697173,-0.143679,0.232039,0.0709831,-0.136166
9.97,0.218949,0.070851,-0.0757516,0.217955,0.071356,-0.0677475
9.98,0.19539,0.0529,0.0254356,0.193253,0.0526127,0.0335947
9.99,0.188206,0.0229062,0.115112,0.185057,0.0220848,0.123237
10,0.193375,-0.00226682,0.191382,0.189143,-0.00343393,0.199763
10.01,0.184047,-0.015886,0.268762,0.178498,-0.0174242,0.276717
10.02,0.198986,-0.0268481,0.291542,0.192941,-0.0286336,0.299197
10.03,0.226042,-0.0368771,0.278959,0.221172,-0.0388109,0.285754
10.04,0.256485,-0.0451026,0.24532,0.2525,-0.0471281,0.252042
10.05,0.282878,-0.0496607,0.198863,0.279036,-0.0513214,0.205968
10.06,0.300254,-0.0517021,0.130155,0.296806,-0.0528712,0.137601
10.07,0.305677,-0.053848,0.0467188,0.303155,-0.0548891,0.0542123
10.08,0.302003,-0.0559083,-0.0386856,0.300468,-0.0566943,-0.0313867
10.09,0.294953,-0.0574901,-0.115104,0.294261,-0.0576621,-0.108173
10.1,0.291323,-0.0600667,-0.187622,0.291426,-0.0595794,-0.180839
10.11,0.288903,-0.0614911,-0.247356,0.290023,-0.0604175,-0.240911
10.12,0.283345,-0.0604141,-0.276814,0.284481,-0.0588665,-0.270233
10.13,0.273598,-0.0596875,-0.274306,0.274864,-0.0582568,-0.267715
10.14,0.259956,-0.0608289,-0.245064,0.260844,-0.0591833,-0.238038
10.15,0.245543,-0.0640077,-0.196575,0.246022,-0.0624096,-0.188988
10.16,0.232808,-0.0675797,-0.137543,0.23231,-0.0659972,-0.12956
10.17,0.220416,-0.0686098,-0.0707307,0.219017,-0.067,-0.062525
10.18,0.19784,-0.0516245,0.0274135,0.195189,-0.0504378,0.03594
10.19,0.189174,-0.0216567,0.116278,0.18501,-0.0207228,0.125002
10.2,0.193013,0.00323282,0.192588,0.187702,0.00401054,0.201561
10.21,0.183477,0.0166195,0.268367,0.176952,0.0165944,0.276993
10.22,0.197855,0.0275358,0.290847,0.190703,0.0277744,0.299331
10.23,0.224286,0.037406,0.278269,0.217847,0.0381629,0.286258
10.24,0.254504,0.0457177,0.24423,0.248867,0.0467415,0.251851
10.25,0.280976,0.0504985,0.196508,0.276056,0.0517659,0.204451
10.26,0.298282,0.053009,0.127446,0.294187,0.0544091,0.135495
10.27,0.303688,0.0554098,0.0448018,0.300385,0.0571641,0.0527612
10.28,0.300006,0.0575353,-0.0393993,0.297536,0.0595899,-0.0318156
10.29,0.292927,0.0592264,-0.115214,0.290868,0.0615028,-0.107761
10.3,0.289063,0.061832,-0.18713,0.287879,0.0638258,-0.179768
10.31,0.286424,0.0635698,-0.24595,0.285824,0.0656786,-0.238741
10.32,0.280596,0.0625529,-0.274646,0.280514,0.0645971,-0.267631
10.33,0.270468,0.0614499,-0.271832,0.270635,0.0630611,-0.264569
10.34,0.256175,0.0622829,-0.244339,0.25615,0.0636371,-0.236861
10.35,0.240997,0.0653435,-0.198361,0.240395,0.0663964,-0.190609
10.36,0.227466,0.0692206,-0.141617,0.226161,0.0699458,-0.133463
10.37,0.212962,0.0696994,-0.0746675,0.210653,0.0699665,-0.0661154
10.38,0.189484,0.0514112,0.0258849,0.186058,0.0508728,0.0343803
10.39,0.183119,0.0221142,0.114183,0.178581,0.0208424,0.122777
10.4,0.188365,-0.00298027,0.191376,0.182989,-0.00450778,0.199983
10.41,0.179597,-0.0168232,0.268371,0.173156,-0.0189474,0.27649
10.42,0.194538,-0.0279727,0.291273,0.187971,-0.030406,0.298822
10.43,0.22164,-0.0377287,0.278831,0.21621,-0.040139,0.285474
10.44,0.251836,-0.0455349,0.245181,0.247455,-0.0477678,0.251564
10.45,0.278028,-0.0499079,0.198655,0.274236,-0.0519808,0.204919
10.46,0.295353,-0.0518889,0.129452,0.292454,-0.0533753,0.135642
10.47,0.300784,-0.0540943,0.044954,0.298756,-0.055041,0.0510789
10.48,0.297261,-0.0559704,-0.0417752,0.296097,-0.0561558,-0.0355129
10.49,0.290461,-0.0580242,-0.118665,0.289981,-0.0579654,-0.112509
10.5,0.287213,-0.0606702,-0.192721,0.287199,-0.0602866,-0.187004
10.51,0.284649,-0.0616651,-0.251463,0.285447,-0.0608167,-0.246179
10.52,0.278608,-0.0602265,-0.278146,0.279833,-0.059037,-0.272907
10.53,0.268183,-0.0595599,-0.271663,0.269325,-0.0578191,-0.266453
10.54,0.254299,-0.0611096,-0.238987,0.255023,-0.0591504,-0.233756
10.55,0.239971,-0.064297,-0.187791,0.2404,-0.0621448,-0.182237
10.56,0.227483,-0.067175,-0.127342,0.227511,-0.0649322,-0.121561
10.57,0.21669,-0.0683655,-0.062607,0.216056,-0.0660853,-0.0566074
10.58,0.19586,-0.0535594,0.0290617,0.193974,-0.0513252,0.0355706
10.59,0.185705,-0.0235964,0.117384,0.182565,-0.0213075,0.124519
10.6,0.187616,0.00129371,0.191836,0.183167,0.00359478,0.199342
10.61,0.181035,0.0144611,0.263248,0.17538,0.0167749,0.270927
10.62,0.193019,0.0248132,0.287347,0.18712,0.0270965,0.294791
10.63,0.217566,0.0343371,0.2754,0.212119,0.0370569,0.28223
10.64,0.246952,0.0427954,0.240609,0.242119,0.0458784,0.247325
10.65,0.273327,0.0478713,0.191417,0.269193,0.0512437,0.198434
10.66,0.290777,0.0506569,0.122299,0.287514,0.0547612,0.129263
10.67,0.296562,0.0534547,0.0405699,0.294019,0.0579699,0.047383
10.68,0.293197,0.0556702,-0.0419962,0.291508,0.0603366,-0.0352486
10.69,0.286275,0.0569562,-0.116806,0.285221,0.0616936,-0.11043
10.7,0.281997,0.0589207,-0.187766,0.281881,0.0637856,-0.181871
10.71,0.278394,0.0597858,-0.245294,0.278734,0.0647286,-0.239735
10.72,0.27154,0.0586117,-0.272328,0.272183,0.0632169,-0.266749
10.73,0.260626,0.0574642,-0.268371,0.261209,0.0619702,-0.262709
10.74,0.245437,0.0580359,-0.240533,0.245772,0.0623917,-0.234936
10.75,0.229455,0.060757,-0.195119,0.229215,0.064764,-0.189011
10.76,0.215162,0.0641601,-0.13986,0.214075,0.0676462,-0.133292
10.77,0.199326,0.0639194,-0.0733273,0.197522,0.066811,-0.0663877
10.78,0.177132,0.045239,0.0265699,0.174354,0.0473096,0.0334806
10.79,0.173061,0.0171394,0.113716,0.169123,0.0187306,0.12081
10.8,0.179312,-0.00666005,0.192555,0.174224,-0.00582705,0.199932
10.81,0.171574,-0.0207782,0.269683,0.165264,-0.0205648,0.276891
10.82,0.187223,-0.0315643,0.292845,0.180598,-0.0313506,0.299557
10.83,0.214694,-0.0399761,0.280868,0.209111,-0.0396745,0.286851
10.84,0.244831,-0.0462139,0.247436,0.240704,-0.0457013,0.253276
10.85,0.270944,-0.0493061,0.200627,0.267312,-0.0486612,0.206782
10.86,0.288333,-0.0504446,0.130361,0.285103,-0.0495622,0.13637
10.87,0.293867,-0.0525275,0.0440642,0.291364,-0.0514043,0.0502467
10.88,0.290498,-0.0544948,-0.0443967,0.28897,-0.0529144,-0.0383764
10.89,0.283977,-0.0568355,-0.122505,0.283192,-0.0548633,-0.116753
10.9,0.281052,-0.0595498,-0.197748,0.280796,-0.0571157,-0.192098
10.91,0.278362,-0.0599676,-0.255649,0.278818,-0.056815,-0.250172
10.92,0.272018,-0.0588644,-0.280275,0.273292,-0.0554988,-0.274819
10.93,0.261266,-0.058658,-0.270911,0.262406,-0.0549632,-0.265323
10.94,0.247377,-0.0607234,-0.234748,0.247911,-0.0568705,-0.229202
10.95,0.233268,-0.0640714,-0.181199,0.233301,-0.0603221,-0.175309
10.96,0.221048,-0.0665996,-0.119658,0.220512,-0.0626855,-0.113313
10.97,0.211052,-0.0676037,-0.056282,0.209881,-0.063395,-0.049621
10.98,0.19061,-0.0540648,0.0313121,0.18853,-0.0504382,0.0382165
10.99,0.178323,-0.0240306,0.118859,0.174957,-0.0206482,0.126039
11,0.179115,0.0028391,0.190495,0.17442,0.00588977,0.19801
11.01,0.167199,0.0156929,0.262724,0.161237,0.0187197,0.269889
11.02,0.178509,0.0264428,0.284541,0.172582,0.029614,0.291477
11.03,0.202359,0.037101,0.270549,0.197057,0.0410402,0.27675
11.04,0.230851,0.0472076,0.234154,0.22665,0.0519436,0.240139
11.05,0.25651,0.0537204,0.184197,0.252449,0.058872,0.190807
11.06,0.273854,0.0572754,0.115418,0.270305,0.0628737,0.12209
11.07,0.279953,0.0606206,0.0348515,0.277375,0.0665388,0.0413746
11.08,0.276966,0.0629588,-0.0454332,0.275383,0.0691291,-0.0390504
11.09,0.270436,0.0638811,-0.118319,0.269783,0.0699673,-0.112039
11.1,0.266331,0.065532,-0.187492,0.26644,0.0719409,-0.181435
11.11,0.262776,0.0660443,-0.244074,0.263751,0.0727332,-0.238052
11.12,0.256065,0.0644671,-0.270467,0.257468,0.0714919,-0.264839
11.13,0.245222,0.0632084,-0.266449,0.24681,0.0699718,-0.26092
11.14,0.229849,0.0631455,-0.239317,0.231197,0.0694032,-0.233502
11.15,0.213211,0.0652086,-0.195058,0.213952,0.0709828,-0.188832
11.16,0.197994,0.0682573,-0.140767,0.197755,0.0739047,-0.13417
11.17,0.179997,0.0660772,-0.0709012,0.178869,0.0712807,-0.0639205
11.18,0.160594,0.0456883,0.0306405,0.15828,0.050269,0.0377719
11.19,0.160818,0.0180481,0.11714,0.15725,0.0221056,0.124567
11.2,0.170502,-0.00409332,0.196135,0.165934,-0.000672283,0.203766
11.21,0.165403,-0.018902,0.271979,0.159993,-0.0164129,0.279222
11.22,0.182696,-0.0287629,0.294502,0.177424,-0.0263365,0.3012
11.23,0.21083,-0.0350538,0.282682,0.207311,-0.0320214,0.288937
11.24,0.240971,-0.0388505,0.249661,0.239193,-0.0349967,0.255826
11.25,0.266844,-0.0398337,0.202916,0.265725,-0.0360243,0.209341
11.26,0.284167,-0.0394731,0.131586,0.283782,-0.0351968,0.138162
11.27,0.289835,-0.0410536,0.0433189,0.290099,-0.0362216,0.0500688
11.28,0.286706,-0.0434697,-0.0467088,0.28774,-0.0382018,-0.0401725
11.29,0.280433,-0.0460335,-0.126344,0.282334,-0.0404292,-0.11997
11.3,0.277782,-0.0481431,-0.202826,0.280555,-0.0421398,-0.19669
11.31,0.274883,-0.0486288,-0.259949,0.278326,-0.0421166,-0.253524
11.32,0.268123,-0.0480259,-0.282635,0.271556,-0.0413214,-0.276333
11.33,0.256971,-0.0484744,-0.270584,0.260247,-0.0416871,-0.264559
11.34,0.242959,-0.0510313,-0.231279,0.245879,-0.0442015,-0.224952
11.35,0.228928,-0.054856,-0.175449,0.231299,-0.0480781,-0.168887
11.36,0.216803,-0.0576248,-0.112759,0.218534,-0.0511227,-0.105817
11.37,0.207292,-0.058892,-0.0507792,0.208217,-0.0522245,-0.0434998
11.38,0.186555,-0.0471082,0.0339487,0.185913,-0.0406417,0.0414054
11.39,0.171126,-0.0177445,0.120137,0.168886,-0.0116622,0.127919
11.4,0.16977,0.0107036,0.189327,0.166176,0.0164774,0.197433
11.41,0.156142,0.0230517,0.259529,0.151203,0.0286194,0.267516
11.42,0.165387,0.034538,0.280607,0.159733,0.0400756,0.288536
11.43,0.18746,0.0469581,0.265836,0.18282,0.0534578,0.272995
11.44,0.214266,0.0594614,0.228603,0.210965,0.0671997,0.235227
11.45,0.238823,0.068219,0.17813,0.235875,0.0760025,0.184815
11.46,0.255839,0.0733554,0.109478,0.253363,0.0811858,0.116464
11.47,0.262016,0.0775143,0.0301143,0.260032,0.0857001,0.0371375
11.48,0.259299,0.0797983,-0.0480649,0.257964,0.0885044,-0.0413182
11.49,0.253152,0.0802497,-0.118998,0.252026,0.0891503,-0.112229
11.5,0.249199,0.0814067,-0.18678,0.248543,0.0907283,-0.180195
11.51,0.245627,0.0812454,-0.242027,0.245295,0.0905434,-0.235728
11.52,0.239075,0.0787841,-0.267649,0.239189,0.0880539,-0.261314
11.53,0.228112,0.0769854,-0.26395,0.227916,0.0861335,-0.257788
11.54,0.212803,0.0758019,-0.23781,0.211883,0.0845284,-0.231309
11.55,0.195825,0.0761878,-0.194982,0.194442,0.0844127,-0.188113
11.56,0.179774,0.0778028,-0.141859,0.17762,0.0854848,-0.134847
11.57,0.160475,0.0729907,-0.0690802,0.157455,0.0800403,-0.0616876
11.58,0.145158,0.0508429,0.0331512,0.141238,0.0566282,0.040813
11.59,0.150487,0.0238232,0.11933,0.145489,0.0288113,0.126899
11.6,0.162701,0.00337089,0.199727,0.156691,0.00716891,0.207362
11.61,0.16447,-0.0105385,0.271382,0.157719,-0.00750065,0.278997
11.62,0.1826,-0.0190011,0.295916,0.176214,-0.0162028,0.303119
11.63,0.210589,-0.0227017,0.285768,0.207175,-0.019315,0.292292
11.64,0.240616,-0.0232237,0.253751,0.239258,-0.018941,0.259526
11.65,0.266051,-0.0213071,0.206998,0.264977,-0.0169835,0.21301
11.66,0.283048,-0.0189065,0.134674,0.282335,-0.0141097,0.140738
11.67,0.288775,-0.0196278,0.0442717,0.288654,-0.0145433,0.0500675
11.68,0.285916,-0.0223857,-0.047536,0.286301,-0.0166927,-0.0419312
11.69,0.279975,-0.0254634,-0.129009,0.280969,-0.0195182,-0.123784
11.7,0.277466,-0.027514,-0.207022,0.279324,-0.021145,-0.201906
11.71,0.274229,-0.0279012,-0.263693,0.276658,-0.0210823,-0.258583
11.72,0.266925,-0.0276319,-0.285052,0.270178,-0.0204867,-0.279837
11.73,0.255333,-0.0287661,-0.271038,0.258407,-0.0216001,-0.265701
11.74,0.241152,-0.0320339,-0.229355,0.244142,-0.0244471,-0.22348
11.75,0.227077,-0.0364763,-0.17159,0.229706,-0.028823,-0.16573
11.76,0.214831,-0.0397477,-0.107814,0.217082,-0.0320257,-0.101634
11.77,0.20545,-0.041413,-0.0469219,0.206871,-0.0337743,-0.0404318
11.78,0.184135,-0.0323153,0.0347925,0.184515,-0.0244702,0.0414854
11.79,0.164274,-0.0048473,0.120039,0.163329,0.00293206,0.127106
11.8,0.159158,0.0244092,0.187576,0.157065,0.0312082,0.194968
11.81,0.143442,0.035409,0.256312,0.140232,0.0416886,0.263595
11.82,0.150249,0.0476603,0.276975,0.146204,0.0537422,0.284132
11.83,0.169711,0.0622127,0.261934,0.166429,0.0688371,0.268111
11.84,0.194076,0.0776027,0.224147,0.19172,0.0852026,0.229925
11.85,0.217059,0.089199,0.173111,0.215129,0.0969143,0.179076
11.86,0.233413,0.0965235,0.104401,0.231947,0.104443,0.110406
11.87,0.239334,0.101877,0.0262541,0.238107,0.109996,0.032332
11.88,0.236925,0.103943,-0.0499401,0.235699,0.112099,-0.0440072
11.89,0.231342,0.103781,-0.119003,0.230488,0.111817,-0.113168
11.9,0.227589,0.104295,-0.18539,0.226822,0.112282,-0.179683
11.91,0.22423,0.103346,-0.239374,0.223651,0.111343,-0.234002
11.92,0.218066,0.0997834,-0.264511,0.217605,0.107593,-0.259129
11.93,0.207076,0.0967014,-0.261446,0.20636,0.103747,-0.2563
11.94,0.192002,0.0943081,-0.236428,0.190804,0.100744,-0.230946
11.95,0.175169,0.0930975,-0.194917,0.173785,0.0988767,-0.189132
11.96,0.158441,0.0925254,-0.142603,0.156802,0.097585,-0.136552
11.97,0.13855,0.0833517,-0.0658908,0.136212,0.0875382,-0.0596485
11.98,0.12865,0.0591774,0.0370627,0.125278,0.0629567,0.0436224
11.99,0.139529,0.0331276,0.122372,0.135131,0.0361401,0.129128
12,0.15542,0.0147475,0.202668,0.150268,0.0168582,0.20975
12.01,0.156642,-0.00104381,0.276312,0.150896,0.000133279,0.282919
12.02,0.177163,-0.00671155,0.298941,0.17246,-0.00578907,0.304909
12.03,0.205604,-0.00614022,0.287465,0.204448,-0.00431746,0.292551
12.04,0.235101,-0.002121,0.254496,0.235995,0.000723776,0.259014
12.05,0.259344,0.00347741,0.206706,0.26053,0.00662724,0.211378
12.06,0.275484,0.00832045,0.133061,0.277019,0.011847,0.137801
12.07,0.281077,0.00854005,0.0408049,0.282835,0.0124191,0.0455477
12.08,0.278563,0.00534368,-0.0519092,0.280459,0.00937401,-0.0472756
12.09,0.273155,0.0015005,-0.134193,0.275185,0.00588717,-0.129403
12.1,0.271019,-0.000859341,-0.212464,0.273165,0.0043244,-0.207765
12.11,0.267915,-0.00161426,-0.268222,0.270516,0.00388649,-0.263925
12.12,0.260584,-0.00229078,-0.287687,0.263496,0.00364643,-0.283651
12.13,0.24912,-0.00484156,-0.271166,0.25207,0.00151596,-0.266569
12.14,0.235407,-0.00963514,-0.227017,0.238165,-0.00295688,-0.222052
12.15,0.221998,-0.0153991,-0.167612,0.224553,-0.0082807,-0.162302
12.16,0.210384,-0.0197951,-0.103203,0.212493,-0.0124163,-0.0973176
12.17,0.201522,-0.0222558,-0.0432674,0.202955,-0.0146246,-0.0369437
12.18,0.178896,-0.0157656,0.0380052,0.179433,-0.00810205,0.0446597
12.19,0.155256,0.00948329,0.12187,0.15481,0.0168739,0.128776
12.2,0.14618,0.0393804,0.187127,0.144755,0.0461632,0.194245
12.21,0.129015,0.0484667,0.25453,0.126566,0.0551842,0.261198
12.22,0.133704,0.0615401,0.27469,0.130395,0.0680072,0.281269
12.23,0.150331,0.0785024,0.259558,0.147359,0.0861309,0.265248
12.24,0.171666,0.0970969,0.221727,0.169239,0.105752,0.227099
12.25,0.1923,0.112037,0.171084,0.190106,0.121156,0.176358
12.26,0.207259,0.122186,0.10275,0.205495,0.131526,0.108157
12.27,0.212749,0.12839,0.0253375,0.211183,0.138071,0.0304113
12.28,0.210706,0.130017,-0.049895,0.209107,0.139828,-0.0447168
12.29,0.205861,0.128997,-0.118331,0.204763,0.138624,-0.113181
12.3,0.202676,0.128966,-0.184747,0.201739,0.138582,-0.179781
12.31,0.199884,0.127539,-0.23876,0.198926,0.136976,-0.23388
12.32,0.194704,0.123284,-0.264351,0.193901,0.132482,-0.259422
12.33,0.184394,0.118925,-0.26201,0.183735,0.127599,-0.256915
12.34,0.169831,0.11553,-0.237351,0.169208,0.123595,-0.231828
12.35,0.153429,0.113044,-0.195821,0.15267,0.120659,-0.189607
12.36,0.13679,0.110456,-0.142756,0.135918,0.117554,-0.136025
12.37,0.118221,0.0969731,-0.0622419,0.116766,0.103241,-0.0551771
12.38,0.113859,0.0717123,0.0415254,0.111739,0.077254,0.0490813
12.39,0.130018,0.0482214,0.125972,0.127216,0.053089,0.133761
12.4,0.149848,0.0332651,0.204967,0.146155,0.0376339,0.2127
12.41,0.154623,0.0181252,0.277164,0.150545,0.0217015,0.284555
12.42,0.176616,0.0158792,0.298734,0.173279,0.0192295,0.305436
12.43,0.204805,0.0208295,0.287131,0.204896,0.0250974,0.292913
12.44,0.233138,0.0293689,0.254405,0.235777,0.0347793,0.259189
12.45,0.255855,0.0386881,0.206774,0.258756,0.0439785,0.211584
12.46,0.270772,0.0461123,0.132921,0.273883,0.0516568,0.137626
12.47,0.276045,0.0473634,0.0401022,0.279108,0.0530496,0.0446974
12.48,0.273897,0.0438359,-0.0529595,0.276665,0.049533,-0.0486739
12.49,0.269053,0.0392526,-0.135602,0.2718,0.0452879,-0.131815
12.5,0.267162,0.0366558,-0.213892,0.269725,0.0430196,-0.210448
12.51,0.264015,0.0355145,-0.269167,0.266615,0.0423421,-0.265965
12.52,0.256778,0.0337792,-0.288268,0.259494,0.0409281,-0.284998
12.53,0.245839,0.0295424,-0.271585,0.248826,0.0369605,-0.268256
12.54,0.23307,0.0227687,-0.227398,0.235892,0.0304362,-0.223495
12.55,0.220729,0.0151028,-0.168031,0.223222,0.0230133,-0.163722
12.56,0.209907,0.00903843,-0.10363,0.212303,0.0173291,-0.0987143
12.57,0.201256,0.00525147,-0.0434372,0.203075,0.0139325,-0.0380235
12.58,0.176458,0.00855824,0.0401839,0.177563,0.017374,0.0459233
12.59,0.14908,0.0306171,0.123887,0.149248,0.0392206,0.129738
12.6,0.135429,0.0597769,0.188041,0.134905,0.0678386,0.194054
12.61,0.119896,0.0699748,0.252201,0.118534,0.0776324,0.258124
12.62,0.122141,0.083836,0.273043,0.120213,0.091314,0.278727
12.63,0.135271,0.103108,0.258673,0.133117,0.111272,0.263772
12.64,0.152993,0.124745,0.22154,0.151187,0.13352,0.226377
12.65,0.170825,0.142837,0.171368,0.169145,0.151371,0.176497
12.66,0.184011,0.155288,0.103282,0.182399,0.164112,0.108187
12.67,0.188639,0.162226,0.0258422,0.186943,0.171032,0.0309372
12.68,0.18658,0.163405,-0.0496102,0.185067,0.172161,-0.0445247
12.69,0.182114,0.161513,-0.118253,0.180497,0.170482,-0.113216
12.7,0.179007,0.160776,-0.184805,0.17743,0.169581,-0.179862
12.71,0.176397,0.158549,-0.238283,0.17502,0.16745,-0.233813
12.72,0.171921,0.153245,-0.263533,0.170713,0.162052,-0.259333
12.73,0.162394,0.14714,-0.261182,0.16139,0.155778,-0.256968
12.74,0.148526,0.141404,-0.236681,0.147687,0.149524,-0.232281
12.75,0.13276,0.136337,-0.195306,0.132161,0.143891,-0.190711
12.76,0.116779,0.131083,-0.142385,0.116067,0.138415,-0.137297
12.77,0.100664,0.114694,-0.0619043,0.0998412,0.121276,-0.0563078
12.78,0.100513,0.0890458,0.0416956,0.0995324,0.0949521,0.047958
12.79,0.120289,0.0684466,0.125936,0.118784,0.0738855,0.132337
12.8,0.142394,0.0568661,0.204548,0.140171,0.0616939,0.211029
12.81,0.149579,0.0426406,0.276585,0.146823,0.0471637,0.282906
12.82,0.171652,0.0439176,0.298074,0.169686,0.04811,0.303611
12.83,0.198656,0.053288,0.286513,0.19948,0.0587797,0.290895
12.84,0.22523,0.0662347,0.253889,0.228215,0.0731073,0.257509
12.85,0.246157,0.0790694,0.206355,0.249078,0.0858712,0.209797
12.86,0.259706,0.088796,0.132574,0.262313,0.0955605,0.13618
12.87,0.264729,0.0908903,0.0397909,0.267362,0.0978052,0.0432826
12.88,0.263172,0.0870737,-0.0532393,0.266067,0.0940794,-0.0500301
12.89,0.259111,0.0817684,-0.135822,0.261859,0.0890218,-0.132689
12.9,0.257626,0.0788935,-0.214,0.26047,0.086147,-0.210863
12.91,0.254645,0.0772452,-0.269064,0.257592,0.084979,-0.265926
