t,vx_true,vy_true,vz_true,vx_est,vy_est,vz_est
24.94,-0.23988,-0.204995,-0.257945,-0.240932,-0.205016,-0.254949
24.95,-0.235037,-0.19279,-0.215849,-0.236138,-0.193178,-0.212373
24.96,-0.232145,-0.181291,-0.159956,-0.232985,-0.181372,-0.156148
24.97,-0.227739,-0.171318,-0.0934296,-0.228433,-0.171901,-0.0888439
24.98,-0.200579,-0.1631,0.00889686,-0.201013,-0.163666,0.013964
24.99,-0.170341,-0.173449,0.104009,-0.170521,-0.173994,0.10939
25,-0.151269,-0.191137,0.186145,-0.151199,-0.191106,0.192102
25.01,-0.132202,-0.189379,0.27013,-0.131855,-0.189084,0.276096
25.02,-0.131187,-0.206593,0.297742,-0.130422,-0.206259,0.303576
25.03,-0.140357,-0.235152,0.287506,-0.139503,-0.235361,0.292735
25.04,-0.153456,-0.265919,0.255769,-0.152698,-0.266671,0.260341
25.05,-0.166844,-0.290959,0.210046,-0.166029,-0.291586,0.214507
25.06,-0.175709,-0.306084,0.14216,-0.174751,-0.306543,0.146633
25.07,-0.17647,-0.310851,0.0596357,-0.175239,-0.311327,0.0638597
25.08,-0.171822,-0.307855,-0.0245167,-0.170315,-0.308512,-0.0205671
25.09,-0.165694,-0.301997,-0.0995164,-0.164149,-0.302343,-0.0960875
25.1,-0.160692,-0.299718,-0.170419,-0.159175,-0.299938,-0.166875
25.11,-0.157701,-0.299658,-0.235092,-0.156319,-0.300141,-0.231856
25.12,-0.155644,-0.296385,-0.27347,-0.154548,-0.296911,-0.270455
25.13,-0.15158,-0.289752,-0.280942,-0.150789,-0.290664,-0.278046
25.14,-0.143106,-0.281302,-0.260968,-0.142431,-0.282548,-0.257919
25.15,-0.131859,-0.273729,-0.219296,-0.131447,-0.275085,-0.215734
25.16,-0.120736,-0.268098,-0.163418,-0.120465,-0.26892,-0.159519
25.17,-0.111184,-0.260499,-0.0954581,-0.110949,-0.261008,-0.0909976
25.18,-0.109416,-0.230375,0.00991253,-0.109043,-0.230877,0.0147587
25.19,-0.127136,-0.203771,0.105287,-0.126407,-0.20413,0.110629
25.2,-0.149877,-0.190139,0.185766,-0.148865,-0.190314,0.191035
25.21,-0.156383,-0.175145,0.266522,-0.155502,-0.174693,0.271593
25.22,-0.173297,-0.177593,0.295138,-0.172325,-0.17696,0.300058
25.23,-0.198719,-0.192746,0.285702,-0.197861,-0.192235,0.289921
25.24,-0.225412,-0.212457,0.254633,-0.224824,-0.212296,0.258316
25.25,-0.246482,-0.231215,0.209886,-0.245917,-0.23102,0.21361
25.26,-0.259076,-0.243472,0.142163,-0.258347,-0.243261,0.146004
25.27,-0.263515,-0.245394,0.0590674,-0.262614,-0.245041,0.0629916
25.28,-0.261687,-0.240135,-0.0256185,-0.260455,-0.239482,-0.0216173
25.29,-0.257446,-0.232705,-0.100847,-0.256118,-0.232291,-0.0969762
25.3,-0.256412,-0.227362,-0.172365,-0.254975,-0.227119,-0.16852
25.31,-0.25652,-0.224383,-0.235676,-0.254815,-0.224384,-0.232165
25.32,-0.253136,-0.221589,-0.272238,-0.251285,-0.222072,-0.268903
25.33,-0.247113,-0.216107,-0.27839,-0.245025,-0.217009,-0.274978
25.34,-0.240393,-0.206295,-0.2577,-0.238247,-0.20781,-0.254162
25.35,-0.235412,-0.194152,-0.215885,-0.233356,-0.196112,-0.212386
25.36,-0.232361,-0.182726,-0.16021,-0.230238,-0.184842,-0.15625
25.37,-0.228159,-0.172932,-0.0943397,-0.225882,-0.174859,-0.0898569
25.38,-0.201453,-0.164597,0.00699079,-0.199019,-0.166706,0.0120614
25.39,-0.171044,-0.17461,0.102378,-0.16861,-0.176436,0.107974
25.4,-0.151755,-0.191781,0.18514,-0.14941,-0.193309,0.190831
25.41,-0.132418,-0.189583,0.269761,-0.130011,-0.190903,0.275291
25.42,-0.131221,-0.206462,0.29802,-0.128499,-0.207597,0.303242
25.43,-0.140309,-0.234923,0.288005,-0.137396,-0.236323,0.292546
25.44,-0.153386,-0.265731,0.256228,-0.150528,-0.267449,0.260423
25.45,-0.166823,-0.290818,0.210317,-0.163759,-0.292825,0.214693
25.46,-0.175709,-0.305937,0.142393,-0.172717,-0.307983,0.146912
25.47,-0.176442,-0.310709,0.0598945,-0.173477,-0.312618,0.0644653
25.48,-0.171772,-0.307717,-0.0242382,-0.168826,-0.309785,-0.0199594
25.49,-0.165632,-0.301856,-0.0992591,-0.162837,-0.303565,-0.0951982
25.5,-0.160624,-0.299566,-0.170127,-0.157694,-0.300893,-0.16623
25.51,-0.15765,-0.299526,-0.234871,-0.1552,-0.301051,-0.231252
25.52,-0.155586,-0.296291,-0.273366,-0.153178,-0.297967,-0.270081
25.53,-0.151512,-0.289685,-0.280931,-0.149501,-0.291469,-0.277797
25.54,-0.143024,-0.281253,-0.261011,-0.141589,-0.283435,-0.257378
25.55,-0.131765,-0.273679,-0.219372,-0.130883,-0.275933,-0.215245
25.56,-0.120623,-0.268046,-0.163517,-0.120016,-0.270159,-0.158409
25.57,-0.11104,-0.260363,-0.0954625,-0.111157,-0.26228,-0.0900165
25.58,-0.109296,-0.230122,0.0100895,-0.109676,-0.232269,0.0160576
25.59,-0.127059,-0.20356,0.105419,-0.127626,-0.20559,0.111531
25.6,-0.149896,-0.18999,0.185704,-0.150498,-0.191966,0.192231
25.61,-0.15375,-0.171758,0.269204,-0.154104,-0.173032,0.275783
25.62,-0.171396,-0.17519,0.295747,-0.171916,-0.176472,0.302106
25.63,-0.197272,-0.190975,0.284876,-0.19841,-0.192609,0.29035
25.64,-0.223997,-0.210896,0.253301,-0.225483,-0.21282,0.258172
25.65,-0.244981,-0.229641,0.208531,-0.246318,-0.231578,0.213045
25.66,-0.25755,-0.241868,0.140832,-0.258553,-0.244007,0.145467
25.67,-0.262021,-0.243767,0.0578573,-0.262825,-0.245991,0.0625067
25.68,-0.26027,-0.238487,-0.0265945,-0.260957,-0.24078,-0.0222251
25.69,-0.256107,-0.231062,-0.101579,-0.256575,-0.233553,-0.0972066
25.7,-0.255158,-0.225703,-0.172601,-0.255701,-0.227947,-0.168554
25.71,-0.255542,-0.222819,-0.23608,-0.256012,-0.225028,-0.232072
25.72,-0.25244,-0.220108,-0.272782,-0.252949,-0.2223,-0.268921
25.73,-0.246628,-0.214683,-0.278768,-0.247005,-0.217186,-0.274938
25.74,-0.240061,-0.204853,-0.257783,-0.240063,-0.20755,-0.253573
25.75,-0.235212,-0.192649,-0.215693,-0.235284,-0.195586,-0.211209
25.76,-0.232317,-0.181152,-0.159822,-0.232509,-0.183987,-0.15459
25.77,-0.227882,-0.171173,-0.0932936,-0.22812,-0.174022,-0.0874296
25.78,-0.20066,-0.162965,0.00908673,-0.201145,-0.165668,0.0155898
25.79,-0.170417,-0.173354,0.104152,-0.170746,-0.175928,0.110934
25.8,-0.151343,-0.191109,0.186165,-0.151314,-0.19354,0.193164
25.81,-0.132279,-0.189407,0.270056,-0.1322,-0.191385,0.277231
25.82,-0.131262,-0.206652,0.297588,-0.130666,-0.208432,0.304638
25.83,-0.140427,-0.235221,0.287316,-0.13986,-0.237434,0.293733
25.84,-0.153519,-0.265983,0.255582,-0.153257,-0.268861,0.261299
25.85,-0.166897,-0.291018,0.209888,-0.166277,-0.293761,0.215276
25.86,-0.175756,-0.306142,0.142015,-0.175122,-0.308881,0.147585
25.87,-0.176518,-0.310909,0.0594955,-0.175478,-0.313695,0.0645303
25.88,-0.171873,-0.307914,-0.0246468,-0.170627,-0.31055,-0.0195644
25.89,-0.165749,-0.302054,-0.0996333,-0.164687,-0.304533,-0.0948941
25.9,-0.160751,-0.299776,-0.170534,-0.159676,-0.301935,-0.166003
25.91,-0.157758,-0.299694,-0.235141,-0.156873,-0.301535,-0.230861
25.92,-0.155699,-0.29639,-0.273423,-0.155038,-0.298233,-0.269323
25.93,-0.151623,-0.289733,-0.280811,-0.15138,-0.291973,-0.276405
25.94,-0.143138,-0.281269,-0.260778,-0.143113,-0.283669,-0.256236
25.95,-0.131887,-0.273693,-0.219076,-0.132273,-0.275991,-0.214
25.96,-0.120767,-0.268063,-0.163194,-0.121454,-0.270428,-0.157301
25.97,-0.111223,-0.260474,-0.0952611,-0.112178,-0.262933,-0.0887675
25.98,-0.109454,-0.230374,0.0100503,-0.110402,-0.232574,0.0168339
25.99,-0.127166,-0.203776,0.105378,-0.128195,-0.205867,0.112579
26,-0.149901,-0.19015,0.185828,-0.150636,-0.192021,0.192991
26.01,-0.153657,-0.171877,0.269412,-0.154479,-0.173425,0.276279
26.02,-0.17124,-0.175297,0.296039,-0.172088,-0.176819,0.302489
26.03,-0.197105,-0.191078,0.285159,-0.198329,-0.192824,0.290622
26.04,-0.223831,-0.210996,0.253521,-0.225337,-0.213028,0.258483
26.05,-0.244811,-0.229741,0.208656,-0.246344,-0.231845,0.213656
26.06,-0.257366,-0.241948,0.140911,-0.258882,-0.243938,0.145883
26.07,-0.261821,-0.243821,0.0579247,-0.26296,-0.245778,0.0628106
26.08,-0.260058,-0.238526,-0.0265282,-0.261041,-0.240127,-0.0219625
26.09,-0.255888,-0.231095,-0.101522,-0.256327,-0.232743,-0.0973801
26.1,-0.25494,-0.225733,-0.17256,-0.255121,-0.227271,-0.168583
26.11,-0.255351,-0.222857,-0.236132,-0.255395,-0.224489,-0.232505
26.12,-0.252282,-0.220155,-0.272937,-0.252666,-0.222107,-0.269631
26.13,-0.246498,-0.21474,-0.279005,-0.246949,-0.216847,-0.275805
26.14,-0.239946,-0.204918,-0.258066,-0.240503,-0.207107,-0.254528
26.15,-0.235097,-0.192714,-0.215983,-0.235677,-0.195184,-0.212115
26.16,-0.232199,-0.181213,-0.160088,-0.232993,-0.183741,-0.155812
26.17,-0.227778,-0.171233,-0.093537,-0.228469,-0.173692,-0.0889863
26.18,-0.200591,-0.163018,0.00884228,-0.201233,-0.165423,0.0138564
26.19,-0.17035,-0.173383,0.103977,-0.170565,-0.175276,0.109488
26.2,-0.15128,-0.191078,0.186139,-0.1512,-0.192587,0.191748
26.21,-0.132208,-0.189326,0.270152,-0.131869,-0.190775,0.275619
26.22,-0.131196,-0.206544,0.29778,-0.130225,-0.208064,0.302373
26.23,-0.140377,-0.235102,0.287557,-0.139399,-0.237147,0.291614
26.24,-0.153489,-0.265867,0.255828,-0.152368,-0.268341,0.259187
26.25,-0.166889,-0.290908,0.21011,-0.165815,-0.293786,0.213525
26.26,-0.175762,-0.306033,0.142223,-0.174595,-0.308876,0.145528
26.27,-0.176528,-0.310801,0.0596985,-0.17539,-0.313337,0.0630943
26.28,-0.171881,-0.307809,-0.0244557,-0.170344,-0.310087,-0.0212721
26.29,-0.165754,-0.301954,-0.0994567,-0.164354,-0.304131,-0.0965461
26.3,-0.160751,-0.299676,-0.170355,-0.159392,-0.301819,-0.167668
26.31,-0.15776,-0.299621,-0.235043,-0.156438,-0.301743,-0.232329
26.32,-0.155703,-0.296357,-0.273448,-0.154601,-0.298238,-0.271285
26.33,-0.151641,-0.28973,-0.28095,-0.150809,-0.29181,-0.27874
26.34,-0.143169,-0.281286,-0.261004,-0.142773,-0.283173,-0.258245
26.35,-0.131919,-0.273719,-0.219355,-0.132098,-0.275701,-0.216041
26.36,-0.120791,-0.268093,-0.16349,-0.121437,-0.269875,-0.160036
26.37,-0.111232,-0.260484,-0.0955194,-0.112081,-0.262166,-0.0914264
26.38,-0.109458,-0.230337,0.00988556,-0.110418,-0.232004,0.0144757
26.39,-0.127179,-0.203724,0.105268,-0.128128,-0.205236,0.110241
26.4,-0.149929,-0.190083,0.185738,-0.150784,-0.191358,0.191079
26.41,-0.15369,-0.171798,0.269372,-0.154429,-0.1727,0.274951
26.42,-0.171286,-0.175204,0.296023,-0.171916,-0.176023,0.301036
26.43,-0.197158,-0.190978,0.285172,-0.197977,-0.191673,0.2894
26.44,-0.223895,-0.210892,0.253559,-0.224976,-0.211804,0.257288
26.45,-0.244889,-0.229633,0.208717,-0.246129,-0.230528,0.212243
26.46,-0.257456,-0.241841,0.140983,-0.258476,-0.243017,0.144531
26.47,-0.261918,-0.243718,0.0580042,-0.262935,-0.244686,0.0615201
26.48,-0.260156,-0.238428,-0.0264448,-0.260866,-0.239149,-0.0230535
26.49,-0.255986,-0.231,-0.101436,-0.256479,-0.231646,-0.0981205
26.5,-0.255038,-0.225639,-0.17247,-0.255415,-0.226392,-0.169301
26.51,-0.255453,-0.222764,-0.236053,-0.255691,-0.22342,-0.233359
26.52,-0.25239,-0.220065,-0.272882,-0.252306,-0.221251,-0.270525
26.53,-0.246608,-0.214658,-0.278979,-0.246355,-0.215945,-0.276519
26.54,-0.240055,-0.204845,-0.258072,-0.239613,-0.206364,-0.255477
26.55,-0.235208,-0.192645,-0.216016,-0.234817,-0.194411,-0.21287
26.56,-0.232311,-0.181144,-0.160141,-0.231839,-0.18341,-0.15667
26.57,-0.227884,-0.17116,-0.0935949,-0.227395,-0.173553,-0.0896574
26.58,-0.200677,-0.16295,0.00880588,-0.200222,-0.165613,0.0130729
26.59,-0.170433,-0.17333,0.103943,-0.169991,-0.175994,0.108549
26.6,-0.151361,-0.191043,0.186089,-0.15075,-0.193599,0.19075
26.61,-0.132283,-0.189302,0.270103,-0.131612,-0.191685,0.274805
26.62,-0.13127,-0.206524,0.297731,-0.130386,-0.208935,0.301956
26.63,-0.140454,-0.235081,0.287516,-0.13956,-0.238063,0.290913
26.64,-0.153571,-0.265845,0.255799,-0.152643,-0.269475,0.258758
26.65,-0.166973,-0.290885,0.210094,-0.165742,-0.294299,0.212873
26.66,-0.175848,-0.306012,0.142216,-0.174675,-0.309384,0.145083
26.67,-0.176615,-0.310783,0.0596958,-0.175381,-0.313907,0.0623993
26.68,-0.171968,-0.307793,-0.0244533,-0.170757,-0.310525,-0.0219075
26.69,-0.16584,-0.30194,-0.0994495,-0.164518,-0.304601,-0.0968095
26.7,-0.160837,-0.299664,-0.170346,-0.159874,-0.302104,-0.167631
26.71,-0.157845,-0.299607,-0.235023,-0.157233,-0.301953,-0.232408
26.72,-0.155787,-0.296339,-0.273414,-0.155259,-0.298832,-0.270768
26.73,-0.151722,-0.28971,-0.280908,-0.151939,-0.292162,-0.278362
26.74,-0.143248,-0.281267,-0.26096,-0.143598,-0.283769,-0.258381
26.75,-0.131996,-0.273703,-0.219314,-0.132363,-0.275899,-0.216415
26.76,-0.120868,-0.268081,-0.163456,-0.121433,-0.270664,-0.160153
26.77,-0.11131,-0.26048,-0.0955006,-0.112224,-0.263014,-0.0916086
26.78,-0.109528,-0.230342,0.00988343,-0.110385,-0.232937,0.014209
26.79,-0.127239,-0.203724,0.105259,-0.128119,-0.206238,0.110115
26.8,-0.149982,-0.190075,0.18573,-0.15074,-0.192574,0.191072
26.81,-0.153734,-0.171787,0.269363,-0.154361,-0.174118,0.274716
26.82,-0.171327,-0.175189,0.296018,-0.172236,-0.177284,0.300699
26.83,-0.197201,-0.190955,0.285169,-0.198536,-0.193285,0.288727
26.84,-0.223942,-0.210863,0.253555,-0.225864,-0.213594,0.256494
26.85,-0.24494,-0.2296,0.208711,-0.24643,-0.232376,0.211436
26.86,-0.25751,-0.241804,0.140978,-0.258634,-0.244722,0.143845
26.87,-0.261972,-0.24368,0.0579994,-0.263063,-0.24674,0.0608283
26.88,-0.260208,-0.238389,-0.026449,-0.261207,-0.241328,-0.0237996
26.89,-0.256037,-0.230962,-0.101439,-0.256821,-0.23383,-0.0993194
26.9,-0.255087,-0.225602,-0.172474,-0.255645,-0.228406,-0.170674
26.91,-0.2555,-0.222725,-0.236054,-0.255941,-0.22571,-0.234276
26.92,-0.252435,-0.220026,-0.272878,-0.25289,-0.223301,-0.270986
26.93,-0.246651,-0.21462,-0.278972,-0.247146,-0.218331,-0.276771
26.94,-0.240096,-0.204806,-0.258063,-0.240671,-0.208871,-0.255576
26.95,-0.235245,-0.192608,-0.216006,-0.235882,-0.196805,-0.213051
26.96,-0.232345,-0.181107,-0.160132,-0.232807,-0.185625,-0.157009
26.97,-0.227918,-0.171126,-0.09359,-0.228184,-0.175484,-0.0900826
26.98,-0.200714,-0.162922,0.00880045,-0.200616,-0.167402,0.0128518
26.99,-0.170473,-0.173305,0.103937,-0.17014,-0.177274,0.108319
27,-0.151405,-0.191017,0.18609,-0.150606,-0.194992,0.190462
27.01,-0.132326,-0.189276,0.270108,-0.131251,-0.192872,0.274438
27.02,-0.131317,-0.206496,0.297741,-0.130021,-0.210139,0.301615
27.03,-0.140508,-0.235049,0.287528,-0.139162,-0.239218,0.290744
27.04,-0.153633,-0.26581,0.25581,-0.152532,-0.270597,0.258711
27.05,-0.167043,-0.290847,0.210102,-0.165647,-0.295745,0.212765
27.06,-0.175922,-0.305971,0.142223,-0.174328,-0.310881,0.144482
27.07,-0.17669,-0.310742,0.0597024,-0.174972,-0.315325,0.0616459
27.08,-0.172042,-0.307753,-0.0244476,-0.170086,-0.312399,-0.0223915
27.09,-0.165913,-0.301901,-0.0994446,-0.163923,-0.306448,-0.0976262
27.1,-0.16091,-0.299626,-0.170341,-0.158896,-0.303985,-0.168935
27.11,-0.157918,-0.299571,-0.23502,-0.155879,-0.303989,-0.233856
27.12,-0.155859,-0.296304,-0.273414,-0.154083,-0.300742,-0.272613
27.13,-0.151792,-0.289676,-0.280911,-0.150267,-0.294286,-0.279916
27.14,-0.143316,-0.281235,-0.260966,-0.141902,-0.2856,-0.259417
27.15,-0.132063,-0.273673,-0.219322,-0.13093,-0.277989,-0.217197
27.16,-0.120933,-0.268054,-0.163466,-0.120117,-0.272493,-0.160611
27.17,-0.111372,-0.260454,-0.0955084,-0.111153,-0.265155,-0.09214
27.18,-0.109583,-0.230313,0.00987899,-0.109408,-0.234912,0.0138781
27.19,-0.127289,-0.203691,0.105256,-0.126762,-0.20817,0.109554
27.2,-0.150028,-0.190037,0.185729,-0.149272,-0.194149,0.189972
27.21,-0.153776,-0.171747,0.269364,-0.152844,-0.175543,0.27359
27.22,-0.17137,-0.175144,0.29602,-0.170344,-0.178624,0.300129
27.23,-0.197248,-0.190905,0.285173,-0.196599,-0.194327,0.288839
27.24,-0.223994,-0.210807,0.25356,-0.223518,-0.214487,0.256789
27.25,-0.244996,-0.229539,0.208717,-0.244487,-0.233262,0.212101
27.26,-0.257569,-0.241741,0.140984,-0.256727,-0.245723,0.14424
27.27,-0.262032,-0.243616,0.0580048,-0.26083,-0.247706,0.0612242
27.28,-0.260267,-0.238326,-0.0264437,-0.258771,-0.242362,-0.0232282
27.29,-0.256094,-0.230901,-0.101434,-0.254342,-0.23457,-0.0982979
27.3,-0.255143,-0.22554,-0.172468,-0.253074,-0.229118,-0.169748
27.31,-0.255556,-0.222664,-0.236048,-0.253594,-0.226417,-0.233517
27.32,-0.25249,-0.219966,-0.272874,-0.250488,-0.223695,-0.270358
27.33,-0.246705,-0.214561,-0.27897,-0.244513,-0.21854,-0.276561
27.34,-0.240148,-0.204749,-0.258063,-0.238054,-0.209201,-0.255473
27.35,-0.235294,-0.192551,-0.216009,-0.233424,-0.197224,-0.213004
27.36,-0.232392,-0.181051,-0.160137,-0.230516,-0.186054,-0.156535
27.37,-0.227961,-0.17107,-0.093594,-0.225903,-0.176101,-0.0896339
27.38,-0.200753,-0.162873,0.00880014,-0.198454,-0.167999,0.0131174
27.39,-0.170513,-0.173264,0.103937,-0.168108,-0.178022,0.109068
27.4,-0.151449,-0.190982,0.186088,-0.148572,-0.195221,0.191198
27.41,-0.132369,-0.189246,0.270106,-0.129025,-0.192918,0.274964
27.42,-0.131364,-0.206466,0.297738,-0.127723,-0.209906,0.302239
27.43,-0.140562,-0.235018,0.287527,-0.136838,-0.238634,0.29112
27.44,-0.153693,-0.265776,0.25581,-0.150059,-0.269763,0.259139
27.45,-0.167109,-0.29081,0.210104,-0.163417,-0.295139,0.213529
27.46,-0.175992,-0.305933,0.142225,-0.171866,-0.310432,0.145646
27.47,-0.176761,-0.310704,0.0597045,-0.172646,-0.315237,0.0633127
27.48,-0.172113,-0.307716,-0.0244452,-0.168001,-0.312002,-0.020892
27.49,-0.165982,-0.301866,-0.0994418,-0.161885,-0.305893,-0.0962224
27.5,-0.160979,-0.299592,-0.170338,-0.157153,-0.303525,-0.1674
27.51,-0.157987,-0.299537,-0.235016,-0.154506,-0.303208,-0.232581
27.52,-0.155927,-0.29627,-0.27341,-0.152768,-0.29994,-0.27108
27.53,-0.151859,-0.289644,-0.280907,-0.149076,-0.293431,-0.278389
27.54,-0.143381,-0.281204,-0.260963,-0.140895,-0.285194,-0.258565
27.55,-0.132126,-0.273645,-0.219321,-0.129894,-0.277413,-0.216543
27.56,-0.120995,-0.268028,-0.163465,-0.118929,-0.271618,-0.160144
27.57,-0.111432,-0.26043,-0.0955089,-0.109819,-0.263941,-0.0920262
27.58,-0.109636,-0.230289,0.00987875,-0.108399,-0.233654,0.0139383
27.59,-0.127336,-0.203662,0.105255,-0.126253,-0.206989,0.110082
27.6,-0.150073,-0.190003,0.185728,-0.148978,-0.193119,0.190937
27.61,-0.153816,-0.171712,0.269363,-0.152475,-0.174493,0.274373
27.62,-0.171411,-0.175105,0.296019,-0.170186,-0.177783,0.300796
27.63,-0.197293,-0.190859,0.285173,-0.196437,-0.19371,0.289134
27.64,-0.224044,-0.210755,0.253561,-0.223399,-0.214001,0.256858
27.65,-0.245051,-0.229483,0.208718,-0.244203,-0.232971,0.212148
27.66,-0.257627,-0.241682,0.140986,-0.256667,-0.245128,0.144158
27.67,-0.26209,-0.243556,0.0580068,-0.261023,-0.247224,0.0608808
27.68,-0.260324,-0.238267,-0.0264416,-0.259348,-0.241811,-0.0233403
27.69,-0.256149,-0.230842,-0.101432,-0.254961,-0.234009,-0.0985056
27.7,-0.255197,-0.225482,-0.172465,-0.253545,-0.228735,-0.169643
27.71,-0.255609,-0.222605,-0.236045,-0.253883,-0.225949,-0.233166
27.72,-0.252542,-0.219908,-0.272871,-0.251089,-0.223367,-0.270239
27.73,-0.246756,-0.214504,-0.278967,-0.245273,-0.21829,-0.275961
27.74,-0.240197,-0.204694,-0.258061,-0.238725,-0.208405,-0.255005
27.75,-0.23534,-0.192498,-0.216009,-0.233823,-0.196611,-0.212347
27.76,-0.232435,-0.180998,-0.160138,-0.230826,-0.185055,-0.15628
27.77,-0.228002,-0.171018,-0.0935953,-0.226684,-0.17518,-0.0890093
27.78,-0.200791,-0.162827,0.00879929,-0.19953,-0.167008,0.0138046
27.79,-0.170553,-0.173225,0.103936,-0.168925,-0.177301,0.109194
27.8,-0.151493,-0.190947,0.186088,-0.149616,-0.194684,0.191297
27.81,-0.132413,-0.189216,0.270106,-0.130675,-0.192229,0.275768
27.82,-0.131412,-0.206437,0.297739,-0.129716,-0.209365,0.303407
27.83,-0.140616,-0.234986,0.287528,-0.138725,-0.237944,0.292615
27.84,-0.153755,-0.265741,0.255812,-0.151656,-0.269184,0.260376
27.85,-0.167176,-0.290772,0.210106,-0.164783,-0.294207,0.215003
27.86,-0.176063,-0.305893,0.142227,-0.173568,-0.309374,0.146962
27.87,-0.176834,-0.310664,0.0597072,-0.174079,-0.313935,0.0642584
27.88,-0.172185,-0.307677,-0.0244426,-0.16932,-0.310951,-0.0200801
27.89,-0.166053,-0.301828,-0.0994391,-0.163093,-0.305127,-0.0949956
27.9,-0.161049,-0.299556,-0.170335,-0.158,-0.302767,-0.165696
27.91,-0.158057,-0.299501,-0.235013,-0.155449,-0.30245,-0.2307
27.92,-0.155996,-0.296235,-0.273407,-0.153524,-0.299184,-0.26916
27.93,-0.151927,-0.28961,-0.280905,-0.149723,-0.292608,-0.27656
27.94,-0.143446,-0.281173,-0.260963,-0.141503,-0.284365,-0.256418
27.95,-0.13219,-0.273616,-0.219322,-0.130203,-0.276276,-0.214361
27.96,-0.121057,-0.268002,-0.163468,-0.119228,-0.27069,-0.158071
27.97,-0.111493,-0.260405,-0.0955111,-0.110163,-0.262706,-0.0898676
27.98,-0.10969,-0.230263,0.00987734,-0.108566,-0.232591,0.0159443
27.99,-0.127384,-0.203633,0.105254,-0.12632,-0.20582,0.111948
28,-0.150117,-0.189967,0.185727,-0.148849,-0.191975,0.19268
28.01,-0.153884,-0.171685,0.26935,-0.152519,-0.173343,0.276015
28.02,-0.171591,-0.175109,0.295916,-0.170356,-0.176868,0.302475
28.03,-0.197618,-0.190909,0.284917,-0.196898,-0.192705,0.290552
28.04,-0.224395,-0.210804,0.253193,-0.223772,-0.213093,0.258322
28.05,-0.245441,-0.229483,0.208076,-0.244871,-0.231946,0.213094
28.06,-0.258083,-0.241553,0.140155,-0.257406,-0.24398,0.145295
28.07,-0.262615,-0.243334,0.0571706,-0.261819,-0.246049,0.0620734
28.08,-0.260934,-0.238034,-0.0270488,-0.259902,-0.240507,-0.0221651
28.09,-0.256924,-0.230601,-0.101745,-0.255757,-0.233042,-0.0974962
28.1,-0.256165,-0.225261,-0.17235,-0.254707,-0.227549,-0.16819
28.11,-0.256917,-0.222369,-0.235949,-0.255395,-0.224902,-0.231974
28.12,-0.253867,-0.219718,-0.272384,-0.252202,-0.222248,-0.268495
28.13,-0.247832,-0.214229,-0.277743,-0.246279,-0.216966,-0.273914
28.14,-0.240827,-0.204253,-0.256669,-0.239693,-0.207147,-0.252749
28.15,-0.235412,-0.191762,-0.214769,-0.23419,-0.194928,-0.210355
28.16,-0.231936,-0.179795,-0.159303,-0.230999,-0.183321,-0.154203
28.17,-0.226775,-0.169434,-0.0935712,-0.225686,-0.172859,-0.0880038
28.18,-0.19941,-0.161002,0.00750813,-0.198134,-0.164123,0.0134067
28.19,-0.169024,-0.170866,0.102015,-0.1674,-0.173713,0.108078
28.2,-0.149458,-0.187642,0.185235,-0.147353,-0.190367,0.191214
28.21,-0.130622,-0.186055,0.268619,-0.128243,-0.188304,0.274598
28.22,-0.129388,-0.203095,0.296106,-0.126635,-0.205182,0.301893
28.23,-0.138345,-0.231349,0.285631,-0.135328,-0.23382,0.290651
28.24,-0.15137,-0.261785,0.253368,-0.148562,-0.264984,0.257657
28.25,-0.164723,-0.286657,0.20716,-0.162057,-0.289996,0.21139
28.26,-0.173604,-0.301857,0.139225,-0.170502,-0.305049,0.143762
28.27,-0.17449,-0.306988,0.0567242,-0.171179,-0.310221,0.0609842
28.28,-0.170224,-0.304461,-0.0278085,-0.166769,-0.30775,-0.023612
28.29,-0.164345,-0.299221,-0.103256,-0.161001,-0.302498,-0.0991434
28.3,-0.159672,-0.297515,-0.175632,-0.15634,-0.300697,-0.171744
28.31,-0.15706,-0.297242,-0.239558,-0.153863,-0.300661,-0.235913
28.32,-0.154908,-0.292951,-0.274515,-0.151976,-0.296222,-0.270977
28.33,-0.149868,-0.285114,-0.277271,-0.146903,-0.288266,-0.273741
28.34,-0.140295,-0.275613,-0.252534,-0.137553,-0.278883,-0.248771
28.35,-0.128367,-0.266818,-0.206613,-0.125873,-0.269979,-0.202372
28.36,-0.117244,-0.259417,-0.148204,-0.114876,-0.262588,-0.143586
28.37,-0.108046,-0.251309,-0.0813189,-0.106062,-0.25416,-0.0761127
28.38,-0.10559,-0.222643,0.0179471,-0.103738,-0.225126,0.0238662
28.39,-0.121648,-0.194397,0.11024,-0.119278,-0.196289,0.116202
28.4,-0.142693,-0.179525,0.187287,-0.140151,-0.180863,0.193405
28.41,-0.146006,-0.161488,0.265915,-0.143457,-0.162206,0.271899
28.42,-0.162662,-0.164595,0.289586,-0.160098,-0.165071,0.295115
28.43,-0.187124,-0.179829,0.2762,-0.184756,-0.180142,0.28109
28.44,-0.212741,-0.19928,0.242002,-0.21032,-0.199731,0.246283
28.45,-0.233248,-0.217807,0.194389,-0.230868,-0.218297,0.19857
28.46,-0.246229,-0.229728,0.125885,-0.243886,-0.230292,0.130126
28.47,-0.251611,-0.231775,0.0441231,-0.24929,-0.232531,0.0481584
