t,x_true,y_true,x_est,y_est
27.7,0.66005,-0.626744,0.652476,-0.627908
27.71,0.657494,-0.628982,0.649969,-0.630231
27.72,0.654952,-0.631194,0.647426,-0.632581
27.73,0.652456,-0.633367,0.644903,-0.63491
27.74,0.650026,-0.635461,0.642451,-0.637153
27.75,0.647652,-0.637441,0.640075,-0.63926
27.76,0.645317,-0.639301,0.637762,-0.641219
27.77,0.643008,-0.641056,0.635504,-0.643043
27.78,0.640859,-0.642714,0.633418,-0.644723
27.79,0.639025,-0.644385,0.631671,-0.646331
27.8,0.637432,-0.646221,0.630194,-0.648049
27.81,0.636042,-0.648104,0.628943,-0.649816
27.82,0.634735,-0.650079,0.627767,-0.651737
27.83,0.633375,-0.652295,0.62642,-0.654101
27.84,0.631898,-0.654817,0.624872,-0.656836
27.85,0.630284,-0.657619,0.6233,-0.65964
27.86,0.628558,-0.660619,0.621618,-0.662632
27.87,0.626787,-0.663712,0.619888,-0.665708
27.88,0.625041,-0.666807,0.618174,-0.668774
27.89,0.623353,-0.66985,0.616501,-0.671782
27.9,0.621722,-0.672851,0.614859,-0.674748
27.91,0.62013,-0.675847,0.61321,-0.677745
27.92,0.618561,-0.678828,0.611534,-0.680787
27.93,0.61702,-0.681756,0.609869,-0.683803
27.94,0.615544,-0.684606,0.60827,-0.686734
27.95,0.614171,-0.687374,0.606791,-0.689554
27.96,0.612912,-0.690078,0.605441,-0.69227
27.97,0.611755,-0.692726,0.604217,-0.694894
27.98,0.610663,-0.695179,0.603102,-0.697289
27.99,0.60948,-0.697324,0.601962,-0.699339
28,0.608075,-0.699277,0.600638,-0.701156
28.01,0.606563,-0.701055,0.599193,-0.702777
28.02,0.604936,-0.702777,0.597568,-0.704368
28.03,0.603081,-0.704609,0.595521,-0.706238
28.04,0.600954,-0.706627,0.593198,-0.708391
28.05,0.598588,-0.708841,0.590865,-0.710602
28.06,0.596057,-0.71121,0.588372,-0.712965
28.07,0.593444,-0.713644,0.585809,-0.715394
28.08,0.590824,-0.716052,0.583251,-0.717807
28.09,0.588238,-0.718391,0.580737,-0.720161
28.1,0.585677,-0.720664,0.578255,-0.722468
28.11,0.58311,-0.722899,0.575742,-0.72478
28.12,0.580554,-0.725109,0.573194,-0.727112
28.13,0.578047,-0.727279,0.570675,-0.729419
28.14,0.575607,-0.72937,0.568227,-0.73164
28.15,0.573231,-0.731344,0.565863,-0.73372
28.16,0.570897,-0.733194,0.563568,-0.735653
28.17,0.568598,-0.734935,0.561336,-0.737447
28.18,0.566462,-0.736576,0.559287,-0.739086
28.19,0.564643,-0.738226,0.557567,-0.740657
28.2,0.563068,-0.740034,0.556114,-0.742345
28.21,0.561696,-0.741885,0.554893,-0.744086
28.22,0.560407,-0.743827,0.553746,-0.745987
28.23,0.559069,-0.746008,0.552443,-0.748322
28.24,0.557616,-0.748492,0.550942,-0.751016
28.25,0.556027,-0.751253,0.549398,-0.753777
28.26,0.554325,-0.754212,0.547742,-0.756727
28.27,0.552578,-0.757267,0.546036,-0.759766
28.28,0.550853,-0.760327,0.544342,-0.762796
28.29,0.549183,-0.763342,0.542687,-0.765774
28.3,0.547568,-0.76632,0.541061,-0.768713
28.31,0.545987,-0.769295,0.539432,-0.771673
28.32,0.544428,-0.772248,0.537794,-0.774648
28.33,0.542903,-0.775136,0.536177,-0.77757
28.34,0.541454,-0.777935,0.534644,-0.780389
28.35,0.540116,-0.780642,0.533234,-0.783092
28.36,0.538895,-0.783268,0.531951,-0.785682
28.37,0.537775,-0.785824,0.530792,-0.788167
28.38,0.536719,-0.788197,0.529729,-0.790431
28.39,0.535587,-0.790258,0.528657,-0.792349
28.4,0.534249,-0.792112,0.527412,-0.794027
28.41,0.532814,-0.793787,0.526051,-0.795504
28.42,0.531271,-0.795406,0.524527,-0.796942
28.43,0.529513,-0.797129,0.522633,-0.798616
28.44,0.527498,-0.799034,0.520473,-0.800582
28.45,0.525252,-0.801132,0.518274,-0.802659
28.46,0.522842,-0.803383,0.515915,-0.804889
28.47,0.520344,-0.8057,0.513476,-0.807189
28.48,0.517828,-0.807994,0.511029,-0.809472
28.49,0.51534,-0.810223,0.508619,-0.811696
28.5,0.512876,-0.812389,0.506241,-0.813871
28.51,0.510416,-0.814516,0.503856,-0.816032
28.52,0.507986,-0.816606,0.501483,-0.818174
28.53,0.505623,-0.81864,0.499168,-0.82026
28.54,0.503347,-0.820576,0.496943,-0.822246
28.55,0.501151,-0.822381,0.494811,-0.824083
28.56,0.499018,-0.824055,0.492759,-0.825769
28.57,0.496942,-0.825615,0.490778,-0.827316
28.58,0.495046,-0.827076,0.488983,-0.828723
28.59,0.493449,-0.828557,0.487498,-0.830087
28.6,0.49207,-0.830209,0.486249,-0.831592
28.61,0.490876,-0.831918,0.485205,-0.833177
28.62,0.489753,-0.833739,0.484194,-0.834979
28.63,0.488575,-0.835796,0.482977,-0.837283
28.64,0.487278,-0.83814,0.48158,-0.839877
28.65,0.485842,-0.840745,0.480199,-0.842448
28.66,0.48429,-0.843539,0.478703,-0.845208
28.67,0.482688,-0.846427,0.477151,-0.848055
28.68,0.481105,-0.849325,0.475606,-0.850903
28.69,0.479576,-0.852184,0.474094,-0.853708
28.7,0.4781,-0.855017,0.472617,-0.856487
28.71,0.476655,-0.857842,0.471134,-0.859266
28.72,0.475231,-0.860625,0.469656,-0.862021
28.73,0.473852,-0.863328,0.468213,-0.864707
28.74,0.47256,-0.865931,0.466856,-0.867285
28.75,0.471384,-0.868433,0.465624,-0.869745
28.76,0.470317,-0.870843,0.464504,-0.872084
28.77,0.469341,-0.873176,0.463488,-0.874326
28.78,0.468423,-0.875349,0.462561,-0.87639
28.79,0.46744,-0.877214,0.461626,-0.878123
28.8,0.466251,-0.878863,0.460513,-0.879621
28.81,0.464968,-0.88033,0.459286,-0.880927
28.82,0.463586,-0.881736,0.457912,-0.882185
28.83,0.462002,-0.88323,0.456175,-0.883663
28.84,0.460167,-0.884886,0.45418,-0.885375
28.85,0.4581,-0.886717,0.452165,-0.887156
28.86,0.455868,-0.888692,0.449988,-0.889083
28.87,0.453542,-0.890733,0.447727,-0.891083
28.88,0.451192,-0.892756,0.445448,-0.893075
28.89,0.448866,-0.894722,0.443203,-0.895021
28.9,0.446565,-0.896631,0.440995,-0.896918
28.91,0.444277,-0.898503,0.438795,-0.898798
28.92,0.442035,-0.900334,0.436623,-0.900645
28.93,0.439869,-0.902104,0.434517,-0.902432
28.94,0.437803,-0.903771,0.432508,-0.904116
28.95,0.435833,-0.9053,0.430602,-0.905656
28.96,0.433941,-0.906689,0.428784,-0.907046
28.97,0.432127,-0.907955,0.427056,-0.908301
28.98,0.43051,-0.909132,0.425526,-0.909428
28.99,0.429161,-0.910363,0.424275,-0.910554
29,0.427995,-0.911785,0.42321,-0.911858
29.01,0.426989,-0.913279,0.422317,-0.913274
29.02,0.426036,-0.914901,0.421416,-0.914961
29.03,0.425006,-0.916755,0.420231,-0.917206
29.04,0.423839,-0.918878,0.418883,-0.919673
29.05,0.422519,-0.921245,0.417635,-0.922002
29.06,0.421071,-0.923786,0.416256,-0.924503
29.07,0.419562,-0.92642,0.414804,-0.927095
29.08,0.418069,-0.92907,0.413351,-0.929699
29.09,0.416626,-0.931689,0.411927,-0.932269
29.1,0.41523,-0.934285,0.410523,-0.934813
29.11,0.41386,-0.936867,0.409118,-0.937355
29.12,0.41252,-0.939403,0.407725,-0.939859
29.13,0.411239,-0.941856,0.406379,-0.942284
29.14,0.410056,-0.944206,0.405132,-0.944602
29.15,0.408996,-0.946455,0.404002,-0.946806
29.16,0.408052,-0.94861,0.402996,-0.9489
29.17,0.407199,-0.950685,0.402088,-0.950893
29.18,0.406409,-0.952604,0.401267,-0.952713
29.19,0.405566,-0.954213,0.400454,-0.954209
29.2,0.404517,-0.955592,0.399462,-0.955465
29.21,0.403371,-0.956782,0.398362,-0.956515
29.22,0.402129,-0.957903,0.397103,-0.957513
29.23,0.400687,-0.959091,0.395455,-0.958719
29.24,0.398994,-0.960408,0.393551,-0.960105
29.25,0.397063,-0.961871,0.391665,-0.961525
29.26,0.394957,-0.96346,0.389607,-0.96307
29.27,0.392748,-0.965112,0.38745,-0.964682
29.28,0.390505,-0.966749,0.385266,-0.966286
29.29,0.388281,-0.968337,0.383105,-0.967853
29.3,0.386082,-0.969875,0.380979,-0.969387
29.31,0.383904,-0.97138,0.378869,-0.970897
29.32,0.381786,-0.97285,0.376812,-0.97238
29.33,0.379752,-0.974258,0.374834,-0.973799
29.34,0.377827,-0.975567,0.372971,-0.975121
29.35,0.37602,-0.976747,0.371226,-0.976305
29.36,0.374312,-0.977791,0.369584,-0.977342
29.37,0.372706,-0.97871,0.368051,-0.978247
29.38,0.371313,-0.979564,0.366737,-0.979056
29.39,0.370153,-0.980523,0.365664,-0.979925
29.4,0.369135,-0.981699,0.364744,-0.980998
29.41,0.368252,-0.98297,0.363958,-0.982221
29.42,0.367404,-0.98438,0.363111,-0.983764
29.43,0.366458,-0.986008,0.361873,-0.985903
29.44,0.365348,-0.987882,0.360458,-0.988206
29.45,0.364067,-0.989975,0.359222,-0.990269
29.46,0.362642,-0.992224,0.357843,-0.992481
29.47,0.361145,-0.994559,0.356386,-0.994776
29.48,0.359657,-0.996915,0.35492,-0.997094
29.49,0.35822,-0.999251,0.353485,-0.999389
29.5,0.356829,-1.00157,0.352074,-1.00167
29.51,0.355463,-1.00388,0.350665,-1.00394
29.52,0.354134,-1.00614,0.349272,-1.00617
29.53,0.352875,-1.00831,0.347936,-1.00832
29.54,0.351727,-1.01038,0.346708,-1.01036
29.55,0.35071,-1.01236,0.345619,-1.01228
29.56,0.349818,-1.01424,0.344663,-1.0141
29.57,0.349023,-1.01604,0.343821,-1.01582
29.58,0.348301,-1.01769,0.343074,-1.01739
29.59,0.347555,-1.01904,0.342356,-1.01864
29.6,0.346622,-1.02013,0.341479,-1.01963
29.61,0.345601,-1.02102,0.340497,-1.02041
29.62,0.344487,-1.02183,0.339352,-1.02113
29.63,0.343177,-1.02269,0.337803,-1.02202
29.64,0.341619,-1.02363,0.336,-1.02302
29.65,0.339818,-1.02469,0.334234,-1.02402
29.66,0.33783,-1.02584,0.332286,-1.02513
29.67,0.335725,-1.02705,0.330226,-1.0263
29.68,0.333579,-1.02824,0.32813,-1.02746
29.69,0.331448,-1.02939,0.326054,-1.02859
29.7,0.329342,-1.03051,0.324011,-1.02969
29.71,0.327269,-1.03159,0.321997,-1.03077
29.72,0.325263,-1.03265,0.320041,-1.03183
29.73,0.323356,-1.03366,0.318174,-1.03284
29.74,0.321569,-1.03458,0.316433,-1.03376
29.75,0.319912,-1.03538,0.314828,-1.03457
29.76,0.318375,-1.03607,0.313353,-1.03525
29.77,0.316973,-1.03664,0.312018,-1.03581
29.78,0.315794,-1.03719,0.31092,-1.03632
29.79,0.314815,-1.03789,0.310027,-1.03695
29.8,0.313934,-1.03884,0.30924,-1.03783
29.81,0.313164,-1.0399,0.308547,-1.0389
29.82,0.312404,-1.04111,0.307712,-1.04035
29.83,0.311516,-1.04253,0.306369,-1.0424
29.84,0.310438,-1.04415,0.304862,-1.04453
29.85,0.309163,-1.04596,0.303625,-1.04631
29.86,0.307727,-1.0479,0.302228,-1.04823
29.87,0.306204,-1.04992,0.300734,-1.05022
29.88,0.304682,-1.05196,0.299223,-1.05223
29.89,0.303209,-1.05399,0.297741,-1.05423
29.9,0.30178,-1.05601,0.296283,-1.05623
29.91,0.300378,-1.05802,0.294827,-1.05821
29.92,0.299023,-1.05998,0.2934,-1.06015
29.93,0.297755,-1.06186,0.292048,-1.062
29.94,0.296616,-1.06364,0.290819,-1.06376
29.95,0.295625,-1.06533,0.289738,-1.06541
29.96,0.294771,-1.06693,0.288808,-1.06695
29.97,0.294024,-1.06846,0.287999,-1.06841
29.98,0.293365,-1.06986,0.287309,-1.06972
29.99,0.292722,-1.07095,0.286687,-1.07073
30,0.291923,-1.07176,0.285946,-1.07145
30.01,0.29105,-1.07235,0.28512,-1.07195
30.02,0.290094,-1.07287,0.284131,-1.07238
30.03,0.288949,-1.07339,0.282708,-1.0729
30.04,0.287564,-1.07397,0.281024,-1.07351
30.05,0.285937,-1.07461,0.279398,-1.07412
30.06,0.284111,-1.07531,0.277581,-1.07479
30.07,0.282157,-1.07605,0.275645,-1.07551
30.08,0.280154,-1.07678,0.273666,-1.07622
30.09,0.278162,-1.07747,0.271708,-1.07691
30.1,0.276194,-1.07812,0.269779,-1.07756
30.11,0.274262,-1.07876,0.267887,-1.07821
30.12,0.272401,-1.07939,0.266066,-1.07884
30.13,0.270648,-1.07998,0.26435,-1.07943
30.14,0.269021,-1.08051,0.262765,-1.07995
30.15,0.267528,-1.08094,0.261319,-1.08039
30.16,0.266165,-1.08128,0.260003,-1.08073
30.17,0.264957,-1.08153,0.258857,-1.08097
30.18,0.26397,-1.08182,0.257947,-1.08122
30.19,0.263133,-1.08231,0.257214,-1.08163
30.2,0.262334,-1.08307,0.256525,-1.08233
30.21,0.261613,-1.08397,0.255879,-1.08325
30.22,0.260872,-1.08503,0.254986,-1.08458
30.23,0.259974,-1.08626,0.253417,-1.0865
30.24,0.25886,-1.08766,0.251684,-1.08842
30.25,0.257523,-1.0892,0.250345,-1.08996
30.26,0.256011,-1.09084,0.248832,-1.09159
30.27,0.254401,-1.09253,0.247214,-1.09326
30.28,0.252787,-1.09425,0.245577,-1.09496
30.29,0.251221,-1.09596,0.243971,-1.09665
30.3,0.249698,-1.09767,0.242387,-1.09833
30.31,0.248206,-1.09937,0.24081,-1.1
30.32,0.246769,-1.10102,0.239275,-1.10162
30.33,0.24543,-1.10262,0.237831,-1.10319
30.34,0.24423,-1.10414,0.236536,-1.10467
30.35,0.243186,-1.1056,0.235405,-1.10607
30.36,0.242285,-1.107,0.234437,-1.1074
30.37,0.241493,-1.10835,0.233601,-1.10866
30.38,0.240807,-1.10958,0.232902,-1.1098
30.39,0.240175,-1.1105,0.232317,-1.11065
30.4,0.239416,-1.11112,0.231651,-1.1112
30.41,0.238566,-1.11152,0.23088,-1.11151
30.42,0.237649,-1.11182,0.229946,-1.11171
30.43,0.236546,-1.1121,0.228536,-1.11193
30.44,0.235203,-1.11239,0.226824,-1.11221
30.45,0.233615,-1.1127,0.225207,-1.1125
30.46,0.23182,-1.11304,0.223393,-1.11283
30.47,0.229892,-1.1134,0.22145,-1.11318
30.48,0.227915,-1.11374,0.219464,-1.11352
30.49,0.225952,-1.11405,0.2175,-1.11384
30.5,0.224012,-1.11433,0.215569,-1.11415
30.51,0.222102,-1.11461,0.213675,-1.11445
30.52,0.220253,-1.11489,0.211842,-1.11475
30.53,0.218504,-1.11514,0.210109,-1.11503
30.54,0.21688,-1.11535,0.208509,-1.11525
30.55,0.21539,-1.11548,0.207055,-1.1154
30.56,0.214035,-1.11554,0.205752,-1.11548
30.57,0.212853,-1.11555,0.20464,-1.11548
30.58,0.211885,-1.11564,0.20377,-1.11553
30.59,0.211018,-1.11597,0.203038,-1.11578
30.6,0.210131,-1.11657,0.202295,-1.11633
30.61,0.209285,-1.11734,0.201544,-1.11712
30.62,0.208384,-1.11825,0.200463,-1.11828
30.63,0.207295,-1.11932,0.198584,-1.11991
30.64,0.205963,-1.12052,0.196519,-1.12152
30.65,0.204388,-1.12182,0.194918,-1.12283
30.66,0.202624,-1.12318,0.193127,-1.1242
30.67,0.200753,-1.12458,0.191229,-1.12561
30.68,0.198876,-1.126,0.189312,-1.12702
30.69,0.197046,-1.12743,0.187429,-1.12843
30.7,0.195259,-1.12886,0.185574,-1.12983
30.71,0.193504,-1.13029,0.18373,-1.13122
30.72,0.191808,-1.13169,0.181938,-1.13258
30.73,0.190219,-1.13304,0.180252,-1.13388
30.74,0.188777,-1.13435,0.178719,-1.13512
30.75,0.187499,-1.13562,0.17737,-1.13632
30.76,0.18637,-1.13686,0.176193,-1.13746
30.77,0.185358,-1.13807,0.175168,-1.13856
30.78,0.184473,-1.13918,0.174301,-1.13956
30.79,0.183695,-1.13998,0.173604,-1.14029
30.8,0.182847,-1.14047,0.172886,-1.1407
30.81,0.181945,-1.14072,0.172117,-1.14086
30.82,0.180996,-1.14086,0.171209,-1.14088
30.83,0.179866,-1.14095,0.169803,-1.14083
30.84,0.1785,-1.141,0.168151,-1.14081
30.85,0.176887,-1.14103,0.166502,-1.14082
30.86,0.175067,-1.14105,0.164656,-1.14084
30.87,0.173112,-1.14106,0.162683,-1.14085
30.88,0.171112,-1.14104,0.160674,-1.14084
30.89,0.16913,-1.141,0.158694,-1.14082
30.9,0.167175,-1.14095,0.15675,-1.14079
30.91,0.165252,-1.14088,0.154837,-1.14077
30.92,0.163387,-1.14083,0.152983,-1.14075
30.93,0.161624,-1.14077,0.151232,-1.14073
30.94,0.159993,-1.14069,0.14962,-1.14067
30.95,0.158505,-1.14056,0.14817,-1.14056
30.96,0.157163,-1.14038,0.146881,-1.14039
30.97,0.155999,-1.14018,0.145783,-1.14019
30.98,0.155031,-1.1401,0.144913,-1.14008
30.99,0.154121,-1.14026,0.14414,-1.14019
31,0.15314,-1.1407,0.143313,-1.14059
31.01,0.152171,-1.1413,0.142437,-1.14123
31.02,0.151121,-1.14204,0.141167,-1.14216
31.03,0.149859,-1.1429,0.139018,-1.14341
31.04,0.148334,-1.14384,0.136674,-1.14461
31.05,0.146552,-1.14484,0.134849,-1.14562
31.06,0.144573,-1.14587,0.13283,-1.14665
31.07,0.142483,-1.14691,0.1307,-1.14769
31.08,0.140382,-1.14798,0.128549,-1.14874
31.09,0.138327,-1.14906,0.126433,-1.14979
31.1,0.136314,-1.15015,0.124344,-1.15084
31.11,0.134332,-1.15124,0.122275,-1.15187
31.12,0.132414,-1.15231,0.120262,-1.15288
31.13,0.130608,-1.15336,0.11837,-1.15386
31.14,0.128956,-1.15439,0.116641,-1.15481
31.15,0.127469,-1.15542,0.115107,-1.15573
31.16,0.126137,-1.15644,0.113754,-1.15664
31.17,0.124924,-1.15745,0.112558,-1.15754
31.18,0.123854,-1.15838,0.111538,-1.15837
31.19,0.122943,-1.15904,0.110741,-1.15896
31.2,0.122021,-1.15937,0.109973,-1.15925
31.21,0.121128,-1.15947,0.109227,-1.15928
31.22,0.1202,-1.15945,0.108355,-1.15915
31.23,0.119096,-1.15935,0.106987,-1.15884
31.24,0.117761,-1.15917,0.105291,-1.15849
31.25,0.116188,-1.15892,0.103672,-1.15821
31.26,0.114412,-1.15862,0.10186,-1.1579
31.27,0.112506,-1.15829,0.0999271,-1.15756
31.28,0.11056,-1.15793,0.0979608,-1.1572
31.29,0.108635,-1.15755,0.0960233,-1.15683
31.3,0.10674,-1.15715,0.094124,-1.15645
31.31,0.104874,-1.15675,0.0922554,-1.15608
31.32,0.103061,-1.15636,0.0904441,-1.15573
31.33,0.101346,-1.156,0.0887346,-1.15539
31.34,0.0997658,-1.15562,0.0871692,-1.15505
31.35,0.0983322,-1.15523,0.0857661,-1.15468
31.36,0.0970507,-1.15481,0.0845356,-1.15429
31.37,0.0959487,-1.1544,0.0835008,-1.1539
31.38,0.0950186,-1.15414,0.0826764,-1.15364
31.39,0.0940972,-1.15414,0.0819064,-1.15362
31.4,0.0930554,-1.1544,0.0810195,-1.15388
31.41,0.0919493,-1.15481,0.0800101,-1.15435
31.42,0.0907421,-1.15534,0.078602,-1.15504
31.43,0.0893102,-1.15595,0.0763238,-1.15591
31.44,0.0876076,-1.1566,0.0738413,-1.15669
31.45,0.0856423,-1.15727,0.0718368,-1.15734
31.46,0.0834776,-1.15793,0.069633,-1.15799
31.47,0.0812009,-1.15858,0.0673157,-1.15863
31.48,0.0789096,-1.15925,0.0649795,-1.15927
31.49,0.0766615,-1.15995,0.0626807,-1.15993
31.5,0.0744534,-1.16066,0.0604101,-1.16058
31.51,0.07228,-1.16138,0.0581606,-1.16123
31.52,0.0701761,-1.16208,0.0559782,-1.16186
31.53,0.0681899,-1.16278,0.0539229,-1.16248
31.54,0.0663587,-1.16349,0.0520355,-1.16309
31.55,0.0646936,-1.16422,0.0503386,-1.16373
31.56,0.0631819,-1.16497,0.0488308,-1.16438
31.57,0.0617918,-1.16572,0.0474847,-1.16502
31.58,0.0605525,-1.16643,0.0463253,-1.16564
31.59,0.0595203,-1.16691,0.0454289,-1.16607
31.6,0.0585425,-1.16705,0.0446214,-1.16619
31.61,0.0576386,-1.16699,0.0438998,-1.16608
31.62,0.0567262,-1.1668,0.0430875,-1.16578
31.63,0.0556585,-1.1665,0.0418283,-1.16524
31.64,0.05438,-1.16609,0.0402445,-1.1646
31.65,0.0528786,-1.16556,0.0387003,-1.16404
31.66,0.051185,-1.16495,0.0369721,-1.16341
31.67,0.0493684,-1.16428,0.035129,-1.16274
31.68,0.047518,-1.16358,0.0332563,-1.16203
31.69,0.0456938,-1.16285,0.0314146,-1.16132
31.7,0.0439015,-1.16212,0.0296089,-1.16062
31.71,0.0421378,-1.16139,0.0278319,-1.15993
31.72,0.0404233,-1.16069,0.0261051,-1.15926
31.73,0.0388038,-1.16002,0.0244803,-1.15863
31.74,0.0373172,-1.15937,0.0230013,-1.15801
31.75,0.035979,-1.15873,0.0216893,-1.1574
31.76,0.0347949,-1.15808,0.0205467,-1.1568
31.77,0.0337855,-1.15749,0.0196009,-1.15623
31.78,0.032918,-1.15707,0.0188426,-1.15583
31.79,0.0320126,-1.1569,0.0180955,-1.15568
31.8,0.0309422,-1.15697,0.0171873,-1.15577
31.81,0.0297803,-1.15717,0.0161199,-1.15605
31.82,0.0284964,-1.15748,0.0146112,-1.15647
31.83,0.0269774,-1.15783,0.012204,-1.1569
31.84,0.0251847,-1.15817,0.0097819,-1.15722
31.85,0.0231315,-1.15847,0.00769071,-1.15752
31.86,0.0208834,-1.15874,0.00540852,-1.15778
31.87,0.018526,-1.15897,0.00301768,-1.158
31.88,0.016151,-1.15922,0.000609061,-1.15822
31.89,0.0138146,-1.15951,-0.00176583,-1.15845
31.9,0.0115145,-1.15981,-0.00410741,-1.15869
31.91,0.0092483,-1.16013,-0.00642792,-1.15892
31.92,0.00705269,-1.16044,-0.00867443,-1.15915
31.93,0.00497446,-1.16078,-0.0107979,-1.15939
31.94,0.00304738,-1.16115,-0.0127514,-1.15965
31.95,0.00128012,-1.16157,-0.0145138,-1.15996
31.96,-0.000339834,-1.16203,-0.0160987,-1.16032
31.97,-0.00184214,-1.16253,-0.0175288,-1.16072
31.98,-0.00318701,-1.16301,-0.0187733,-1.16112
31.99,-0.0042862,-1.16329,-0.0197282,-1.16137
32,-0.00527403,-1.16326,-0.0205324,-1.16135
32.01,-0.00615132,-1.16303,-0.0212196,-1.16111
32.02,-0.00701609,-1.16268,-0.0219668,-1.16068
32.03,-0.00801389,-1.1622,-0.0230977,-1.15993
32.04,-0.00919744,-1.16156,-0.0245381,-1.15901
32.05,-0.01058,-1.16077,-0.0259519,-1.15819
32.06,-0.0121371,-1.15986,-0.0275339,-1.15725
32.07,-0.0138051,-1.15888,-0.0292227,-1.15625
32.08,-0.0154992,-1.15786,-0.0309343,-1.15522
32.09,-0.0171641,-1.15682,-0.0326145,-1.15418
32.1,-0.0187955,-1.15577,-0.0342616,-1.15316
32.11,-0.0203997,-1.15474,-0.0358821,-1.15216
32.12,-0.0219604,-1.15374,-0.0374606,-1.1512
32.13,-0.0234333,-1.15279,-0.038948,-1.15028
32.14,-0.0247785,-1.15189,-0.0402921,-1.1494
32.15,-0.025979,-1.15101,-0.0414756,-1.14857
32.16,-0.0270286,-1.15017,-0.0424896,-1.14777
32.17,-0.0279143,-1.1494,-0.0433185,-1.14706
32.18,-0.0286926,-1.14883,-0.0439932,-1.14654
32.19,-0.0295537,-1.14851,-0.0447114,-1.14626
32.2,-0.0306181,-1.14838,-0.0456294,-1.1462
32.21,-0.0317603,-1.1484,-0.0467083,-1.14631
32.22,-0.0330457,-1.1485,-0.0482807,-1.14649
32.23,-0.0345722,-1.14858,-0.0507647,-1.14649
32.24,-0.0363689,-1.1486,-0.0533888,-1.14635
32.25,-0.0384152,-1.14854,-0.0554817,-1.14627
32.26,-0.040645,-1.14841,-0.0577527,-1.14612
32.27,-0.0429773,-1.14823,-0.0601248,-1.14592
32.28,-0.0453295,-1.14806,-0.0625139,-1.14572
32.29,-0.0476495,-1.14793,-0.0648694,-1.14553
32.3,-0.04994,-1.14783,-0.0671953,-1.14536
32.31,-0.0522026,-1.14775,-0.0694949,-1.14519
32.32,-0.0543999,-1.14768,-0.0717291,-1.14503
32.33,-0.056487,-1.14765,-0.0738414,-1.1449
32.34,-0.0584339,-1.14768,-0.0757889,-1.14482
32.35,-0.0602343,-1.1478,-0.0775621,-1.14483
32.36,-0.0619003,-1.14799,-0.0791647,-1.14492
32.37,-0.0634584,-1.14823,-0.0806281,-1.14507
32.38,-0.0648551,-1.14847,-0.0818984,-1.14525
32.39,-0.0659758,-1.14857,-0.0828594,-1.14534
32.4,-0.0669344,-1.14837,-0.0836259,-1.14517
32.41,-0.0677821,-1.14797,-0.084275,-1.14478
32.42,-0.0685899,-1.14745,-0.0849372,-1.14419
32.43,-0.0694996,-1.14678,-0.0859159,-1.14323
32.44,-0.070562,-1.14592,-0.087175,-1.14206
32.45,-0.0717923,-1.14488,-0.0884333,-1.14097
32.46,-0.0731739,-1.14369,-0.0898374,-1.13976
32.47,-0.0746517,-1.14242,-0.0913339,-1.13846
32.48,-0.0761476,-1.14109,-0.0928474,-1.13712
32.49,-0.0776128,-1.13976,-0.0943297,-1.13579
32.5,-0.079044,-1.13843,-0.0957781,-1.13448
32.51,-0.0804496,-1.13711,-0.0972048,-1.1332
32.52,-0.0818179,-1.13585,-0.0985984,-1.13196
32.53,-0.0831073,-1.13465,-0.0999069,-1.13079
32.54,-0.0842781,-1.13351,-0.101083,-1.12968
32.55,-0.0853125,-1.13244,-0.102111,-1.12865
32.56,-0.0862038,-1.13142,-0.10298,-1.12769
32.57,-0.0869474,-1.13051,-0.103684,-1.12683
32.58,-0.0876191,-1.12981,-0.104266,-1.1262
32.59,-0.0884126,-1.12933,-0.104927,-1.1258
32.6,-0.0894377,-1.12902,-0.105821,-1.12557
32.61,-0.0905624,-1.12883,-0.106898,-1.1255
32.62,-0.0918392,-1.1287,-0.108464,-1.12539
32.63,-0.0933497,-1.12851,-0.11089,-1.12496
32.64,-0.0951156,-1.12822,-0.113425,-1.12436
32.65,-0.0971129,-1.1278,-0.11546,-1.1239
32.66,-0.0992778,-1.12727,-0.117661,-1.12335
32.67,-0.101536,-1.12668,-0.119955,-1.12272
32.68,-0.103817,-1.12609,-0.122268,-1.12209
32.69,-0.106072,-1.12555,-0.124548,-1.12149
32.7,-0.108305,-1.12505,-0.126801,-1.1209
32.71,-0.110514,-1.12457,-0.129032,-1.12032
32.72,-0.112663,-1.12411,-0.131203,-1.11975
32.73,-0.114711,-1.12371,-0.133262,-1.11923
32.74,-0.116633,-1.1234,-0.135174,-1.11881
32.75,-0.118426,-1.12319,-0.136929,-1.1185
32.76,-0.1201,-1.12308,-0.138534,-1.1183
32.77,-0.121677,-1.12305,-0.140011,-1.11818
32.78,-0.123095,-1.12304,-0.141307,-1.11813
32.79,-0.124214,-1.12294,-0.142276,-1.11805
32.8,-0.125121,-1.12258,-0.143012,-1.11776
32.81,-0.125858,-1.12206,-0.143568,-1.1173
32.82,-0.126545,-1.12144,-0.144106,-1.11663
32.83,-0.12731,-1.12064,-0.14491,-1.11552
32.84,-0.128194,-1.11962,-0.145922,-1.11422
32.85,-0.129212,-1.1184,-0.146973,-1.11294
32.86,-0.130352,-1.11701,-0.14814,-1.1115
32.87,-0.13157,-1.1155,-0.14938,-1.10997
32.88,-0.132796,-1.11395,-0.150629,-1.1084
32.89,-0.133991,-1.11239,-0.151847,-1.10683
32.9,-0.135152,-1.11084,-0.153035,-1.1053
