t,x_true,y_true,x_est,y_est
13.43,2.56495,0.135182,2.58537,0.149615
13.44,2.56595,0.136706,2.58639,0.151475
13.45,2.56705,0.13848,2.58745,0.15332
13.46,2.56826,0.140446,2.58861,0.155348
13.47,2.56952,0.142528,2.58982,0.157482
13.48,2.57077,0.144648,2.59103,0.159639
13.49,2.57198,0.146747,2.59222,0.161758
13.5,2.57317,0.148824,2.5934,0.16384
13.51,2.57433,0.150884,2.59458,0.16591
13.52,2.57547,0.152898,2.59576,0.167941
13.53,2.57657,0.154836,2.59689,0.169893
13.54,2.57757,0.156681,2.59793,0.171739
13.55,2.57844,0.15843,2.59885,0.173464
13.56,2.57918,0.160084,2.59962,0.175061
13.57,2.57979,0.161589,2.60024,0.176484
13.58,2.5804,0.162845,2.60082,0.177629
13.59,2.58119,0.163921,2.60155,0.178566
13.6,2.58226,0.164925,2.60255,0.179404
13.61,2.58347,0.165834,2.60378,0.180175
13.62,2.58486,0.166751,2.60542,0.181151
13.63,2.58647,0.167809,2.60769,0.182781
13.64,2.58831,0.169065,2.60992,0.184509
13.65,2.59032,0.170521,2.61193,0.186022
13.66,2.59246,0.172138,2.61406,0.187692
13.67,2.59467,0.173838,2.61625,0.189447
13.68,2.59689,0.175526,2.61844,0.191201
13.69,2.59909,0.177157,2.62062,0.192914
13.7,2.60128,0.178739,2.62278,0.194609
13.71,2.60346,0.180297,2.62493,0.196304
13.72,2.6056,0.181818,2.62703,0.197974
13.73,2.60767,0.183268,2.62906,0.199576
13.74,2.60965,0.184611,2.63099,0.201058
13.75,2.61156,0.185828,2.63283,0.202394
13.76,2.6134,0.186931,2.63457,0.20358
13.77,2.61518,0.187948,2.63622,0.204649
13.78,2.61683,0.188885,2.63775,0.205596
13.79,2.61816,0.189803,2.63896,0.206443
13.8,2.61918,0.190876,2.63986,0.207385
13.81,2.61998,0.19201,2.64052,0.208392
13.82,2.62067,0.193212,2.64107,0.209548
13.83,2.62136,0.194612,2.64168,0.211181
13.84,2.6221,0.196278,2.6424,0.213169
13.85,2.62291,0.198207,2.64317,0.21514
13.86,2.62378,0.200342,2.644,0.217304
13.87,2.62468,0.2026,2.64487,0.219581
13.88,2.62557,0.204893,2.64573,0.22188
13.89,2.62643,0.207162,2.64658,0.224139
13.9,2.62727,0.209402,2.64741,0.226364
13.91,2.62808,0.211623,2.64825,0.228579
13.92,2.62888,0.213796,2.64908,0.230757
13.93,2.62965,0.215886,2.64988,0.232859
13.94,2.63034,0.217869,2.6506,0.234846
13.95,2.63092,0.219736,2.6512,0.236693
13.96,2.63138,0.221487,2.65168,0.238404
13.97,2.63174,0.223071,2.65205,0.239921
13.98,2.63213,0.22441,2.65241,0.241159
13.99,2.63274,0.225599,2.65295,0.24221
14,2.63363,0.226763,2.65377,0.243217
14.01,2.63468,0.227857,2.65483,0.244188
14.02,2.63591,0.228987,2.65627,0.245438
14.03,2.63733,0.230292,2.65824,0.247441
14.04,2.63893,0.231828,2.66027,0.24966
14.05,2.64069,0.233591,2.66201,0.251461
14.06,2.64254,0.235533,2.66385,0.25344
14.07,2.64444,0.237567,2.66574,0.255514
14.08,2.64636,0.239593,2.66764,0.257592
14.09,2.64827,0.241558,2.66951,0.259629
14.1,2.65017,0.243474,2.67138,0.261648
14.11,2.65207,0.245364,2.67324,0.263668
14.12,2.65393,0.24721,2.67505,0.265661
14.13,2.65574,0.248976,2.67679,0.267574
14.14,2.65749,0.250622,2.67846,0.269356
14.15,2.65917,0.252133,2.68005,0.270977
14.16,2.66081,0.253519,2.68156,0.272434
14.17,2.6624,0.25481,2.68301,0.273761
14.18,2.66388,0.256003,2.68433,0.274943
14.19,2.66504,0.257122,2.68536,0.275979
14.2,2.66588,0.258347,2.68607,0.277067
14.21,2.66648,0.25964,2.68652,0.278224
14.22,2.66697,0.260977,2.68685,0.279491
14.23,2.66743,0.262504,2.68716,0.281207
14.24,2.66789,0.264294,2.68754,0.283225
14.25,2.66837,0.266354,2.68797,0.285313
14.26,2.66888,0.268628,2.68843,0.287606
14.27,2.66941,0.271029,2.68892,0.290018
14.28,2.66992,0.273463,2.6894,0.292452
14.29,2.67041,0.275866,2.68986,0.29485
14.3,2.67087,0.278237,2.69033,0.297208
14.31,2.67132,0.280581,2.69079,0.299554
14.32,2.67176,0.282872,2.69127,0.301869
14.33,2.67219,0.285073,2.69173,0.304093
14.34,2.67255,0.287154,2.69212,0.306185
14.35,2.67283,0.2891,2.69243,0.308116
14.36,2.67301,0.290913,2.69265,0.309889
14.37,2.67312,0.292545,2.69277,0.311458
14.38,2.6733,0.293939,2.69294,0.312747
14.39,2.67371,0.295218,2.69329,0.313879
14.4,2.6744,0.296514,2.69394,0.315016
14.41,2.67527,0.297813,2.69481,0.316194
14.42,2.6763,0.299164,2.696,0.317653
14.43,2.6775,0.30071,2.69759,0.319887
14.44,2.67884,0.302509,2.69914,0.322215
14.45,2.6803,0.304557,2.70058,0.324294
14.46,2.68182,0.306798,2.70207,0.326564
14.47,2.68337,0.309141,2.70359,0.328936
14.48,2.68495,0.311478,2.70511,0.331315
14.49,2.68652,0.313754,2.70663,0.333652
14.5,2.6881,0.31598,2.70814,0.335967
14.51,2.68967,0.318177,2.70963,0.33828
14.52,2.69121,0.320324,2.71109,0.340564
14.53,2.69271,0.32238,2.71249,0.342761
14.54,2.69416,0.324307,2.71385,0.344813
14.55,2.69558,0.326091,2.71515,0.346694
14.56,2.69696,0.327742,2.71641,0.348407
14.57,2.69832,0.329293,2.71763,0.349982
14.58,2.69957,0.330728,2.71875,0.351398
14.59,2.70053,0.332036,2.7196,0.352613
14.6,2.70115,0.333393,2.72012,0.353831
14.61,2.70154,0.334729,2.72039,0.355017
14.62,2.70181,0.336093,2.72053,0.356304
14.63,2.70201,0.337642,2.72057,0.358054
14.64,2.70218,0.339457,2.72061,0.360096
14.65,2.70232,0.341543,2.72068,0.362199
14.66,2.70246,0.343846,2.72076,0.364509
14.67,2.70259,0.346277,2.72083,0.366938
14.68,2.7027,0.348737,2.72089,0.369387
14.69,2.70278,0.351165,2.72095,0.371792
14.7,2.70285,0.353557,2.72101,0.374157
14.71,2.70291,0.355924,2.72108,0.376516
14.72,2.70297,0.358242,2.72116,0.378847
14.73,2.70303,0.360469,2.72123,0.381088
14.74,2.70304,0.362569,2.72127,0.38319
14.75,2.70299,0.364523,2.72124,0.385128
14.76,2.70286,0.36633,2.72115,0.386895
14.77,2.7027,0.367946,2.72102,0.388446
14.78,2.70264,0.369339,2.72097,0.389727
14.79,2.70283,0.370661,2.72115,0.390897
14.8,2.70331,0.37205,2.72163,0.392115
14.81,2.70396,0.373427,2.72234,0.393374
14.82,2.70476,0.374893,2.72333,0.39502
14.83,2.70569,0.376587,2.72461,0.397546
14.84,2.70672,0.37856,2.72583,0.40029
14.85,2.70782,0.380794,2.72688,0.402538
14.86,2.70895,0.383229,2.72796,0.404981
14.87,2.71011,0.385768,2.72906,0.407533
14.88,2.71128,0.388304,2.73017,0.410095
14.89,2.71246,0.390781,2.73127,0.412614
14.9,2.71365,0.393209,2.73238,0.415113
14.91,2.71485,0.395608,2.73348,0.417611
14.92,2.71602,0.397955,2.73455,0.420072
14.93,2.71717,0.400205,2.73559,0.422438
14.94,2.71829,0.402321,2.7366,0.424653
14.95,2.71941,0.404291,2.73759,0.426704
14.96,2.72051,0.406126,2.73857,0.428583
14.97,2.72161,0.407857,2.73953,0.430325
14.98,2.72262,0.409459,2.74042,0.431896
14.99,2.72336,0.41089,2.74108,0.433235
15,2.72376,0.412319,2.74142,0.434523
15.01,2.72393,0.413695,2.74151,0.435746
15.02,2.72398,0.415082,2.74144,0.437054
15.03,2.72393,0.416647,2.74121,0.438817
15.04,2.7238,0.418466,2.7409,0.440919
15.05,2.72361,0.420549,2.74063,0.443004
15.06,2.72338,0.422845,2.74033,0.445293
15.07,2.72312,0.425264,2.74001,0.447699
15.08,2.72283,0.427708,2.73967,0.450123
15.09,2.72252,0.430116,2.73933,0.452507
15.1,2.72221,0.432486,2.739,0.454857
15.11,2.72189,0.434829,2.73869,0.457195
15.12,2.72158,0.437124,2.73839,0.459507
15.13,2.72127,0.439329,2.73811,0.461736
15.14,2.72095,0.441401,2.73781,0.46382
15.15,2.72059,0.443319,2.73748,0.465736
15.16,2.72017,0.445081,2.73712,0.467473
15.17,2.71975,0.446648,2.73675,0.468991
15.18,2.71947,0.448014,2.73651,0.470261
15.19,2.71945,0.449348,2.73651,0.471448
15.2,2.71969,0.450794,2.7368,0.47274
15.21,2.7201,0.452301,2.73729,0.474144
15.22,2.72064,0.453913,2.738,0.475928
15.23,2.72127,0.455764,2.73885,0.478575
15.24,2.72197,0.457903,2.73959,0.481284
15.25,2.72269,0.460312,2.74026,0.483697
15.26,2.72341,0.462925,2.74093,0.486311
15.27,2.72413,0.465644,2.74159,0.489033
15.28,2.72488,0.468363,2.74226,0.491766
15.29,2.72564,0.471025,2.74293,0.494459
15.3,2.72642,0.473641,2.7436,0.49713
15.31,2.7272,0.476226,2.74427,0.499801
15.32,2.72797,0.478753,2.7449,0.502431
15.33,2.72872,0.481179,2.74553,0.504963
15.34,2.72948,0.483469,2.74615,0.507343
15.35,2.73024,0.485612,2.74677,0.509545
15.36,2.73102,0.48762,2.74741,0.511574
15.37,2.7318,0.489521,2.74806,0.513465
15.38,2.73253,0.491284,2.74867,0.515178
15.39,2.73302,0.492831,2.74909,0.51661
15.4,2.73317,0.494317,2.74921,0.517942
15.41,2.73311,0.495706,2.7491,0.519171
15.42,2.73293,0.497081,2.74882,0.520439
15.43,2.73263,0.498613,2.74831,0.522111
15.44,2.7322,0.500382,2.7477,0.524057
15.45,2.73167,0.502403,2.74709,0.526069
15.46,2.73107,0.504628,2.74641,0.528278
15.47,2.73041,0.50697,2.74569,0.530597
15.48,2.72973,0.509333,2.74496,0.532933
15.49,2.72903,0.511657,2.74423,0.535229
15.5,2.72833,0.513943,2.74353,0.537488
15.51,2.72763,0.516202,2.74283,0.539744
15.52,2.72695,0.518415,2.74216,0.541984
15.53,2.72629,0.520541,2.74151,0.544136
15.54,2.72563,0.522534,2.74088,0.546146
15.55,2.72496,0.524368,2.74024,0.547983
15.56,2.72426,0.526038,2.73959,0.549638
15.57,2.72359,0.527514,2.73897,0.551072
15.58,2.72309,0.528814,2.73852,0.552276
15.59,2.72285,0.530126,2.73833,0.553446
15.6,2.72285,0.531593,2.7384,0.554764
15.61,2.72303,0.533104,2.73868,0.556203
15.62,2.72332,0.534747,2.73911,0.558097
15.63,2.72366,0.536649,2.73953,0.560916
15.64,2.72401,0.538847,2.73982,0.563742
15.65,2.72433,0.541315,2.74009,0.566217
15.66,2.72463,0.543983,2.74032,0.568886
15.67,2.72491,0.546756,2.74053,0.571659
15.68,2.7252,0.549532,2.74076,0.574445
15.69,2.72553,0.552256,2.741,0.577193
15.7,2.72589,0.554937,2.74124,0.579914
15.71,2.72625,0.557592,2.74147,0.582632
15.72,2.72661,0.56019,2.7417,0.585307
15.73,2.72698,0.562688,2.74192,0.587883
15.74,2.72737,0.565053,2.74218,0.590306
15.75,2.72779,0.567276,2.74248,0.592563
15.76,2.72826,0.569369,2.74281,0.594648
15.77,2.72874,0.57136,2.74317,0.596594
15.78,2.72919,0.573202,2.74351,0.598359
15.79,2.72943,0.574794,2.74371,0.599825
15.8,2.72935,0.576276,2.74362,0.601144
15.81,2.72907,0.577633,2.74331,0.602322
15.82,2.72867,0.578962,2.74282,0.603533
15.83,2.72813,0.580429,2.74204,0.60512
15.84,2.72743,0.582111,2.74108,0.607018
15.85,2.72658,0.584023,2.74016,0.608917
15.86,2.72562,0.586123,2.73914,0.610999
15.87,2.7246,0.588331,2.73807,0.613181
15.88,2.72354,0.590553,2.73697,0.615377
15.89,2.72248,0.592736,2.7359,0.617536
15.9,2.72143,0.59488,2.73484,0.619662
15.91,2.72037,0.596997,2.7338,0.621782
15.92,2.71934,0.599072,2.73279,0.623881
15.93,2.71835,0.601063,2.73182,0.625905
15.94,2.71738,0.602924,2.73087,0.627786
15.95,2.71642,0.604624,2.72994,0.629487
15.96,2.71546,0.60616,2.72904,0.631004
15.97,2.71456,0.60751,2.72819,0.632313
15.98,2.71386,0.608714,2.72753,0.633424
15.99,2.71341,0.609971,2.72714,0.634535
16,2.71318,0.611418,2.72697,0.635832
16.01,2.7131,0.612935,2.727,0.637267
16.02,2.71312,0.6146,2.72709,0.639178
16.03,2.71314,0.616527,2.72703,0.642009
16.04,2.71313,0.618749,2.72683,0.645024
16.05,2.71305,0.621233,2.72671,0.647522
16.06,2.71291,0.623911,2.72652,0.65021
16.07,2.71273,0.626688,2.7263,0.652993
16.08,2.71257,0.629471,2.72608,0.655789
16.09,2.71245,0.632208,2.72589,0.658543
16.1,2.71237,0.634908,2.7257,0.661271
16.11,2.71229,0.637584,2.7255,0.663991
16.12,2.71223,0.640205,2.7253,0.666667
16.13,2.71218,0.642728,2.72511,0.669243
16.14,2.71218,0.645125,2.72497,0.671671
16.15,2.71224,0.647388,2.72488,0.673936
16.16,2.71236,0.649528,2.72486,0.676045
16.17,2.71251,0.651571,2.72487,0.678019
16.18,2.71266,0.653462,2.72492,0.679803
16.19,2.71264,0.655071,2.72485,0.681269
16.2,2.71232,0.65652,2.72453,0.682536
16.21,2.71179,0.657847,2.72399,0.683658
16.22,2.71116,0.65912,2.72327,0.684763
16.23,2.71036,0.6605,2.72223,0.686175
16.24,2.70937,0.662061,2.72103,0.687848
16.25,2.70821,0.663826,2.71981,0.689601
16.26,2.70691,0.665761,2.71847,0.691521
16.27,2.70552,0.667792,2.71706,0.693533
16.28,2.7041,0.669833,2.71562,0.695556
16.29,2.70269,0.671835,2.71421,0.697541
16.3,2.70128,0.673798,2.71282,0.699495
16.31,2.69989,0.675734,2.71144,0.701446
16.32,2.69853,0.677631,2.7101,0.703376
16.33,2.69722,0.67945,2.7088,0.705234
16.34,2.69596,0.681144,2.70755,0.706961
16.35,2.69473,0.68268,2.70636,0.708514
16.36,2.69354,0.684056,2.70521,0.709894
16.37,2.69242,0.685255,2.70415,0.711067
16.38,2.69153,0.686341,2.70332,0.712072
16.39,2.69088,0.687517,2.70274,0.713113
16.4,2.69042,0.688912,2.70236,0.714363
16.41,2.6901,0.690399,2.70214,0.715783
16.42,2.68985,0.692044,2.70193,0.717676
16.43,2.68957,0.693947,2.70141,0.720451
16.44,2.6892,0.696134,2.7008,0.723219
16.45,2.68872,0.69857,2.70028,0.725661
16.46,2.68815,0.701188,2.69967,0.728277
16.47,2.68753,0.7039,2.69901,0.730983
16.48,2.68693,0.706621,2.69834,0.733702
16.49,2.68637,0.709302,2.6977,0.736385
16.5,2.68585,0.711953,2.69708,0.739046
16.51,2.68535,0.714583,2.69644,0.7417
16.52,2.68487,0.71716,2.69581,0.744306
16.53,2.68442,0.719645,2.69519,0.746818
16.54,2.68403,0.722012,2.69465,0.749197
16.55,2.68373,0.724257,2.6942,0.751425
16.56,2.6835,0.72639,2.69384,0.753511
16.57,2.68333,0.728433,2.69354,0.755474
16.58,2.68317,0.730323,2.6933,0.757253
16.59,2.68289,0.731909,2.69302,0.758698
16.6,2.68235,0.733287,2.69251,0.759904
16.61,2.68165,0.734484,2.69184,0.760917
16.62,2.68085,0.735615,2.691,0.761898
16.63,2.67987,0.736833,2.68974,0.76315
16.64,2.67866,0.738203,2.68828,0.764616
16.65,2.67725,0.739743,2.68681,0.766137
16.66,2.67567,0.741429,2.68518,0.767798
16.67,2.674,0.743196,2.68347,0.769537
16.68,2.67228,0.744965,2.68173,0.771283
16.69,2.67058,0.746698,2.68002,0.772996
16.7,2.66889,0.748393,2.67835,0.774678
16.71,2.66722,0.750063,2.67668,0.776358
16.72,2.66558,0.751702,2.67505,0.778029
16.73,2.664,0.753275,2.67347,0.779632
16.74,2.66248,0.75473,2.67197,0.781109
16.75,2.66103,0.756037,2.67055,0.782419
16.76,2.65963,0.75719,2.6692,0.78356
16.77,2.65834,0.758181,2.66797,0.78452
16.78,2.65729,0.7591,2.667,0.78536
16.79,2.65646,0.760149,2.66628,0.786279
16.8,2.65578,0.761446,2.66571,0.787446
16.81,2.65522,0.762863,2.66528,0.788805
16.82,2.65471,0.764448,2.66476,0.790643
16.83,2.65412,0.766284,2.66381,0.79331
16.84,2.65339,0.768386,2.66266,0.79611
16.85,2.65253,0.770718,2.66175,0.798443
16.86,2.65154,0.773212,2.66072,0.800932
16.87,2.65048,0.77579,2.65962,0.803499
16.88,2.64945,0.778381,2.65852,0.806079
16.89,2.64846,0.780938,2.65746,0.80863
16.9,2.64752,0.783472,2.65641,0.81116
16.91,2.6466,0.785987,2.65535,0.813681
16.92,2.6457,0.788452,2.6543,0.816152
16.93,2.64485,0.790831,2.65329,0.818527
16.94,2.64408,0.793104,2.65237,0.820779
16.95,2.64342,0.795269,2.65157,0.822896
16.96,2.64285,0.797335,2.65087,0.824885
16.97,2.64234,0.799321,2.65026,0.826763
16.98,2.64187,0.801161,2.64974,0.828468
16.99,2.64134,0.802682,2.64921,0.829836
17,2.64058,0.803955,2.6485,0.830935
17.01,2.6397,0.805024,2.64767,0.831811
17.02,2.63872,0.806011,2.64666,0.832627
17.03,2.63756,0.807054,2.64522,0.833641
17.04,2.63615,0.80821,2.64348,0.834864
17.05,2.6345,0.809501,2.64179,0.836112
17.06,2.63268,0.810911,2.63993,0.837475
17.07,2.63074,0.812384,2.63796,0.838904
17.08,2.62877,0.813854,2.63597,0.840337
17.09,2.62681,0.815288,2.63401,0.841747
17.1,2.62488,0.816688,2.63209,0.843135
17.11,2.62295,0.818064,2.63018,0.844521
17.12,2.62107,0.819417,2.6283,0.845904
17.13,2.61926,0.820714,2.62648,0.847232
17.14,2.61754,0.821905,2.62476,0.848448
17.15,2.61589,0.82296,2.62314,0.849519
17.16,2.61433,0.823871,2.62163,0.850432
17.17,2.6129,0.824641,2.62026,0.851185
17.18,2.61171,0.825377,2.61917,0.851858
17.19,2.61073,0.826278,2.6183,0.85265
17.2,2.60984,0.827448,2.61754,0.853718
17.21,2.60903,0.828779,2.61685,0.855014
17.22,2.60823,0.830281,2.61604,0.856734
17.23,2.60732,0.832016,2.61469,0.85917
17.24,2.60625,0.833993,2.61324,0.86159
17.25,2.605,0.836173,2.61195,0.863752
17.26,2.60359,0.838495,2.61052,0.866054
17.27,2.60212,0.840889,2.60901,0.868425
17.28,2.60065,0.843298,2.6075,0.870807
17.29,2.59924,0.845682,2.60602,0.873165
17.3,2.59788,0.848048,2.60455,0.875502
17.31,2.59654,0.850395,2.60308,0.877826
17.32,2.59523,0.852692,2.60162,0.880102
17.33,2.59399,0.85491,2.60022,0.882292
17.34,2.59285,0.857034,2.59893,0.88437
17.35,2.59182,0.859066,2.59777,0.886332
17.36,2.59089,0.861013,2.59674,0.888182
17.37,2.59005,0.862888,2.5958,0.889934
17.38,2.58927,0.864631,2.59497,0.891545
17.39,2.58848,0.866048,2.5942,0.892812
17.4,2.58751,0.867182,2.59329,0.893776
17.41,2.58645,0.868094,2.59231,0.894504
17.42,2.58533,0.868906,2.59117,0.895137
17.43,2.58401,0.869742,2.58957,0.895898
17.44,2.58243,0.87065,2.58774,0.896797
17.45,2.5806,0.871654,2.58588,0.897746
17.46,2.57857,0.872745,2.58383,0.89878
17.47,2.57642,0.873881,2.58166,0.899862
17.48,2.57423,0.875008,2.57948,0.900941
17.49,2.57207,0.876102,2.57732,0.902
17.5,2.56992,0.877165,2.5752,0.903042
17.51,2.5678,0.878208,2.57309,0.904091
17.52,2.56573,0.879235,2.57101,0.905141
17.53,2.56373,0.880218,2.56901,0.90615
17.54,2.56183,0.88111,2.56711,0.907066
17.55,2.56003,0.881881,2.56534,0.907855
17.56,2.55834,0.882523,2.56369,0.908516
17.57,2.55681,0.883047,2.56221,0.909043
17.58,2.55552,0.88358,2.56101,0.909535
17.59,2.5544,0.884308,2.56001,0.910195
17.6,2.55334,0.885319,2.55908,0.911139
17.61,2.55236,0.886486,2.55821,0.912316
17.62,2.55137,0.887825,2.55711,0.913924
17.63,2.55022,0.889378,2.55533,0.916188
17.64,2.54886,0.891141,2.55349,0.918366
17.65,2.54729,0.893075,2.55189,0.920272
17.66,2.54556,0.895123,2.55014,0.922287
17.67,2.54373,0.897231,2.54829,0.92436
17.68,2.54192,0.899355,2.54644,0.926444
17.69,2.54017,0.901465,2.54463,0.928513
17.7,2.53847,0.903565,2.54284,0.93057
17.71,2.53679,0.905654,2.54104,0.932622
17.72,2.53515,0.907702,2.53926,0.934633
17.73,2.53358,0.909684,2.53755,0.936568
17.74,2.53213,0.911592,2.53596,0.938414
17.75,2.53081,0.913429,2.53451,0.940174
17.76,2.52961,0.915203,2.53321,0.941843
17.77,2.5285,0.916922,2.53202,0.943433
17.78,2.52747,0.918516,2.53096,0.944885
17.79,2.52648,0.919786,2.53002,0.94601
17.8,2.52535,0.920747,2.52897,0.946828
17.81,2.52417,0.921477,2.52788,0.9474
17.82,2.52293,0.9221,2.52664,0.947863
17.83,2.52149,0.922714,2.52492,0.948379
17.84,2.51978,0.923358,2.52287,0.948991
17.85,2.51781,0.924054,2.52087,0.949634
17.86,2.51563,0.924805,2.51867,0.950332
17.87,2.51332,0.925579,2.51635,0.951059
17.88,2.51098,0.926339,2.51401,0.951778
17.89,2.50867,0.92707,2.51171,0.952485
17.9,2.50638,0.927775,2.50944,0.953184
17.91,2.50412,0.928462,2.50718,0.953888
17.92,2.50191,0.929141,2.50496,0.954599
17.93,2.49978,0.929789,2.50282,0.955283
17.94,2.49776,0.930364,2.5008,0.955887
17.95,2.49587,0.930836,2.49892,0.956391
17.96,2.49409,0.931197,2.49719,0.956782
17.97,2.49249,0.931468,2.49565,0.957069
17.98,2.49114,0.931786,2.4944,0.95736
17.99,2.48991,0.932324,2.49331,0.95784
18,2.4887,0.933148,2.49225,0.958613
18.01,2.48755,0.934138,2.49122,0.959623
18.02,2.48635,0.935295,2.48989,0.961007
18.03,2.48497,0.936637,2.48779,0.962925
18.04,2.48334,0.938153,2.48547,0.964869
18.05,2.48149,0.939803,2.48357,0.966505
18.06,2.47944,0.941538,2.48149,0.968223
18.07,2.4773,0.943319,2.47932,0.969981
18.08,2.47517,0.945118,2.47714,0.971751
18.09,2.4731,0.946913,2.475,0.973506
18.1,2.47108,0.948705,2.47288,0.975248
18.11,2.46909,0.950492,2.47077,0.97698
18.12,2.46714,0.952246,2.46868,0.978674
18.13,2.46528,0.953948,2.46667,0.980301
18.14,2.46354,0.955594,2.46479,0.981861
18.15,2.46193,0.957192,2.46308,0.983351
18.16,2.46046,0.958747,2.46153,0.984778
18.17,2.45908,0.960262,2.46011,0.986141
18.18,2.45781,0.961667,2.45884,0.987388
18.19,2.45662,0.96276,2.45774,0.988333
18.2,2.45535,0.963525,2.4566,0.988951
18.21,2.45403,0.964057,2.45541,0.989308
18.22,2.45267,0.964468,2.45412,0.989532
18.23,2.45112,0.964839,2.45238,0.989728
18.24,2.4493,0.965195,2.45034,0.99
18.25,2.44722,0.96556,2.44822,0.990321
18.26,2.44492,0.965946,2.44589,0.990664
18.27,2.44249,0.966337,2.44344,0.991013
18.28,2.44004,0.966708,2.44097,0.99135
18.29,2.43761,0.967057,2.43855,0.991678
18.3,2.43522,0.967385,2.43617,0.992004
18.31,2.43285,0.9677,2.4338,0.992338
18.32,2.43054,0.968016,2.43147,0.992682
18.33,2.42832,0.968316,2.42922,0.993012
18.34,2.42622,0.968563,2.42712,0.993289
18.35,2.42426,0.968729,2.42517,0.993485
18.36,2.42244,0.968807,2.42339,0.993595
18.37,2.42081,0.968823,2.42182,0.993629
18.38,2.4194,0.968922,2.42053,0.993714
18.39,2.41811,0.969259,2.41938,0.99401
18.4,2.41677,0.96988,2.41822,0.994598
18.41,2.41547,0.970672,2.41705,0.995414
18.42,2.41411,0.971622,2.41554,0.996559
18.43,2.41253,0.972724,2.4132,0.998107
18.44,2.41069,0.973957,2.41077,0.999576
18.45,2.40859,0.975286,2.40864,1.00088
18.46,2.4063,0.97667,2.40631,1.00224
18.47,2.4039,0.978084,2.40388,1.00363
18.48,2.40151,0.979517,2.40145,1.00502
18.49,2.39918,0.980955,2.39905,1.0064
18.5,2.3969,0.9824,2.39668,1.00777
18.51,2.39464,0.983844,2.39432,1.00914
18.52,2.39244,0.985263,2.39198,1.01046
18.53,2.39033,0.986644,2.38974,1.01174
18.54,2.38834,0.987991,2.38764,1.01298
18.55,2.3865,0.989314,2.38572,1.01418
18.56,2.3848,0.990614,2.38396,1.01534
18.57,2.38319,0.991891,2.38234,1.01646
18.58,2.38171,0.993076,2.38089,1.0175
18.59,2.38037,0.993965,2.37965,1.01826
18.6,2.37899,0.994517,2.37843,1.01869
18.61,2.37765,0.994833,2.37724,1.01888
18.62,2.37627,0.995028,2.37595,1.01891
18.63,2.37471,0.995151,2.37419,1.01884
18.64,2.37289,0.995217,2.37213,1.01878
18.65,2.3708,0.995246,2.37001,1.01876
18.66,2.36849,0.995261,2.36768,1.01873
18.67,2.36606,0.995259,2.36524,1.01869
18.68,2.36359,0.995231,2.36278,1.01863
18.69,2.36117,0.995186,2.36036,1.01857
18.7,2.35877,0.995125,2.35798,1.01851
18.71,2.35641,0.995054,2.35562,1.01845
18.72,2.35409,0.99499,2.35328,1.01842
18.73,2.35186,0.994925,2.35103,1.01838
18.74,2.34977,0.994825,2.34893,1.0183
18.75,2.34782,0.994667,2.34699,1.01817
18.76,2.34602,0.994443,2.34524,1.01797
18.77,2.34441,0.994188,2.3437,1.01773
18.78,2.34302,0.994056,2.34242,1.01759
18.79,2.34169,0.994175,2.34125,1.01768
18.8,2.34028,0.99457,2.34001,1.01806
18.81,2.33887,0.995141,2.33872,1.01866
18.82,2.33736,0.995856,2.33703,1.01954
18.83,2.33562,0.996688,2.33445,1.02068
18.84,2.3336,0.997608,2.33163,1.02178
18.85,2.33131,0.99858,2.32931,1.02272
18.86,2.32882,0.999574,2.32678,1.02368
18.87,2.32622,1.00058,2.32415,1.02464
18.88,2.32363,1.00161,2.32151,1.02562
18.89,2.32109,1.00265,2.31892,1.0266
18.9,2.3186,1.00371,2.31636,1.02757
18.91,2.31614,1.00477,2.31379,1.02853
18.92,2.31373,1.00581,2.31127,1.02947
18.93,2.31142,1.00683,2.30884,1.03037
18.94,2.30925,1.00783,2.30658,1.03126
18.95,2.30722,1.00884,2.30448,1.03213
18.96,2.30532,1.00984,2.30256,1.03299
18.97,2.30353,1.01084,2.30078,1.03383
18.98,2.30187,1.01176,2.29917,1.03462
18.99,2.3004,1.01242,2.29782,1.03518
19,2.29895,1.01274,2.29653,1.03541
19.01,2.29757,1.01284,2.29533,1.0354
19.02,2.29619,1.01281,2.29405,1.03522
19.03,2.29463,1.01268,2.29232,1.03487
19.04,2.29282,1.01245,2.29023,1.03445
19.05,2.29075,1.01214,2.28814,1.03407
19.06,2.28847,1.01179,2.28585,1.03365
19.07,2.28607,1.01139,2.28344,1.0332
19.08,2.28365,1.01097,2.28102,1.03274
19.09,2.28126,1.01053,2.27864,1.03228
19.1,2.27891,1.01009,2.27631,1.03183
19.11,2.27659,1.00964,2.27399,1.03138
19.12,2.27432,1.0092,2.27169,1.03097
19.13,2.27213,1.00878,2.26948,1.03056
19.14,2.27008,1.00834,2.26741,1.03015
19.15,2.26818,1.00787,2.26552,1.02971
19.16,2.26645,1.00736,2.26381,1.02924
19.17,2.2649,1.00685,2.26233,1.02877
19.18,2.26355,1.0065,2.26109,1.02844
19.19,2.26222,1.0064,2.25992,1.02836
19.2,2.26077,1.00657,2.25863,1.02855
19.21,2.25924,1.00689,2.25722,1.02894
19.22,2.2576,1.00734,2.25542,1.02953
19.23,2.25572,1.00788,2.25275,1.03024
19.24,2.25354,1.00845,2.24999,1.03084
19.25,2.2511,1.00904,2.24752,1.03139
