t,sigma_0,sigma_1,sigma_2,sigma_8,sigma_3,sigma_4,sigma_5,sigma_6,sigma_7
283.001,0.209747,0.0369629,0.0254445,1.48746,0.00236869,0.00535371,0.0017231,0.0307713,0.0301729
283.051,0.209593,0.0371607,0.0254456,1.48694,0.00233704,0.00786865,0.00170384,0.027247,0.0265952
283.101,0.209549,0.0374458,0.0254498,1.48694,0.00235414,0.00812652,0.0017405,0.032795,0.0209633
283.151,0.209499,0.0377137,0.0254528,1.48669,0.00254241,0.0071471,0.00175,0.0363424,0.0339657
283.201,0.209387,0.0379208,0.0254538,1.48669,0.00239157,0.00550085,0.0017224,0.0305822,0.025018
283.251,0.209316,0.038087,0.0254549,1.48598,0.00332045,0.00664673,0.0017015,0.0325571,0.0206535
283.301,0.209406,0.0383259,0.0254591,1.48577,0.00367078,0.00682352,0.00173865,0.0389883,0.0213332
283.351,0.209452,0.0385451,0.0254621,1.48484,0.0033723,0.00576774,0.00174939,0.043756,0.0439394
283.401,0.209412,0.0387043,0.0254632,1.48497,0.00239082,0.00534906,0.00172402,0.0309616,0.0302142
283.451,0.209224,0.038904,0.0254642,1.48407,0.00234096,0.00782284,0.00170231,0.0274096,0.026569
283.501,0.209206,0.0391969,0.0254684,1.48402,0.00235352,0.00808787,0.00173903,0.033225,0.0211387
283.551,0.209181,0.039473,0.0254714,1.48376,0.00240772,0.00716533,0.00174867,0.0367814,0.0338895
283.601,0.209086,0.0396865,0.0254724,1.48375,0.00245405,0.00540581,0.00172125,0.031167,0.0248222
283.651,0.209021,0.0398456,0.0254733,1.48297,0.00360172,0.00627816,0.00169812,0.0330553,0.0206544
283.701,0.20914,0.0400764,0.0254775,1.48281,0.00398842,0.00641612,0.00173506,0.0396419,0.0211728
283.751,0.20922,0.0402899,0.0254805,1.48196,0.00359098,0.00543199,0.00174583,0.0445496,0.0444196
283.801,0.209205,0.0404467,0.0254816,1.48219,0.00243546,0.00523773,0.001721,0.0313834,0.0306057
283.851,0.209084,0.0406567,0.0254827,1.48161,0.00248458,0.00772616,0.00170203,0.0274477,0.0268987
283.901,0.20911,0.0409545,0.0254869,1.48167,0.0025074,0.00795155,0.00173875,0.0329898,0.0210904
283.951,0.209111,0.0412341,0.0254899,1.4814,0.00236418,0.00709607,0.00174841,0.0363784,0.0332331
284.001,0.209043,0.0414527,0.0254909,1.48139,0.00255571,0.00525768,0.00172103,0.0311071,0.0244762
284.051,0.209031,0.0416119,0.0254919,1.48089,0.00390523,0.00591546,0.00170012,0.0329343,0.0205561
284.101,0.209186,0.0418337,0.025496,1.48084,0.00432748,0.00601238,0.00173697,0.039285,0.0211099
284.151,0.209296,0.0420386,0.025499,1.48004,0.00382702,0.00510724,0.00174743,0.0442835,0.0447342
284.201,0.209295,0.0421894,0.0255001,1.48026,0.00252993,0.00511984,0.00172203,0.0311233,0.0308929
284.251,0.209221,0.0424041,0.0255012,1.47982,0.00278,0.00757429,0.00170272,0.0270621,0.027186
284.301,0.209292,0.0427037,0.0255054,1.47998,0.00283433,0.00778691,0.00173974,0.0321238,0.0210249
284.351,0.209317,0.0429829,0.0255084,1.47967,0.00245641,0.00697475,0.00174937,0.0353113,0.0323147
284.401,0.209267,0.0432016,0.0255093,1.47957,0.0027346,0.00509541,0.00172147,0.0304575,0.0238746
284.451,0.20928,0.0433532,0.0255102,1.47911,0.0042541,0.0054787,0.00169781,0.0325203,0.0202149
284.501,0.209458,0.0435594,0.0255144,1.47905,0.00470205,0.00554222,0.00173476,0.0392031,0.0212565
284.551,0.209581,0.0437488,0.0255173,1.47819,0.00409297,0.004718,0.00174543,0.0445147,0.0450957
284.601,0.209589,0.0438889,0.0255184,1.47839,0.00267664,0.00496516,0.00172034,0.0313531,0.0312047
284.651,0.209491,0.0440939,0.0255193,1.47765,0.00315973,0.00726784,0.00169891,0.0268924,0.0272584
284.701,0.209591,0.0443852,0.0255235,1.47777,0.00323811,0.00748477,0.00173576,0.0323384,0.0211107
284.751,0.209656,0.0446609,0.0255265,1.47755,0.0026405,0.00680965,0.00174531,0.0357904,0.032371
284.801,0.209643,0.0448794,0.0255274,1.47758,0.00290583,0.00489872,0.00171765,0.0308415,0.0238437
284.851,0.209675,0.0450216,0.0255284,1.47716,0.00456972,0.00505618,0.00169656,0.0327413,0.0201692
284.901,0.209873,0.0452101,0.0255325,1.47712,0.00504423,0.00507377,0.00173357,0.0389469,0.0212608
284.951,0.210019,0.0453832,0.0255355,1.47631,0.00431803,0.0043411,0.00174434,0.0441376,0.0449303
285.001,0.21005,0.0455125,0.0255365,1.47657,0.00284184,0.00476531,0.00171942,0.0310351,0.0311797
285.051,0.21,0.0457129,0.0255376,1.47602,0.00358349,0.00692798,0.00170026,0.0265794,0.0272306
285.101,0.210135,0.0459933,0.0255418,1.47618,0.00368803,0.00711167,0.00173703,0.0319937,0.0212402
285.151,0.210223,0.0462586,0.0255447,1.47592,0.00289493,0.00656069,0.00174648,0.0352358,0.0323044
285.201,0.210227,0.0464699,0.0255457,1.47591,0.00307774,0.00463706,0.00171866,0.0302444,0.0236877
285.251,0.210291,0.0466018,0.0255466,1.4756,0.00486511,0.00457475,0.00169753,0.0324146,0.0200158
285.301,0.210512,0.0467686,0.0255508,1.4756,0.00536362,0.00455004,0.00173486,0.0382249,0.0214059
285.351,0.210674,0.0469214,0.0255537,1.47479,0.00452095,0.00394926,0.00174579,0.0432621,0.0448896
285.401,0.210712,0.0470374,0.0255548,1.47501,0.00304222,0.00457473,0.00172068,0.0302753,0.0313326
285.451,0.210672,0.0472273,0.0255557,1.47435,0.00406063,0.00656555,0.00169902,0.0259228,0.0273705
285.501,0.210837,0.0474933,0.0255599,1.4745,0.0041989,0.00673266,0.00173585,0.0313955,0.0211885
285.551,0.210956,0.0477458,0.0255628,1.47427,0.00325084,0.00628783,0.0017454,0.0347379,0.0319986
285.601,0.210987,0.0479465,0.0255637,1.47429,0.00328901,0.00437919,0.00171774,0.03002,0.0232337
285.651,0.211037,0.0480578,0.0255646,1.47384,0.00505056,0.00410275,0.00169433,0.0321816,0.0197181
285.701,0.211262,0.0481991,0.0255687,1.47378,0.00555386,0.004021,0.00173144,0.0381944,0.0215843
285.751,0.211448,0.0483297,0.0255716,1.47304,0.00465312,0.00354616,0.00174225,0.043588,0.0457552
285.801,0.211526,0.0484327,0.0255726,1.47352,0.00322312,0.00433547,0.00171731,0.0304496,0.0318116
285.851,0.211532,0.048612,0.0255737,1.47306,0.00453934,0.00610745,0.00169814,0.0259438,0.0278562
285.901,0.211723,0.048858,0.0255778,1.4732,0.00471128,0.00626881,0.00173501,0.031426,0.021
285.951,0.211875,0.0490947,0.0255807,1.47303,0.00363874,0.00596252,0.00174443,0.0344694,0.031325
286.001,0.211931,0.0492839,0.0255816,1.47308,0.00348171,0.00410422,0.00171654,0.0298242,0.0228635
286.051,0.211991,0.0493784,0.0255826,1.47265,0.00522515,0.00362033,0.00169524,0.0318745,0.0195107
286.101,0.212226,0.0494932,0.0255867,1.47259,0.00573602,0.00351401,0.00173232,0.0378527,0.0217653
286.151,0.21242,0.0495988,0.0255896,1.47186,0.00473668,0.00317167,0.00174287,0.0432444,0.0458188
286.201,0.212512,0.0496868,0.0255906,1.47242,0.00338907,0.00408006,0.00171749,0.0301843,0.0317336
286.251,0.212558,0.0498538,0.0255916,1.47209,0.00499019,0.00560976,0.00169813,0.0257911,0.027848
286.301,0.212779,0.0500774,0.0255958,1.47226,0.00519944,0.00573985,0.00173536,0.030796,0.0209975
286.351,0.212955,0.0502932,0.0255987,1.47208,0.00402726,0.0055612,0.00174497,0.0337557,0.0309589
286.401,0.213027,0.0504661,0.0255996,1.4721,0.0036535,0.00379281,0.001717,0.0292435,0.0226635
286.451,0.213083,0.050539,0.0256004,1.4716,0.00530419,0.00314033,0.00169325,0.0315367,0.0194206
286.501,0.213322,0.0506231,0.0256045,1.47154,0.00584114,0.00299546,0.00173042,0.0376452,0.0217535
286.551,0.213516,0.0506995,0.0256074,1.47076,0.00477948,0.00279862,0.00174115,0.0433486,0.0456758
286.601,0.213597,0.0507681,0.0256084,1.47125,0.00356373,0.00376132,0.00171603,0.0303547,0.0313632
286.651,0.213581,0.0509051,0.0256093,1.47041,0.00531984,0.00501874,0.0016945,0.025573,0.0272422
286.701,0.21381,0.0510986,0.0256134,1.47048,0.00553901,0.0051096,0.00173152,0.0311024,0.02156
286.751,0.214012,0.0512923,0.0256163,1.47036,0.00430779,0.00511541,0.00174105,0.0341819,0.0316964
286.801,0.214109,0.0514519,0.0256172,1.47049,0.00375354,0.00348284,0.00171332,0.0295558,0.0229648
286.851,0.214176,0.0515093,0.0256181,1.47007,0.00533797,0.00275667,0.00169216,0.0315496,0.0195635
286.901,0.214414,0.0515639,0.0256222,1.47001,0.00583313,0.00261389,0.00172937,0.0373907,0.0215211
286.951,0.214607,0.0516133,0.0256251,1.46926,0.00474134,0.00254695,0.00174003,0.0429835,0.0449243
287.001,0.214697,0.0516657,0.025626,1.46979,0.0036744,0.00348879,0.00171471,0.0300105,0.0308433
287.051,0.214727,0.0517889,0.0256271,1.4692,0.00558069,0.00445642,0.00169525,0.0255405,0.0269854
287.101,0.214976,0.0519539,0.0256312,1.46929,0.00583373,0.00453208,0.00173225,0.0312083,0.0216586
287.151,0.215193,0.0521223,0.025634,1.46917,0.00456594,0.00468718,0.00174172,0.03408,0.0318047
287.201,0.215306,0.0522635,0.0256349,1.46933,0.00381013,0.00320231,0.00171389,0.0295199,0.0229766
287.251,0.215385,0.0523023,0.0256358,1.46898,0.00531169,0.00247151,0.00169271,0.0314105,0.0194952
287.301,0.215625,0.052329,0.0256399,1.46896,0.00577882,0.00238877,0.00173024,0.0369108,0.0216635
287.351,0.215825,0.052354,0.0256428,1.46829,0.00464471,0.00241345,0.00174108,0.042361,0.0446895
287.401,0.215927,0.0523934,0.0256438,1.46892,0.00374915,0.00325905,0.00171561,0.0296797,0.0307303
287.451,0.215984,0.0524989,0.0256447,1.46844,0.00576846,0.00391802,0.00169368,0.0252866,0.026805
287.501,0.21625,0.0526356,0.0256488,1.46857,0.00603806,0.00397315,0.00173075,0.0310945,0.0217993
287.551,0.216477,0.0527774,0.0256516,1.46843,0.00476285,0.0042495,0.00174015,0.0341368,0.0320804
287.601,0.216597,0.0528986,0.0256525,1.46859,0.00382282,0.00294488,0.00171218,0.0295049,0.0228555
287.651,0.216661,0.0529181,0.0256533,1.4682,0.00510749,0.00232037,0.00168855,0.0313092,0.0194591
287.701,0.216892,0.0529181,0.0256573,1.46819,0.00555584,0.00232395,0.00172592,0.0369064,0.021644
287.751,0.217087,0.0529189,0.0256602,1.46757,0.00445148,0.00234976,0.00173672,0.0424562,0.04464
287.801,0.217194,0.0529448,0.0256611,1.46828,0.00376482,0.00302007,0.00171154,0.0298482,0.030427
287.851,0.217291,0.0530357,0.0256621,1.46804,0.00585774,0.00340222,0.00169218,0.0253803,0.0265019
287.901,0.217569,0.0531432,0.0256662,1.46822,0.00614866,0.00344137,0.00172932,0.0309928,0.0218284
287.951,0.217795,0.0532565,0.0256691,1.46805,0.00486882,0.00383783,0.00173885,0.033592,0.0319228
288.001,0.217916,0.0533569,0.0256699,1.46817,0.00375806,0.00275285,0.00171109,0.0290404,0.0228638
288.051,0.217992,0.0533637,0.0256708,1.46791,0.00487319,0.00230671,0.00168982,0.0307651,0.0194008
288.101,0.218218,0.0533415,0.0256749,1.46795,0.00528073,0.00241686,0.00172713,0.0364141,0.0217444
288.151,0.218415,0.0533227,0.0256777,1.46745,0.00420639,0.00237824,0.00173783,0.041829,0.0443946
288.201,0.218531,0.0533372,0.0256787,1.46826,0.00375221,0.00283511,0.00171251,0.0293165,0.0302846
288.251,0.218668,0.0534112,0.0256797,1.46824,0.0059428,0.00296453,0.00169306,0.0249832,0.0265004
288.301,0.218954,0.0534886,0.0256838,1.46845,0.00624817,0.00297515,0.00173051,0.0302874,0.0214909
288.351,0.219179,0.0535723,0.0256866,1.46824,0.00499378,0.00342089,0.00174015,0.0327594,0.0312208
288.401,0.219299,0.0536507,0.0256875,1.46832,0.00373232,0.00258856,0.00171219,0.0284261,0.0226226
288.451,0.219364,0.0536404,0.0256883,1.46803,0.0046624,0.00238643,0.00168841,0.0302355,0.0193611
288.501,0.219575,0.0535944,0.0256923,1.46807,0.00501222,0.0026127,0.00172577,0.0359936,0.0219456
288.551,0.219757,0.0535542,0.0256951,1.46755,0.00399554,0.00245592,0.00173642,0.0417661,0.0444274
288.601,0.219862,0.053557,0.0256961,1.46835,0.00374434,0.0026697,0.00171095,0.0292944,0.0303127
288.651,0.219976,0.0536094,0.0256969,1.4682,0.00586538,0.00262059,0.00168905,0.0249718,0.0264679
288.701,0.220259,0.0536588,0.025701,1.4684,0.00619185,0.00262548,0.00172633,0.0307521,0.0215829
288.751,0.220484,0.0537189,0.0257038,1.46821,0.00499662,0.00311032,0.00173592,0.0332156,0.0315141
288.801,0.220603,0.0537814,0.0257047,1.46831,0.00362412,0.00247789,0.00170825,0.0287254,0.0225306
288.851,0.220659,0.0537583,0.0257056,1.46804,0.00437213,0.00252266,0.00168709,0.0303278,0.0192418
288.901,0.220853,0.0536926,0.0257096,1.46809,0.00466338,0.00284557,0.0017245,0.0359553,0.0223344
288.951,0.221021,0.0536352,0.0257124,1.46762,0.00372786,0.00255652,0.00173509,0.0413285,0.0443179
289.001,0.221122,0.053628,0.0257133,1.46845,0.00367535,0.00253096,0.00170944,0.0293732,0.0302202
289.051,0.221247,0.0536625,0.0257143,1.4684,0.00574408,0.0023839,0.00168966,0.0252363,0.0263106
289.101,0.221523,0.0536821,0.0257183,1.46859,0.00609689,0.00238654,0.00172692,0.031179,0.0213811
289.151,0.221752,0.0537185,0.0257211,1.46846,0.00495413,0.00280424,0.00173646,0.0335455,0.031279
289.201,0.22188,0.0537661,0.025722,1.46865,0.00348755,0.00239551,0.00170872,0.0289995,0.0222825
289.251,0.221941,0.053732,0.0257229,1.46849,0.00406227,0.00273686,0.00168758,0.0305636,0.0191638
289.301,0.222116,0.0536456,0.0257269,1.46854,0.00430395,0.00315411,0.00172532,0.03599,0.022533
289.351,0.222256,0.0535687,0.0257298,1.46802,0.00347239,0.00270937,0.00173608,0.0411644,0.0441303
289.401,0.222334,0.0535495,0.0257307,1.46874,0.00359447,0.0024281,0.00171027,0.0293678,0.0300735
289.451,0.222404,0.0535574,0.0257315,1.46834,0.0055462,0.00229855,0.00168801,0.0251866,0.0262089
289.501,0.222663,0.0535485,0.0257356,1.4685,0.00589193,0.002317,0.00172534,0.031278,0.0212467
289.551,0.222891,0.0535618,0.0257384,1.46841,0.00483807,0.00255523,0.00173502,0.0335447,0.0312809
289.601,0.223026,0.0535971,0.0257392,1.46868,0.00331782,0.00235243,0.00170753,0.0288083,0.022244
289.651,0.22307,0.0535554,0.02574,1.46851,0.00367803,0.00290931,0.0016842,0.0301084,0.0190752
289.701,0.223217,0.0534545,0.025744,1.46854,0.0038436,0.0033826,0.00172173,0.0355486,0.0226182
289.751,0.223319,0.0533634,0.0257468,1.46793,0.00314095,0.00279824,0.00173219,0.0406996,0.0437926
289.801,0.223358,0.0533345,0.0257477,1.46847,0.0034193,0.00237421,0.00170622,0.0290752,0.0295896
289.851,0.223389,0.0533218,0.0257487,1.46786,0.00525922,0.00234281,0.00168626,0.025154,0.0257361
289.901,0.22363,0.05329,0.0257527,1.46799,0.00561498,0.00238655,0.00172367,0.0311773,0.0212832
289.951,0.22384,0.0532821,0.0257555,1.46787,0.00466808,0.00243426,0.00173351,0.0332025,0.0313534
290.001,0.223954,0.0533003,0.0257564,1.46803,0.00314929,0.00234335,0.00170627,0.0285687,0.022435
290.051,0.223985,0.0532515,0.0257573,1.46785,0.00335152,0.00301275,0.0016853,0.0296719,0.0193005
290.101,0.224111,0.0531429,0.0257612,1.46791,0.00345117,0.00351417,0.00172277,0.0350486,0.0223886
290.151,0.224195,0.0530448,0.025764,1.46736,0.00290087,0.00283824,0.00173315,0.0398398,0.0427176
290.201,0.224222,0.0530078,0.0257649,1.46786,0.00331146,0.00235377,0.00170705,0.0284679,0.028634
290.251,0.224275,0.0529811,0.0257659,1.46742,0.00505864,0.00248042,0.00168702,0.0247856,0.0252375
290.301,0.224512,0.052928,0.0257699,1.46761,0.00542962,0.00256102,0.00172474,0.0302123,0.0212362
290.351,0.224711,0.0528983,0.0257727,1.46748,0.00458047,0.00236371,0.0017347,0.0320509,0.0311507
290.401,0.224818,0.0529018,0.0257736,1.46764,0.00305257,0.00234889,0.00170728,0.0276912,0.0224754
290.451,0.224834,0.0528467,0.0257744,1.46746,0.00310632,0.00311956,0.00168378,0.0290135,0.0191852
290.501,0.224943,0.0527301,0.0257783,1.46754,0.00317069,0.00366624,0.00172133,0.0343905,0.0225676
290.551,0.225024,0.0526278,0.0257812,1.46711,0.00274406,0.00289246,0.00173184,0.0392746,0.0425224
290.601,0.225069,0.0525925,0.0257821,1.4678,0.00322508,0.00234506,0.00170594,0.0281353,0.0284583
290.651,0.225117,0.0525559,0.0257829,1.46742,0.0047657,0.00264789,0.00168368,0.0245487,0.0247836
290.701,0.225334,0.0524842,0.0257869,1.46757,0.00514616,0.00277364,0.00172121,0.0302345,0.0214964
290.751,0.225528,0.0524405,0.0257897,1.46749,0.00442675,0.0023478,0.00173106,0.0322636,0.031892
290.801,0.225642,0.052439,0.0257906,1.46778,0.00291924,0.00235427,0.00170384,0.0277062,0.0227678
290.851,0.225654,0.0523828,0.0257915,1.46768,0.00285749,0.00323322,0.0016829,0.0285837,0.0193208
290.901,0.225739,0.0522591,0.0257954,1.46776,0.00286944,0.00377779,0.00172047,0.0336866,0.0223286
290.951,0.225796,0.0521515,0.0257982,1.46735,0.00258688,0.00294539,0.00173066,0.0381738,0.0411458
291.001,0.225826,0.0521125,0.0257991,1.46797,0.00310843,0.0023547,0.00170417,0.0274614,0.0274863
291.051,0.225882,0.0520695,0.0258,1.46771,0.00449064,0.00284895,0.00168385,0.0242854,0.0238818
291.101,0.22608,0.0519807,0.025804,1.46784,0.00485242,0.00301657,0.00172137,0.0299674,0.0218313
291.151,0.226262,0.0519216,0.0258068,1.46777,0.00426199,0.00239143,0.00173099,0.0318581,0.0324792
291.201,0.22637,0.0519109,0.0258076,1.4681,0.00281725,0.00237473,0.00170342,0.0272645,0.023206
291.251,0.226373,0.0518499,0.0258086,1.46802,0.00266786,0.00335506,0.00168243,0.0281025,0.01954
291.301,0.226437,0.05172,0.0258125,1.4681,0.0026597,0.00386688,0.00172035,0.0329927,0.0222286
291.351,0.226483,0.0516108,0.0258153,1.46777,0.00250054,0.00295244,0.00173098,0.0372773,0.0400705
291.401,0.226517,0.0515728,0.0258162,1.46845,0.00305721,0.00236996,0.00170481,0.0272443,0.0267437
291.451,0.226593,0.0515276,0.0258171,1.46839,0.00426483,0.00300658,0.00168234,0.0243784,0.0234036
291.501,0.226778,0.0514272,0.025821,1.46852,0.00462285,0.00320281,0.00171992,0.0301745,0.0220316
291.551,0.22693,0.0513546,0.0258238,1.46834,0.00414477,0.00243925,0.00172968,0.0321318,0.0328389
291.601,0.226991,0.0513306,0.0258247,1.46844,0.00274177,0.00238246,0.00170232,0.027461,0.0233177
291.651,0.226921,0.0512611,0.0258255,1.468,0.00251633,0.00332489,0.00167911,0.0281289,0.019603
291.701,0.226959,0.0511317,0.0258294,1.46803,0.00248162,0.00384581,0.00171683,0.0332873,0.0223543
291.751,0.226993,0.0510249,0.0258322,1.46777,0.00240565,0.00291732,0.00172736,0.0373281,0.0396239
291.801,0.22702,0.0509868,0.0258331,1.46848,0.00294261,0.00237979,0.00170137,0.0272957,0.0264749
291.851,0.227101,0.0509365,0.0258341,1.46855,0.00396528,0.00316369,0.00168138,0.0246613,0.0231868
291.901,0.227266,0.050825,0.025838,1.46868,0.0042909,0.00340821,0.001719,0.0301042,0.0218417
291.951,0.227397,0.0507404,0.0258408,1.46848,0.00392655,0.00251429,0.00172885,0.0318559,0.0326456
292.001,0.227442,0.0507086,0.0258416,1.46855,0.00262744,0.00239425,0.00170163,0.0272127,0.0232729
292.051,0.227372,0.0506412,0.0258426,1.4682,0.0023879,0.00334761,0.00168074,0.0277401,0.0195731
292.101,0.227394,0.0505121,0.0258465,1.46824,0.00236004,0.00384727,0.00171838,0.0329202,0.0226274
292.151,0.227408,0.0504062,0.0258492,1.468,0.00235345,0.00289236,0.00172856,0.0367187,0.0388499
292.201,0.227424,0.0503696,0.0258501,1.46869,0.00279732,0.0023923,0.001702,0.0271624,0.0258933
292.251,0.2275,0.0503144,0.0258511,1.46881,0.0036685,0.00329431,0.00168176,0.0248603,0.0227509
292.301,0.227647,0.050195,0.0258551,1.46896,0.00393905,0.00355964,0.00171969,0.0298493,0.0217539
292.351,0.227761,0.0501028,0.0258579,1.46878,0.00364902,0.00258512,0.00172991,0.031544,0.0321623
292.401,0.227803,0.0500665,0.0258588,1.46891,0.00252221,0.00239324,0.00170292,0.0271454,0.0231782
292.451,0.227729,0.0500006,0.0258596,1.4686,0.00230088,0.00330511,0.00167979,0.0277558,0.019524
292.501,0.227734,0.0498754,0.0258635,1.46867,0.00230008,0.00377509,0.00171746,0.0331102,0.0229787
292.551,0.227734,0.0497729,0.0258662,1.46847,0.0023342,0.00284355,0.00172752,0.0364151,0.0387262
292.601,0.22774,0.0497345,0.0258671,1.46915,0.00266809,0.00240121,0.00170073,0.0271771,0.0257791
292.651,0.227782,0.0496718,0.025868,1.46912,0.00335706,0.00335271,0.00167803,0.0248736,0.0226256
292.701,0.22791,0.0495483,0.0258719,1.46927,0.00362458,0.00365562,0.00171579,0.030091,0.0216725
292.751,0.228014,0.0494524,0.0258747,1.46912,0.00344767,0.00262919,0.00172593,0.0319934,0.0324449
292.801,0.228057,0.0494153,0.0258756,1.46934,0.00243334,0.00239108,0.00169921,0.0270884,0.0231901
292.851,0.227993,0.0493536,0.0258765,1.46919,0.00227397,0.0033128,0.00167868,0.0274322,0.019588
292.901,0.22798,0.0492297,0.0258804,1.46926,0.00231688,0.00374092,0.00171639,0.0325146,0.023347
292.951,0.22796,0.0491296,0.0258832,1.46906,0.00235397,0.00280911,0.00172655,0.0357191,0.0385744
293.001,0.227955,0.049093,0.0258841,1.46972,0.00255526,0.00241185,0.00169989,0.0269513,0.0255984
293.051,0.227991,0.0490295,0.025885,1.46974,0.00307199,0.00343406,0.0016795,0.0249472,0.0224262
293.101,0.228099,0.0489019,0.0258889,1.46989,0.00330267,0.00376269,0.00171719,0.0301851,0.0216111
293.151,0.228196,0.0488026,0.0258917,1.46982,0.00321286,0.00270331,0.00172722,0.0319785,0.0325453
293.201,0.228249,0.0487649,0.0258926,1.47017,0.00237277,0.00240033,0.00170032,0.0268239,0.0232449
293.251,0.228196,0.0487042,0.0258936,1.47017,0.00231301,0.00335553,0.0016798,0.027052,0.0196825
293.301,0.228162,0.0485796,0.0258975,1.47024,0.00240951,0.00374603,0.0017178,0.0318235,0.0233946
293.351,0.228114,0.0484782,0.0259002,1.46999,0.00240739,0.00280359,0.00172825,0.0345143,0.0376604
293.401,0.22808,0.0484375,0.0259012,1.47046,0.00247284,0.0024326,0.00170168,0.0262941,0.0250081
293.451,0.228078,0.0483676,0.0259021,1.47029,0.00284885,0.00350368,0.00167893,0.0247111,0.0218558
293.501,0.228166,0.048236,0.0259059,1.47042,0.00304862,0.00385427,0.00171664,0.0298673,0.0219377
293.551,0.228251,0.0481335,0.0259087,1.47034,0.00304338,0.00276356,0.00172673,0.0318419,0.0333742
293.601,0.228297,0.0480932,0.0259096,1.47073,0.00234,0.00241537,0.00169992,0.0265287,0.0239582
293.651,0.228225,0.0480333,0.0259105,1.47068,0.00237609,0.00332762,0.00167711,0.0263149,0.0201083
