t,err_imu_only,err_contact
18.19,0.489582,0.00816971
18.2,0.490814,0.00784143
18.21,0.491748,0.00742626
18.22,0.492685,0.00743153
18.23,0.493638,0.00765443
18.24,0.494368,0.0082866
18.25,0.495044,0.00833702
18.26,0.495645,0.00860926
18.27,0.495794,0.00862634
18.28,0.496252,0.00834931
18.29,0.496597,0.00803743
18.3,0.497164,0.00778954
18.31,0.497551,0.00755603
18.32,0.498296,0.0073838
18.33,0.498943,0.00703788
18.34,0.500266,0.00716819
18.35,0.501064,0.00682729
18.36,0.502397,0.00684819
18.37,0.503519,0.00678919
18.38,0.505074,0.00665609
18.39,0.506441,0.00650714
18.4,0.507743,0.00625739
18.41,0.50925,0.00612553
18.42,0.510213,0.00565784
18.43,0.511256,0.00609168
18.44,0.511962,0.00704483
18.45,0.512863,0.00732127
18.46,0.513544,0.00731818
18.47,0.513735,0.00724974
18.48,0.514462,0.0076199
18.49,0.514808,0.00757767
18.5,0.515202,0.00775904
18.51,0.515752,0.0079761
18.52,0.516774,0.00838337
18.53,0.517575,0.00848989
18.54,0.518735,0.00863026
18.55,0.519891,0.00881375
18.56,0.521337,0.00925095
18.57,0.522445,0.00945569
18.58,0.523608,0.00945554
18.59,0.525128,0.00926984
18.6,0.526344,0.0089611
18.61,0.527639,0.00858511
18.62,0.528525,0.00827111
18.63,0.529371,0.00813855
18.64,0.530051,0.00843579
18.65,0.530456,0.00842528
18.66,0.531084,0.00837764
18.67,0.531471,0.00823009
18.68,0.53216,0.00807769
18.69,0.532808,0.00796969
18.7,0.533172,0.00765372
18.71,0.533818,0.00754243
18.72,0.53487,0.00711875
18.73,0.535763,0.00699491
18.74,0.536676,0.00717755
18.75,0.537707,0.00732824
18.76,0.538609,0.00734459
18.77,0.54026,0.00755634
18.78,0.541671,0.00790109
18.79,0.54313,0.00804781
18.8,0.544494,0.00822453
18.81,0.545502,0.00777873
18.82,0.546438,0.00713031
18.83,0.547211,0.00720111
18.84,0.54802,0.0082029
18.85,0.548688,0.00808542
18.86,0.549304,0.00803984
18.87,0.549951,0.00800858
18.88,0.55014,0.0078763
18.89,0.550673,0.00811926
18.9,0.551263,0.00825727
18.91,0.552063,0.008466
18.92,0.552639,0.00845215
18.93,0.553501,0.00855817
18.94,0.554592,0.00871946
18.95,0.55562,0.00886768
18.96,0.556739,0.00919735
18.97,0.558058,0.00932142
18.98,0.55959,0.00959592
18.99,0.560849,0.00951614
19,0.561769,0.00957524
19.01,0.563115,0.00941849
19.02,0.564058,0.00927183
19.03,0.56488,0.00932341
19.04,0.565414,0.00960017
19.05,0.566168,0.0097875
19.06,0.566494,0.00961932
19.07,0.566904,0.00953639
19.08,0.567348,0.00927877
19.09,0.567671,0.00901615
19.1,0.567972,0.00847471
19.11,0.568485,0.00834832
19.12,0.569694,0.00825035
19.13,0.570461,0.00813974
19.14,0.571799,0.00791609
19.15,0.573239,0.00785997
19.16,0.57436,0.0079772
19.17,0.576069,0.00768502
19.18,0.577623,0.00702295
19.19,0.579291,0.007075
19.2,0.580373,0.00725001
19.21,0.581562,0.00719978
19.22,0.582481,0.00695366
19.23,0.58323,0.0072593
19.24,0.584045,0.00810644
19.25,0.584655,0.00825796
19.26,0.585033,0.00838604
19.27,0.585274,0.00826061
19.28,0.585847,0.0080647
19.29,0.586361,0.00824451
19.3,0.586739,0.00834203
19.31,0.587316,0.00850116
19.32,0.588209,0.00858253
19.33,0.58927,0.00939731
19.34,0.590719,0.0099489
19.35,0.592178,0.0101799
19.36,0.593487,0.0100251
19.37,0.594693,0.0101222
19.38,0.596497,0.0103909
19.39,0.597801,0.0105653
19.4,0.598804,0.010399
19.41,0.599852,0.0100032
19.42,0.600774,0.00986553
19.43,0.601653,0.00987942
19.44,0.601842,0.0100706
19.45,0.602352,0.0103115
19.46,0.60298,0.010277
19.47,0.603864,0.0102047
19.48,0.604157,0.00999557
19.49,0.604659,0.00982323
19.5,0.605148,0.0095156
19.51,0.60599,0.00915136
19.52,0.606762,0.00882195
19.53,0.607671,0.00890651
19.54,0.608923,0.00890627
19.55,0.610194,0.00872539
19.56,0.611347,0.00871381
19.57,0.612909,0.00860924
19.58,0.614511,0.00862972
19.59,0.615789,0.00868975
19.6,0.616954,0.00849484
19.61,0.618476,0.00813773
19.62,0.619532,0.00779799
19.63,0.620681,0.00799603
19.64,0.621407,0.00860986
19.65,0.622072,0.00858411
19.66,0.622357,0.00835702
19.67,0.622836,0.00842926
19.68,0.622943,0.00822316
19.69,0.622942,0.00812345
19.7,0.623652,0.00825858
19.71,0.624065,0.00865828
19.72,0.624997,0.0084783
19.73,0.626329,0.00882785
19.74,0.627381,0.00901672
19.75,0.628564,0.00904506
19.76,0.629975,0.00945433
19.77,0.631035,0.00973704
19.78,0.632291,0.00989514
19.79,0.633452,0.00984336
19.8,0.634528,0.00978172
19.81,0.635882,0.00919593
19.82,0.636907,0.00905656
19.83,0.637467,0.00903673
19.84,0.638025,0.00941349
19.85,0.638581,0.0094523
19.86,0.639069,0.00942444
19.87,0.63969,0.00915484
19.88,0.640301,0.00846549
19.89,0.640777,0.00853609
19.9,0.641452,0.00830479
19.91,0.642229,0.00782091
19.92,0.642942,0.00761897
19.93,0.644001,0.00731577
19.94,0.645492,0.00703975
19.95,0.646844,0.00688003
19.96,0.648134,0.00693017
19.97,0.649541,0.00701052
19.98,0.651086,0.00709521
19.99,0.652479,0.00678716
20,0.654058,0.00660337
20.01,0.655338,0.00642767
20.02,0.656297,0.00601528
20.03,0.657077,0.00670919
20.04,0.657796,0.00756894
20.05,0.658117,0.00747657
20.06,0.65863,0.00741874
20.07,0.658986,0.0075139
20.08,0.659305,0.00723906
20.09,0.659898,0.00738227
20.1,0.660607,0.00734798
20.11,0.661237,0.00780339
20.12,0.662369,0.00799249
20.13,0.66373,0.00848595
20.14,0.664814,0.00888542
20.15,0.665914,0.00924121
20.16,0.667457,0.00953322
20.17,0.668692,0.00963119
20.18,0.670033,0.00918248
20.19,0.671508,0.00920213
20.2,0.672947,0.00880659
20.21,0.674276,0.00842503
20.22,0.67533,0.00816156
20.23,0.676023,0.00834666
20.24,0.676715,0.00861312
20.25,0.677116,0.00838916
20.26,0.677716,0.00823176
20.27,0.678064,0.00818609
20.28,0.67869,0.00812946
20.29,0.679334,0.00804241
20.3,0.679838,0.00775545
20.31,0.680308,0.00745138
20.32,0.681056,0.00703056
20.33,0.68198,0.00690679
20.34,0.683159,0.00697576
20.35,0.684566,0.00675186
20.36,0.686085,0.00696479
20.37,0.687467,0.00708145
20.38,0.689292,0.00704502
20.39,0.690727,0.0069301
20.4,0.692007,0.00657983
20.41,0.693272,0.00619756
20.42,0.694449,0.00592496
20.43,0.695089,0.00624261
20.44,0.695638,0.00695792
20.45,0.696081,0.00708496
20.46,0.696457,0.00723394
20.47,0.697171,0.00711549
20.48,0.697275,0.00674171
20.49,0.697546,0.00678852
20.5,0.698,0.00665996
20.51,0.69876,0.00701772
20.52,0.699754,0.00719742
20.53,0.700485,0.00700475
20.54,0.701568,0.00685725
20.55,0.702712,0.00731547
20.56,0.703972,0.00744746
20.57,0.705304,0.0078378
20.58,0.706631,0.00822341
20.59,0.708329,0.00819025
20.6,0.709549,0.00803119
20.61,0.710851,0.00771777
20.62,0.711752,0.00737149
20.63,0.712403,0.007291
20.64,0.71319,0.00739749
20.65,0.713711,0.00741644
20.66,0.713923,0.00754078
20.67,0.714553,0.00739281
20.68,0.715043,0.00735085
20.69,0.715511,0.0070304
20.7,0.716155,0.00696127
20.71,0.716923,0.00669811
20.72,0.717799,0.00673347
20.73,0.71877,0.00667687
20.74,0.719904,0.0069576
20.75,0.721177,0.00696794
20.76,0.722545,0.00729919
20.77,0.724063,0.00747221
20.78,0.725707,0.00767626
20.79,0.72665,0.00781881
20.8,0.727926,0.00745338
20.81,0.72909,0.00706644
20.82,0.729878,0.00627613
20.83,0.730513,0.00602695
20.84,0.73122,0.00671632
20.85,0.731547,0.00649299
20.86,0.731977,0.0061736
20.87,0.732348,0.00579273
20.88,0.733068,0.00580029
20.89,0.733701,0.0056543
20.9,0.734341,0.00565349
20.91,0.734833,0.00555752
20.92,0.735586,0.00554305
20.93,0.736439,0.00568447
20.94,0.737463,0.00593288
20.95,0.738806,0.00630367
20.96,0.740202,0.0068138
20.97,0.741268,0.00718772
20.98,0.742649,0.00737506
20.99,0.744213,0.00713356
21,0.745708,0.00701574
21.01,0.747144,0.00669912
21.02,0.748153,0.00590034
21.03,0.748656,0.00597699
21.04,0.749254,0.00633205
21.05,0.749738,0.00619497
21.06,0.750134,0.00609242
21.07,0.750478,0.00632371
21.08,0.750887,0.00608327
21.09,0.751146,0.00588897
21.1,0.751645,0.00566632
21.11,0.752067,0.00553741
21.12,0.752712,0.00566876
21.13,0.753646,0.00561158
21.14,0.754594,0.00564633
21.15,0.755934,0.00591636
21.16,0.757381,0.00654521
21.17,0.758808,0.00713276
21.18,0.760515,0.00740735
21.19,0.761844,0.00750977
21.2,0.762785,0.00732612
21.21,0.764149,0.00713275
21.22,0.764874,0.00649596
21.23,0.765335,0.00619745
21.24,0.765917,0.00657063
21.25,0.766196,0.00634922
21.26,0.766629,0.00640804
21.27,0.766717,0.00638026
21.28,0.7671,0.00614983
21.29,0.767572,0.00587487
21.3,0.768037,0.00556587
21.31,0.768633,0.00548477
21.32,0.769385,0.00574157
21.33,0.77054,0.00603808
21.34,0.771204,0.00659015
21.35,0.772029,0.00694109
21.36,0.772794,0.00751122
21.37,0.773813,0.00792491
21.38,0.775255,0.00800205
21.39,0.776472,0.00855623
21.4,0.777861,0.0084065
21.41,0.779053,0.00825669
21.42,0.780128,0.00801799
21.43,0.780907,0.00769218
21.44,0.781684,0.00782165
21.45,0.782041,0.00788822
21.46,0.782561,0.00775786
21.47,0.783092,0.00766827
21.48,0.783134,0.00782124
21.49,0.78383,0.00743552
21.5,0.784434,0.00703347
21.51,0.785255,0.00661401
21.52,0.786222,0.00627024
21.53,0.787261,0.00635783
21.54,0.788222,0.00630687
21.55,0.7893,0.00639416
21.56,0.790506,0.0065528
21.57,0.792412,0.0064436
21.58,0.794194,0.00657312
21.59,0.795526,0.0066338
21.6,0.796748,0.00649472
21.61,0.798038,0.00614976
21.62,0.798872,0.00578077
21.63,0.799384,0.00569158
21.64,0.799604,0.00602517
21.65,0.800129,0.00625984
21.66,0.800805,0.00639805
21.67,0.801503,0.0061915
21.68,0.801762,0.00596623
21.69,0.802232,0.00586557
21.7,0.802605,0.00600257
21.71,0.802997,0.00593979
21.72,0.803549,0.00614607
21.73,0.804109,0.00677554
21.74,0.805058,0.00674271
21.75,0.80613,0.00698819
21.76,0.807097,0.00713079
21.77,0.808215,0.00759681
21.78,0.809817,0.00764018
21.79,0.810942,0.00759707
21.8,0.812444,0.0071604
21.81,0.813696,0.00683265
21.82,0.814687,0.00665148
21.83,0.815115,0.00657204
21.84,0.815961,0.00636699
21.85,0.816495,0.00632686
21.86,0.816944,0.00659476
21.87,0.817005,0.00660525
21.88,0.81743,0.00646704
21.89,0.817861,0.00644353
21.9,0.818535,0.00599208
21.91,0.818697,0.00598775
21.92,0.819212,0.00590124
21.93,0.819943,0.00596051
21.94,0.820784,0.00616276
21.95,0.821915,0.00630532
21.96,0.82304,0.00646646
21.97,0.824548,0.00681033
21.98,0.82623,0.00698528
21.99,0.827317,0.00719247
22,0.828381,0.00698119
22.01,0.829712,0.00665299
22.02,0.830768,0.00612979
22.03,0.831683,0.00587665
22.04,0.83223,0.00584723
22.05,0.832666,0.0059558
22.06,0.833103,0.0059892
22.07,0.833433,0.00589647
22.08,0.833599,0.00593259
22.09,0.833886,0.0055463
22.1,0.834212,0.00572566
22.11,0.835144,0.00554383
22.12,0.835626,0.0057357
22.13,0.836423,0.00593042
22.14,0.837359,0.00619236
22.15,0.838502,0.00667626
22.16,0.839593,0.00687183
22.17,0.841244,0.00711719
22.18,0.842615,0.00723477
22.19,0.843978,0.00770969
22.2,0.845058,0.00719785
22.21,0.846502,0.0069278
22.22,0.847353,0.0067508
22.23,0.847975,0.00669384
22.24,0.84842,0.00666743
22.25,0.848784,0.00649956
22.26,0.849005,0.00647071
22.27,0.849396,0.00637515
22.28,0.849819,0.0063253
22.29,0.850446,0.00603279
22.3,0.851024,0.00568053
22.31,0.851771,0.00513491
22.32,0.852345,0.00519901
22.33,0.852994,0.00535623
22.34,0.854027,0.00551201
22.35,0.854918,0.0059515
22.36,0.856213,0.00639475
22.37,0.857287,0.00631193
22.38,0.858735,0.00697174
22.39,0.860248,0.0069964
22.4,0.861611,0.00678103
22.41,0.862684,0.00655619
22.42,0.863612,0.00625284
22.43,0.864382,0.00557675
22.44,0.864931,0.00539672
22.45,0.865537,0.00545701
22.46,0.865851,0.00548887
22.47,0.866083,0.00543022
22.48,0.866576,0.00537515
22.49,0.8672,0.00520619
22.5,0.86767,0.00512512
22.51,0.868254,0.0050234
22.52,0.868793,0.00535894
22.53,0.869478,0.00580053
22.54,0.870481,0.00584034
22.55,0.871338,0.00638073
22.56,0.87195,0.00702816
22.57,0.873101,0.00754398
22.58,0.874429,0.00780314
22.59,0.875499,0.00773212
22.6,0.876651,0.00754495
22.61,0.877989,0.00722047
22.62,0.87884,0.00673998
22.63,0.879386,0.00677197
22.64,0.879826,0.00667026
22.65,0.879929,0.00687723
22.66,0.880124,0.00698401
22.67,0.88017,0.00718317
22.68,0.880563,0.00708821
22.69,0.881141,0.00683717
22.7,0.88158,0.00650569
22.71,0.88228,0.00615372
22.72,0.882602,0.00625808
22.73,0.883391,0.00602002
22.74,0.884302,0.0061007
22.75,0.885352,0.00630923
22.76,0.885926,0.00683308
22.77,0.887156,0.00687411
22.78,0.888766,0.0067734
22.79,0.890075,0.00699292
22.8,0.891191,0.00713609
22.81,0.89223,0.00712869
22.82,0.893051,0.00685829
22.83,0.893691,0.00619967
22.84,0.894049,0.00575084
22.85,0.89426,0.00602511
22.86,0.895131,0.00564811
22.87,0.89573,0.00559175
22.88,0.896095,0.00564871
22.89,0.896723,0.00516911
22.9,0.897154,0.00508342
22.91,0.897793,0.00487814
22.92,0.898339,0.00499362
22.93,0.899176,0.00515742
22.94,0.900106,0.00532775
22.95,0.900984,0.00574501
22.96,0.902184,0.00583599
22.97,0.903438,0.00635203
22.98,0.904933,0.00672009
22.99,0.906453,0.00680727
23,0.908002,0.0067306
23.01,0.90937,0.00641486
23.02,0.910193,0.00594134
23.03,0.910602,0.00572162
23.04,0.911024,0.00569273
23.05,0.911646,0.00573528
23.06,0.911843,0.00584537
23.07,0.912109,0.00594489
23.08,0.91267,0.00581175
23.09,0.913319,0.00555502
23.1,0.913966,0.00528402
23.11,0.914383,0.00520994
23.12,0.915287,0.00501303
23.13,0.916313,0.00512959
23.14,0.917082,0.00531513
23.15,0.918312,0.005829
23.16,0.9195,0.00611238
23.17,0.920964,0.0065739
23.18,0.922535,0.00664169
23.19,0.923676,0.00706213
23.2,0.924772,0.00702548
23.21,0.925853,0.00665403
23.22,0.926864,0.00649072
23.23,0.927613,0.00589843
23.24,0.928118,0.00583722
23.25,0.928421,0.00560102
23.26,0.929036,0.00523309
23.27,0.929656,0.00486167
23.28,0.930245,0.00471007
23.29,0.930848,0.00448143
23.3,0.931444,0.00398415
23.31,0.931756,0.00409312
23.32,0.932161,0.00405172
23.33,0.93287,0.00394353
23.34,0.933662,0.00441208
23.35,0.934471,0.00493301
23.36,0.935595,0.00528659
23.37,0.936766,0.00603087
23.38,0.938066,0.00642409
23.39,0.939758,0.00688774
23.4,0.940596,0.00721892
23.41,0.941849,0.00713092
23.42,0.942751,0.0066631
23.43,0.943128,0.00623852
23.44,0.943352,0.00621159
23.45,0.9438,0.00653862
23.46,0.944323,0.00651781
23.47,0.944794,0.00628203
23.48,0.945412,0.00625409
23.49,0.945679,0.00646312
23.5,0.94606,0.00619529
23.51,0.946666,0.00588189
23.52,0.947194,0.00551738
23.53,0.948052,0.00537468
23.54,0.948812,0.00581472
23.55,0.950179,0.00615056
23.56,0.951506,0.00663642
23.57,0.953094,0.00700468
23.58,0.954728,0.00724058
23.59,0.956139,0.00769402
23.6,0.957469,0.00781877
23.61,0.958827,0.00771429
23.62,0.959712,0.00728805
23.63,0.960507,0.00621421
23.64,0.961146,0.00577284
23.65,0.961621,0.00591856
23.66,0.961737,0.00562587
23.67,0.962122,0.00577387
23.68,0.962831,0.00549942
23.69,0.963345,0.00561815
23.7,0.963862,0.00541474
23.71,0.964489,0.0053691
23.72,0.965145,0.00529875
23.73,0.96587,0.00549815
23.74,0.966603,0.00599043
23.75,0.967632,0.00663347
23.76,0.968692,0.0073472
23.77,0.96967,0.00796036
23.78,0.970975,0.00834392
23.79,0.97231,0.00874549
23.8,0.973622,0.00878941
23.81,0.974927,0.0083745
23.82,0.975738,0.00811864
23.83,0.976186,0.00734774
23.84,0.976906,0.00693457
23.85,0.977656,0.00720912
23.86,0.977957,0.00717771
23.87,0.978672,0.00715023
23.88,0.978878,0.00721416
23.89,0.979353,0.00708603
23.9,0.97999,0.00679671
23.91,0.980241,0.00680402
23.92,0.98074,0.00647752
23.93,0.981219,0.00665111
23.94,0.982019,0.00687591
23.95,0.98302,0.00727497
23.96,0.984271,0.00778798
23.97,0.985648,0.00830321
23.98,0.987065,0.0086252
23.99,0.988025,0.00889883
24,0.989013,0.0090625
24.01,0.990279,0.00854684
24.02,0.990945,0.00823222
24.03,0.991763,0.00746439
24.04,0.992305,0.00716974
24.05,0.992756,0.00709763
24.06,0.993103,0.00707277
24.07,0.993709,0.00677558
24.08,0.99429,0.00670811
24.09,0.994886,0.00636447
24.1,0.995474,0.00612532
24.11,0.996188,0.00561213
24.12,0.996908,0.00519935
24.13,0.997707,0.00533298
24.14,0.9988,0.00593777
24.15,0.999984,0.00690882
24.16,1.00134,0.00727116
24.17,1.0026,0.00777463
24.18,1.00422,0.0078861
24.19,1.00566,0.00795891
24.2,1.00663,0.00774782
24.21,1.00785,0.00763192
24.22,1.00848,0.00708249
24.23,1.00901,0.00636388
24.24,1.00938,0.00575885
24.25,1.00961,0.00574556
24.26,1.01003,0.00565608
24.27,1.01039,0.00578786
24.28,1.01075,0.00558656
24.29,1.01093,0.00561118
24.3,1.01167,0.00514107
24.31,1.01225,0.00513629
24.32,1.01289,0.0050083
24.33,1.01351,0.00516617
24.34,1.01428,0.0054735
24.35,1.01534,0.00564035
24.36,1.01651,0.00612167
24.37,1.01764,0.00654304
24.38,1.01945,0.00685889
24.39,1.02066,0.0071403
24.4,1.02178,0.00740673
24.41,1.02308,0.00732647
24.42,1.02401,0.00674645
24.43,1.0246,0.00565559
24.44,1.02515,0.00516683
24.45,1.02555,0.00488595
24.46,1.0262,0.00483629
24.47,1.02659,0.00489101
24.48,1.02704,0.00476592
24.49,1.02763,0.00461015
24.5,1.02808,0.00434629
24.51,1.02852,0.00406299
24.52,1.02926,0.00378942
24.53,1.03004,0.00364749
24.54,1.03114,0.00374077
24.55,1.03232,0.00423699
24.56,1.0335,0.00470141
24.57,1.03491,0.00532741
24.58,1.03651,0.00586772
24.59,1.03774,0.00637143
24.6,1.03921,0.00632067
24.61,1.0406,0.00616869
24.62,1.04139,0.00601225
24.63,1.04201,0.00511275
24.64,1.04254,0.00477635
24.65,1.04282,0.00463884
24.66,1.04328,0.0047405
24.67,1.04382,0.00459382
24.68,1.04408,0.00410832
24.69,1.04431,0.00407374
24.7,1.0452,0.0038643
24.71,1.04579,0.00367329
24.72,1.0466,0.00350678
24.73,1.04736,0.00342855
24.74,1.04885,0.00371468
24.75,1.04975,0.00401315
24.76,1.05085,0.00437494
24.77,1.05214,0.00520486
24.78,1.05364,0.00557667
24.79,1.05522,0.00605042
24.8,1.05645,0.00641021
24.81,1.05797,0.00660052
24.82,1.05883,0.00601568
24.83,1.05962,0.00547541
24.84,1.06014,0.00514382
24.85,1.0606,0.00498435
24.86,1.06081,0.00450095
24.87,1.0612,0.00444073
24.88,1.06174,0.00443971
24.89,1.06213,0.00427032
24.9,1.06236,0.0037909
24.91,1.06312,0.00341094
24.92,1.064,0.00317716
24.93,1.06466,0.00324568
24.94,1.06542,0.00317555
24.95,1.06649,0.00366628
24.96,1.06759,0.003901
24.97,1.06861,0.00467442
24.98,1.0699,0.00511705
24.99,1.07114,0.0054118
25,1.0725,0.00595766
25.01,1.07381,0.00598288
25.02,1.07463,0.00589279
25.03,1.07527,0.00530212
25.04,1.07579,0.00469501
25.05,1.07635,0.00457785
25.06,1.07676,0.00459776
25.07,1.07693,0.0044255
25.08,1.07704,0.00427806
25.09,1.07755,0.00377701
25.1,1.07805,0.00386172
25.11,1.07846,0.00355191
25.12,1.07916,0.00325084
25.13,1.07991,0.00313755
25.14,1.08064,0.00336266
25.15,1.0817,0.00383364
25.16,1.08292,0.00399415
25.17,1.08405,0.00449566
25.18,1.08516,0.00488639
25.19,1.08614,0.00540417
25.2,1.08713,0.00536909
25.21,1.08865,0.00516696
25.22,1.08945,0.00505494
25.23,1.08991,0.00433554
25.24,1.09043,0.0037338
25.25,1.09104,0.00377204
25.26,1.09139,0.00391596
25.27,1.09176,0.00404183
25.28,1.09208,0.00423746
25.29,1.09251,0.00411355
25.3,1.09297,0.00411199
25.31,1.09327,0.00390345
25.32,1.09369,0.00384498
25.33,1.09416,0.00410113
25.34,1.09485,0.00440629
25.35,1.09584,0.00450672
25.36,1.09688,0.00496653
25.37,1.09805,0.00538461
25.38,1.09926,0.00600696
25.39,1.10071,0.00636984
25.4,1.10217,0.00634205
25.41,1.10356,0.00617406
25.42,1.10441,0.00599736
25.43,1.10494,0.00557323
25.44,1.10547,0.00535898
25.45,1.10574,0.00570637
25.46,1.10628,0.00579337
25.47,1.10678,0.0057733
25.48,1.10716,0.00559118
25.49,1.10786,0.00521773
25.5,1.10825,0.00505234
25.51,1.10898,0.00462931
25.52,1.10939,0.00440473
25.53,1.11029,0.00412835
25.54,1.11139,0.00447358
25.55,1.11269,0.00478439
25.56,1.11387,0.00556142
25.57,1.11555,0.00577483
25.58,1.11693,0.00635391
25.59,1.11836,0.00646526
25.6,1.11958,0.0068461
25.61,1.12076,0.00671021
25.62,1.12169,0.00650817
25.63,1.12249,0.00582451
25.64,1.123,0.00544439
25.65,1.12342,0.00509047
25.66,1.12355,0.00520194
25.67,1.12382,0.00521649
25.68,1.12422,0.00498206
25.69,1.12456,0.00505347
25.7,1.12535,0.00465934
25.71,1.12595,0.00460094
25.72,1.12671,0.00446956
25.73,1.12732,0.00459054
25.74,1.12788,0.0049999
25.75,1.12896,0.00536002
25.76,1.13029,0.00595426
25.77,1.13161,0.0065237
25.78,1.13336,0.00705916
25.79,1.13466,0.00726202
25.8,1.13572,0.0074092
25.81,1.13727,0.00744258
25.82,1.13801,0.00729576
25.83,1.13876,0.0068113
25.84,1.13942,0.00640575
25.85,1.13968,0.00607799
25.86,1.14016,0.00623899
25.87,1.14019,0.00584746
25.88,1.14048,0.00585937
25.89,1.14115,0.00545258
25.9,1.14166,0.00513338
25.91,1.14231,0.00474201
25.92,1.14298,0.00454292
25.93,1.14384,0.00494832
25.94,1.14472,0.00513622
25.95,1.14598,0.0055848
25.96,1.14716,0.00638703
25.97,1.14838,0.00700903
25.98,1.14971,0.00719433
25.99,1.15109,0.00756838
26,1.15211,0.0074401
26.01,1.15352,0.00708729
26.02,1.15437,0.0066812
26.03,1.15502,0.0058641
26.04,1.15549,0.00556929
26.05,1.15606,0.00563675
26.06,1.15659,0.00556635
26.07,1.15673,0.00538471
26.08,1.15723,0.00493736
26.09,1.15731,0.00447895
26.1,1.15774,0.00426864
26.11,1.15823,0.00397794
26.12,1.15916,0.00385903
26.13,1.16001,0.00385803
26.14,1.16106,0.00419776
26.15,1.16208,0.00462562
26.16,1.16345,0.00502983
26.17,1.16465,0.00521873
26.18,1.16611,0.00559769
26.19,1.1673,0.00583078
26.2,1.16851,0.00580809
26.21,1.16974,0.00566567
26.22,1.17028,0.00493434
26.23,1.17099,0.00464676
26.24,1.17131,0.00431903
26.25,1.17178,0.00459342
26.26,1.17219,0.00451359
26.27,1.17276,0.00438833
26.28,1.17289,0.0042055
26.29,1.1735,0.00389467
26.3,1.17396,0.00369627
26.31,1.17438,0.00369042
26.32,1.1751,0.00307084
26.33,1.17587,0.00314702
26.34,1.17707,0.00336579
26.35,1.17841,0.00386539
26.36,1.1798,0.00394011
26.37,1.181,0.00450567
26.38,1.18235,0.0049769
26.39,1.18366,0.00528376
26.4,1.18487,0.00555629
26.41,1.18611,0.00570041
26.42,1.18685,0.00511872
26.43,1.18744,0.00436221
26.44,1.18791,0.00398886
26.45,1.18864,0.00384368
26.46,1.18884,0.00387349
26.47,1.1894,0.00378582
26.48,1.18972,0.00353903
26.49,1.19015,0.00341304
26.5,1.19065,0.00327857
26.51,1.1912,0.00278295
26.52,1.19144,0.0026401
26.53,1.19209,0.00278747
26.54,1.19281,0.00303877
26.55,1.19388,0.00362906
26.56,1.19482,0.00417269
26.57,1.19603,0.00463376
26.58,1.19744,0.00505029
26.59,1.19884,0.00533902
26.6,1.20004,0.00535104
26.61,1.20147,0.00531361
26.62,1.2024,0.00494375
26.63,1.20305,0.00460795
26.64,1.20339,0.00477465
26.65,1.20373,0.00457124
26.66,1.20428,0.00457867
26.67,1.20474,0.00431131
26.68,1.20532,0.00392585
26.69,1.20569,0.00397466
26.7,1.20651,0.00377566
26.71,1.20724,0.0035657
26.72,1.20771,0.00367375
26.73,1.209,0.00354042
26.74,1.20982,0.00360969
26.75,1.21076,0.00365579
26.76,1.21171,0.00423075
26.77,1.21303,0.00473332
26.78,1.21419,0.00511655
26.79,1.21549,0.0055384
26.8,1.21658,0.00594583
26.81,1.21773,0.00587147
26.82,1.21888,0.00520864
26.83,1.21956,0.00445717
26.84,1.22028,0.00444819
26.85,1.22042,0.00416537
26.86,1.22054,0.00424181
26.87,1.22095,0.00430802
26.88,1.22144,0.0040807
26.89,1.22186,0.00365104
26.9,1.2223,0.00337915
26.91,1.22278,0.00350137
26.92,1.22342,0.00380897
26.93,1.22415,0.00434241
26.94,1.22508,0.0047996
26.95,1.22618,0.00517342
26.96,1.22709,0.00551185
26.97,1.22822,0.00560035
26.98,1.22931,0.00604043
26.99,1.23065,0.00592114
27,1.23153,0.00596248
27.01,1.23281,0.00573067
27.02,1.23371,0.00547443
27.03,1.23433,0.00543423
27.04,1.23493,0.00570486
27.05,1.23517,0.00574682
27.06,1.23546,0.00563445
27.07,1.23588,0.0052661
27.08,1.23607,0.00544393
27.09,1.23651,0.00528529
27.1,1.23694,0.00500264
27.11,1.23726,0.00500321
27.12,1.23793,0.00484736
27.13,1.23868,0.00495618
27.14,1.23956,0.00484235
27.15,1.24064,0.00494214
27.16,1.24177,0.00533991
27.17,1.24319,0.00578723
27.18,1.24444,0.0060969
27.19,1.24534,0.00623001
27.2,1.24636,0.00595688
27.21,1.24743,0.00575681
27.22,1.24816,0.00548149
27.23,1.2488,0.00505756
27.24,1.24912,0.00491933
27.25,1.24964,0.00505643
27.26,1.24974,0.00521197
27.27,1.24984,0.00534227
27.28,1.2501,0.00537253
27.29,1.25056,0.00513548
27.3,1.2509,0.00494747
27.31,1.25156,0.00493381
27.32,1.2522,0.00492444
27.33,1.25272,0.00514262
27.34,1.25357,0.00556025
27.35,1.25474,0.00586187
27.36,1.25574,0.0064428
27.37,1.25674,0.00672499
27.38,1.25785,0.00708524
27.39,1.25916,0.00739958
27.4,1.26009,0.00723572
27.41,1.26112,0.00694754
27.42,1.26193,0.00673377
27.43,1.2625,0.00631232
27.44,1.26297,0.00633967
27.45,1.26335,0.0066411
27.46,1.26336,0.0069974
27.47,1.26379,0.0071065
27.48,1.26428,0.00692098
27.49,1.26479,0.00658613
27.5,1.26546,0.00622401
27.51,1.2662,0.00561459
27.52,1.2669,0.00537389
