t,err_imu_only,err_contact
8.84,0.120164,0.00799583
8.85,0.120038,0.00795227
8.86,0.119965,0.00808118
8.87,0.119705,0.00782633
8.88,0.119122,0.00785773
8.89,0.119082,0.0078423
8.9,0.118886,0.0074951
8.91,0.118838,0.00770504
8.92,0.118898,0.00803508
8.93,0.119176,0.00790332
8.94,0.119515,0.00771115
8.95,0.119854,0.00774792
8.96,0.120351,0.00759568
8.97,0.120908,0.00757464
8.98,0.121631,0.00770354
8.99,0.122287,0.00810043
9,0.122935,0.00867438
9.01,0.123426,0.00900744
9.02,0.124012,0.00908022
9.03,0.12416,0.00802181
9.04,0.124297,0.00759045
9.05,0.124206,0.00770454
9.06,0.124095,0.00772498
9.07,0.123862,0.00763537
9.08,0.123649,0.00713079
9.09,0.12361,0.00695079
9.1,0.123395,0.00680496
9.11,0.123483,0.00668424
9.12,0.123654,0.00661506
9.13,0.12388,0.00685416
9.14,0.124539,0.00686515
9.15,0.124745,0.00704637
9.16,0.125284,0.00726613
9.17,0.126028,0.00757012
9.18,0.126736,0.00788849
9.19,0.127504,0.00834652
9.2,0.128143,0.00897396
9.21,0.128798,0.00949082
9.22,0.128872,0.00936028
9.23,0.12918,0.0084825
9.24,0.129307,0.00812431
9.25,0.129309,0.00803007
9.26,0.129338,0.00793642
9.27,0.129008,0.00755238
9.28,0.12858,0.00737399
9.29,0.128511,0.00677296
9.3,0.128443,0.00649573
9.31,0.128188,0.00644946
9.32,0.128187,0.00634899
9.33,0.128594,0.00644805
9.34,0.129027,0.00661809
9.35,0.129501,0.00665148
9.36,0.129763,0.00714612
9.37,0.130085,0.00747292
9.38,0.131008,0.00778057
9.39,0.131863,0.008987
9.4,0.132367,0.00948094
9.41,0.133088,0.010009
9.42,0.133656,0.01003
9.43,0.133801,0.00917467
9.44,0.134017,0.00857857
9.45,0.134257,0.00872775
9.46,0.134214,0.00867654
9.47,0.133693,0.00827668
9.48,0.133516,0.00786426
9.49,0.1333,0.00756973
9.5,0.133181,0.00766197
9.51,0.133348,0.00735582
9.52,0.133332,0.00735264
9.53,0.13351,0.00716902
9.54,0.13373,0.00756432
9.55,0.134331,0.00767523
9.56,0.134887,0.00772175
9.57,0.135405,0.00822439
9.58,0.135991,0.00824022
9.59,0.136808,0.00876123
9.6,0.137491,0.00924966
9.61,0.138044,0.00962363
9.62,0.138416,0.0100777
9.63,0.138646,0.00937085
9.64,0.138666,0.00864699
9.65,0.138637,0.00859497
9.66,0.138682,0.00832354
9.67,0.138666,0.00787095
9.68,0.138575,0.00749019
9.69,0.138479,0.00721498
9.7,0.13842,0.00663508
9.71,0.1384,0.00653916
9.72,0.138579,0.00679192
9.73,0.138997,0.00676756
9.74,0.139199,0.00703666
9.75,0.13953,0.00744808
9.76,0.140003,0.00804381
9.77,0.140645,0.00856231
9.78,0.14135,0.00886717
9.79,0.142296,0.00972038
9.8,0.143299,0.0106004
9.81,0.144111,0.0112194
9.82,0.144392,0.0112737
9.83,0.14461,0.0105594
9.84,0.14492,0.00980369
9.85,0.144936,0.0095687
9.86,0.145002,0.00932361
9.87,0.144879,0.00909961
9.88,0.144434,0.00843141
9.89,0.144171,0.00790589
9.9,0.144008,0.00733838
9.91,0.143876,0.00707215
9.92,0.144233,0.00669267
9.93,0.143982,0.00691375
9.94,0.144269,0.00714767
9.95,0.144648,0.00731127
9.96,0.145256,0.00763129
9.97,0.145575,0.00808148
9.98,0.146188,0.00843929
9.99,0.146653,0.00875284
10,0.147249,0.00946076
10.01,0.148043,0.0098198
10.02,0.148627,0.00991639
10.03,0.148422,0.00858045
10.04,0.148566,0.00807319
10.05,0.14896,0.00824617
10.06,0.14924,0.00828884
10.07,0.149062,0.00797465
10.08,0.148831,0.0074997
10.09,0.14868,0.00696757
10.1,0.14859,0.00680162
10.11,0.148234,0.0066293
10.12,0.14873,0.00685566
10.13,0.148886,0.00686261
10.14,0.149354,0.00726992
10.15,0.149694,0.00776803
10.16,0.150491,0.00815348
10.17,0.151115,0.00847829
10.18,0.151819,0.00900766
10.19,0.152735,0.00971124
10.2,0.153328,0.0104561
10.21,0.153985,0.0108164
10.22,0.154615,0.011099
10.23,0.154731,0.0102887
10.24,0.155007,0.00953488
10.25,0.154798,0.00942894
10.26,0.154605,0.00913865
10.27,0.154526,0.00879428
10.28,0.154414,0.00823636
10.29,0.154685,0.00806027
10.3,0.154507,0.00771799
10.31,0.154587,0.00753446
10.32,0.15458,0.0073068
10.33,0.154655,0.00744124
10.34,0.154985,0.0075994
10.35,0.155548,0.00784574
10.36,0.156141,0.00828909
10.37,0.156926,0.00886235
10.38,0.157551,0.00917613
10.39,0.158172,0.00980155
10.4,0.158546,0.0102625
10.41,0.159157,0.0105793
10.42,0.159431,0.010297
10.43,0.159384,0.00891108
10.44,0.159599,0.00805801
10.45,0.159516,0.00761016
10.46,0.159263,0.00699551
10.47,0.159111,0.00652079
10.48,0.158987,0.00637244
10.49,0.158981,0.00617568
10.5,0.159192,0.00572929
10.51,0.15901,0.00541074
10.52,0.159049,0.00551078
10.53,0.159384,0.00561056
10.54,0.159861,0.00563226
10.55,0.160081,0.00597107
10.56,0.160311,0.00620067
10.57,0.160729,0.00644948
10.58,0.161503,0.00713537
10.59,0.162212,0.00812513
10.6,0.163017,0.00902417
10.61,0.163745,0.009813
10.62,0.163904,0.0097685
10.63,0.164074,0.00914989
10.64,0.164252,0.0088297
10.65,0.164045,0.00881517
10.66,0.163776,0.00871685
10.67,0.16372,0.00855981
10.68,0.163536,0.00837622
10.69,0.163531,0.00801315
10.7,0.163214,0.00764358
10.71,0.163349,0.00744654
10.72,0.163483,0.00726259
10.73,0.163782,0.0072601
10.74,0.164084,0.00709975
10.75,0.16458,0.00730884
10.76,0.165249,0.00751488
10.77,0.165693,0.00773138
10.78,0.166158,0.0077307
10.79,0.166815,0.00826841
10.8,0.167504,0.00900024
10.81,0.168311,0.00958276
10.82,0.168904,0.0094327
10.83,0.16921,0.00818858
10.84,0.169179,0.00716889
10.85,0.169143,0.0071755
10.86,0.1693,0.00687876
10.87,0.169218,0.00676402
10.88,0.168892,0.00640891
10.89,0.168759,0.00613173
10.9,0.168875,0.00615769
10.91,0.168757,0.00633635
10.92,0.16838,0.00653596
10.93,0.168777,0.00679522
10.94,0.169459,0.00677438
10.95,0.16992,0.00698212
10.96,0.170376,0.00747458
10.97,0.170812,0.00796576
10.98,0.171305,0.00807138
10.99,0.172058,0.00862079
11,0.172884,0.00937142
11.01,0.173619,0.00979988
11.02,0.173516,0.00965905
11.03,0.173662,0.00905968
11.04,0.173463,0.00871141
11.05,0.173771,0.00931298
11.06,0.173781,0.00940473
11.07,0.173379,0.00917724
11.08,0.172943,0.00901783
11.09,0.172538,0.00876966
11.1,0.172308,0.00881911
11.11,0.171958,0.00905294
11.12,0.17191,0.00911012
11.13,0.171896,0.00887871
11.14,0.172104,0.00864797
11.15,0.172547,0.00852374
11.16,0.173279,0.00868769
11.17,0.173797,0.00877949
11.18,0.174387,0.00878602
11.19,0.175052,0.0091843
11.2,0.175506,0.00952892
11.21,0.175955,0.00937693
11.22,0.176359,0.0088625
11.23,0.176785,0.00779076
11.24,0.177113,0.00748434
11.25,0.176779,0.00755289
11.26,0.17644,0.00785345
11.27,0.176217,0.00830535
11.28,0.17586,0.00845833
11.29,0.175392,0.00869769
11.3,0.174969,0.00902152
11.31,0.174788,0.009775
11.32,0.175196,0.00982087
11.33,0.175626,0.00964838
11.34,0.176108,0.00975743
11.35,0.176636,0.00972767
11.36,0.17713,0.00966793
11.37,0.177673,0.0099148
11.38,0.178711,0.00989086
11.39,0.179581,0.0101284
11.4,0.180208,0.0105805
11.41,0.180848,0.0109166
11.42,0.181331,0.0112023
11.43,0.181154,0.0107255
11.44,0.181022,0.0107078
11.45,0.180937,0.0106756
11.46,0.180778,0.0107812
11.47,0.180624,0.0109667
11.48,0.180283,0.011095
11.49,0.18036,0.0112386
11.5,0.180194,0.0114315
11.51,0.180158,0.0112356
11.52,0.179952,0.0112283
11.53,0.180349,0.0110315
11.54,0.181018,0.0109204
11.55,0.181321,0.0108051
11.56,0.181879,0.0106215
11.57,0.182487,0.010652
11.58,0.182966,0.0103701
11.59,0.183614,0.0103517
11.6,0.184229,0.0104324
11.61,0.184886,0.0106201
11.62,0.185461,0.0100248
11.63,0.185445,0.00810471
11.64,0.185433,0.00731715
11.65,0.185281,0.00748225
11.66,0.185035,0.00776504
11.67,0.184508,0.00771098
11.68,0.184077,0.00799836
11.69,0.183582,0.00797671
11.7,0.182937,0.00837794
11.71,0.182716,0.00886099
11.72,0.182311,0.00942515
11.73,0.182875,0.00944914
11.74,0.183304,0.0100502
11.75,0.183825,0.00999118
11.76,0.184224,0.0101434
11.77,0.184892,0.0101238
11.78,0.185565,0.0103191
11.79,0.186349,0.0105523
11.8,0.186831,0.0102583
11.81,0.187332,0.0101376
11.82,0.187846,0.0102262
11.83,0.187674,0.00963357
11.84,0.187715,0.00983354
11.85,0.187374,0.00994087
11.86,0.186984,0.0100466
11.87,0.186798,0.0102165
11.88,0.186781,0.0101604
11.89,0.186394,0.00996728
11.9,0.186307,0.00984596
11.91,0.186161,0.00965085
11.92,0.186151,0.00949558
11.93,0.186413,0.00875399
11.94,0.1869,0.00853861
11.95,0.187053,0.00829371
11.96,0.187227,0.00805605
11.97,0.18783,0.0078714
11.98,0.188737,0.00828738
11.99,0.189516,0.00860585
12,0.190095,0.00900863
12.01,0.190819,0.00883439
12.02,0.191135,0.00765414
12.03,0.191221,0.00552544
12.04,0.191477,0.00541385
12.05,0.191217,0.00575865
12.06,0.190811,0.00610401
12.07,0.19045,0.00637434
12.08,0.190164,0.00642732
12.09,0.189978,0.00680526
12.1,0.189924,0.00731826
12.11,0.18963,0.00744911
12.12,0.189618,0.0077474
12.13,0.189967,0.00838187
12.14,0.190479,0.00876683
12.15,0.190927,0.00924042
12.16,0.191467,0.00967125
12.17,0.19206,0.0100138
12.18,0.192721,0.0101637
12.19,0.193326,0.0101248
12.2,0.193816,0.00993515
12.21,0.194305,0.0097773
12.22,0.194838,0.00980065
12.23,0.195009,0.00997007
12.24,0.195276,0.0104715
12.25,0.195069,0.0107604
12.26,0.19463,0.0109353
12.27,0.194383,0.0110421
12.28,0.19435,0.0112088
12.29,0.193775,0.0109736
12.3,0.193573,0.0108632
12.31,0.193648,0.0106678
12.32,0.193634,0.0104655
12.33,0.193663,0.0100813
12.34,0.193798,0.00979484
12.35,0.19411,0.00985805
12.36,0.19437,0.00982078
12.37,0.195078,0.00955618
12.38,0.195825,0.00960713
12.39,0.196448,0.00960211
12.4,0.197318,0.00961928
12.41,0.197969,0.0091676
12.42,0.198574,0.00820179
12.43,0.198588,0.00718667
12.44,0.198763,0.00768951
12.45,0.198472,0.0077163
12.46,0.198146,0.00790896
12.47,0.197974,0.00792679
12.48,0.198015,0.00764755
12.49,0.197852,0.00763604
12.5,0.197943,0.00767666
12.51,0.197971,0.00797711
12.52,0.19806,0.0083174
12.53,0.198075,0.00866228
12.54,0.198542,0.00905426
12.55,0.199087,0.00934646
12.56,0.199314,0.0099317
12.57,0.199851,0.0103911
12.58,0.200427,0.0105773
12.59,0.201103,0.0104061
12.6,0.201443,0.0100705
12.61,0.201884,0.00977638
12.62,0.202101,0.00958881
12.63,0.202529,0.00986379
12.64,0.202519,0.0101815
12.65,0.202318,0.0100971
12.66,0.202152,0.0102229
12.67,0.202091,0.0103141
12.68,0.201757,0.0102387
12.69,0.201749,0.0104132
12.7,0.201614,0.0102204
12.71,0.20148,0.0100546
12.72,0.20151,0.00983076
12.73,0.201571,0.00966388
12.74,0.201675,0.00927355
12.75,0.201709,0.00886197
12.76,0.202144,0.00895229
12.77,0.202555,0.00867867
12.78,0.202994,0.00866384
12.79,0.203626,0.00853346
12.8,0.204436,0.00838157
12.81,0.205353,0.00824659
12.82,0.205711,0.00721811
12.83,0.205813,0.00707378
12.84,0.205927,0.00832127
12.85,0.205918,0.00816355
12.86,0.206045,0.00809628
12.87,0.205745,0.00818154
12.88,0.205181,0.00823137
12.89,0.205093,0.00836515
12.9,0.204775,0.00839921
12.91,0.204646,0.00885091
12.92,0.20489,0.00921191
12.93,0.20491,0.00980101
12.94,0.205342,0.0102696
12.95,0.205563,0.0104459
12.96,0.206025,0.010629
12.97,0.206937,0.0108178
12.98,0.207702,0.0106132
12.99,0.208136,0.0101061
13,0.208763,0.0100323
13.01,0.208981,0.0091858
13.02,0.209216,0.00893618
13.03,0.209588,0.00933837
13.04,0.209588,0.00944106
13.05,0.209583,0.00978561
13.06,0.209664,0.0099661
13.07,0.209405,0.0101139
13.08,0.209131,0.0101512
13.09,0.208762,0.00996969
13.1,0.208314,0.0097705
13.11,0.207982,0.00939556
13.12,0.207863,0.00925313
13.13,0.208121,0.00896058
13.14,0.208181,0.00883184
13.15,0.208521,0.00863076
13.16,0.208935,0.00875919
13.17,0.209598,0.00854917
13.18,0.210403,0.00849461
13.19,0.211084,0.00818028
13.2,0.21193,0.00822175
13.21,0.212454,0.00791547
13.22,0.212817,0.00755971
13.23,0.212891,0.00793643
13.24,0.213216,0.00887792
13.25,0.213475,0.00882469
13.26,0.213433,0.00888973
13.27,0.213423,0.00876042
13.28,0.213411,0.00881866
13.29,0.213451,0.00909554
13.3,0.213365,0.00930342
13.31,0.213359,0.00948888
13.32,0.213337,0.00960497
13.33,0.213789,0.0100024
13.34,0.213961,0.0104598
13.35,0.214586,0.0109092
13.36,0.215234,0.0115536
13.37,0.215867,0.0120307
13.38,0.216466,0.0122312
13.39,0.217141,0.0119665
13.4,0.217716,0.0116831
13.41,0.21814,0.0110662
13.42,0.218452,0.0108405
13.43,0.218798,0.0113085
13.44,0.218885,0.0121001
13.45,0.218758,0.0119645
13.46,0.218897,0.0120805
13.47,0.219086,0.0126837
13.48,0.218686,0.012452
13.49,0.218369,0.0123324
13.5,0.218358,0.0121332
13.51,0.218274,0.0120702
13.52,0.218229,0.0117518
13.53,0.218038,0.0112031
13.54,0.218154,0.0110524
13.55,0.21827,0.0107914
13.56,0.21864,0.0103942
13.57,0.219086,0.0100862
13.58,0.219762,0.00990614
13.59,0.22078,0.00984345
13.6,0.221766,0.00978366
13.61,0.22222,0.00935376
13.62,0.222663,0.00870648
13.63,0.222925,0.00887578
13.64,0.222966,0.00948434
13.65,0.222996,0.00955157
13.66,0.222774,0.00941165
13.67,0.222495,0.00943282
13.68,0.222112,0.00921696
13.69,0.222036,0.00922863
13.7,0.22181,0.00949321
13.71,0.221705,0.00940248
13.72,0.221903,0.00937415
13.73,0.222186,0.00940962
13.74,0.222526,0.00999301
13.75,0.223105,0.0100468
13.76,0.223773,0.0100811
13.77,0.224205,0.0100938
13.78,0.224718,0.00989289
13.79,0.225018,0.00963508
13.8,0.225313,0.00903132
13.81,0.225887,0.00847557
13.82,0.226151,0.00818591
13.83,0.226551,0.00861749
13.84,0.226596,0.00907133
13.85,0.226368,0.00901038
13.86,0.22635,0.00898053
13.87,0.226394,0.00896357
13.88,0.225897,0.00841099
13.89,0.225649,0.00831001
13.9,0.225401,0.00796373
13.91,0.225352,0.00781894
13.92,0.225578,0.00765114
13.93,0.226,0.00773826
13.94,0.226078,0.00767261
13.95,0.226686,0.00791472
13.96,0.227042,0.00790772
13.97,0.227729,0.0079007
13.98,0.228406,0.00774636
13.99,0.229463,0.00764148
14,0.230165,0.0073356
14.01,0.230601,0.00694238
14.02,0.23106,0.00638233
14.03,0.231369,0.0067348
14.04,0.231436,0.00761973
14.05,0.231559,0.00782135
14.06,0.23139,0.00786176
14.07,0.231209,0.00782665
14.08,0.231051,0.00789811
14.09,0.230697,0.00809918
14.1,0.230305,0.00839877
14.11,0.23058,0.00850658
14.12,0.230674,0.00880496
14.13,0.230919,0.00928478
14.14,0.231706,0.00958779
14.15,0.232282,0.00983908
14.16,0.233006,0.00982193
14.17,0.233816,0.00987904
14.18,0.234516,0.00986837
14.19,0.235151,0.00952956
14.2,0.23569,0.00941901
14.21,0.236352,0.00924108
14.22,0.236936,0.00893526
14.23,0.237254,0.00901056
14.24,0.23735,0.00906044
14.25,0.237473,0.00919957
14.26,0.237369,0.00917591
14.27,0.236972,0.00890957
14.28,0.236938,0.00905362
14.29,0.236781,0.00901946
14.3,0.236695,0.00867638
14.31,0.236379,0.00808619
14.32,0.236402,0.00806341
14.33,0.236615,0.00794058
14.34,0.236959,0.00783102
14.35,0.237051,0.00758632
14.36,0.237483,0.00718053
14.37,0.238529,0.00741597
14.38,0.239439,0.0073337
14.39,0.240271,0.00736841
14.4,0.241336,0.00740802
14.41,0.242122,0.00705921
14.42,0.242669,0.00665529
14.43,0.24292,0.00644962
14.44,0.243258,0.00703869
14.45,0.243711,0.00729736
14.46,0.243601,0.0069696
14.47,0.24362,0.00703745
14.48,0.243372,0.00699269
14.49,0.243295,0.00706645
14.5,0.243175,0.00712775
14.51,0.243185,0.00737941
14.52,0.243381,0.00773258
14.53,0.243834,0.00817852
14.54,0.244457,0.00840728
14.55,0.245,0.00846602
14.56,0.245861,0.00913471
14.57,0.246682,0.0093538
14.58,0.247542,0.00963673
14.59,0.248556,0.00988223
14.6,0.249148,0.00981897
14.61,0.249889,0.00952222
14.62,0.250399,0.0092348
14.63,0.251215,0.00971754
14.64,0.251677,0.010061
14.65,0.251656,0.0101329
14.66,0.251509,0.0100228
14.67,0.251429,0.0099876
14.68,0.251328,0.00983214
14.69,0.251233,0.0096539
14.7,0.251238,0.00957042
14.71,0.251372,0.00940938
14.72,0.251684,0.00917208
14.73,0.252109,0.00901447
14.74,0.252854,0.00921937
14.75,0.253329,0.00910883
14.76,0.253963,0.0093114
14.77,0.254818,0.00951678
14.78,0.256036,0.0096497
14.79,0.257069,0.00982181
14.8,0.258029,0.00983229
14.81,0.258925,0.00975837
14.82,0.259656,0.00891599
14.83,0.260003,0.00770382
14.84,0.260436,0.00790135
14.85,0.260409,0.00770842
14.86,0.260313,0.00770671
14.87,0.260293,0.0077494
14.88,0.259991,0.00758221
14.89,0.259989,0.0076855
14.9,0.26003,0.00800531
14.91,0.26004,0.00807993
14.92,0.260359,0.00831808
14.93,0.260961,0.00861057
14.94,0.261673,0.00890153
14.95,0.262704,0.00927543
14.96,0.263219,0.00925191
14.97,0.263989,0.00951874
14.98,0.264985,0.00972081
14.99,0.265867,0.00975626
15,0.266772,0.010012
15.01,0.267726,0.00994271
15.02,0.26827,0.00988856
15.03,0.268856,0.010245
15.04,0.268984,0.0103118
15.05,0.269081,0.0102698
15.06,0.268981,0.0100943
15.07,0.268991,0.0100504
15.08,0.269202,0.0100601
15.09,0.269395,0.0100532
15.1,0.269561,0.00988817
15.11,0.269825,0.00978058
15.12,0.270249,0.00977774
15.13,0.270698,0.00950657
15.14,0.271498,0.00963238
15.15,0.271959,0.00937327
15.16,0.272465,0.00922739
15.17,0.273197,0.00909225
15.18,0.274128,0.00911234
15.19,0.27512,0.00923774
15.2,0.27571,0.00901724
15.21,0.276835,0.00900547
15.22,0.277545,0.0084358
15.23,0.278229,0.00745979
15.24,0.278838,0.00765918
15.25,0.27893,0.00746878
15.26,0.279127,0.00756886
15.27,0.279374,0.00781747
15.28,0.27967,0.00817684
15.29,0.279696,0.00829685
15.3,0.279823,0.00834726
15.31,0.279905,0.00835941
15.32,0.280432,0.00861354
15.33,0.28109,0.00893341
15.34,0.28192,0.00931685
15.35,0.282948,0.00975494
15.36,0.284123,0.0102539
15.37,0.28514,0.0106133
15.38,0.286236,0.0108931
15.39,0.287181,0.0108216
15.4,0.287725,0.0103704
15.41,0.288431,0.00995732
15.42,0.289143,0.0098931
15.43,0.289777,0.0101757
15.44,0.290034,0.0103237
15.45,0.290312,0.0103787
15.46,0.2904,0.0104237
15.47,0.290427,0.0103536
15.48,0.29077,0.0105208
15.49,0.290746,0.0102077
15.5,0.290795,0.00992479
15.51,0.290947,0.00961026
15.52,0.291573,0.00963552
15.53,0.291931,0.00934408
15.54,0.292802,0.00945706
15.55,0.29356,0.00927514
15.56,0.294386,0.00931895
15.57,0.295337,0.00926314
15.58,0.296603,0.00918885
15.59,0.297601,0.00895722
15.6,0.299109,0.00925097
15.61,0.299999,0.00876314
15.62,0.300827,0.0080923
15.63,0.301627,0.00793164
15.64,0.302286,0.00854756
15.65,0.30248,0.00843807
15.66,0.302558,0.0083643
15.67,0.302549,0.00826911
15.68,0.302555,0.00824005
15.69,0.302824,0.00839915
15.7,0.303113,0.00861496
15.71,0.303464,0.00880285
15.72,0.30359,0.00866013
15.73,0.304099,0.008727
15.74,0.30486,0.00898686
15.75,0.305494,0.00894196
15.76,0.306558,0.00925814
15.77,0.307478,0.00950042
15.78,0.308447,0.00946596
15.79,0.309184,0.00914137
15.8,0.310234,0.00899414
15.81,0.311267,0.00886047
15.82,0.311924,0.00863705
15.83,0.312271,0.00865443
15.84,0.3129,0.00917207
15.85,0.313271,0.00921575
15.86,0.313624,0.00934739
15.87,0.313755,0.0092473
15.88,0.313948,0.00921457
15.89,0.313879,0.00881626
15.9,0.313891,0.00841099
15.91,0.314361,0.00833938
15.92,0.314602,0.00781299
15.93,0.315307,0.00775154
15.94,0.315866,0.00749307
15.95,0.316588,0.0073556
15.96,0.317783,0.00755408
15.97,0.318622,0.00728046
15.98,0.320025,0.00739473
15.99,0.321273,0.00736919
16,0.322488,0.00724215
16.01,0.323599,0.0069691
16.02,0.324401,0.00634809
16.03,0.324899,0.00619138
16.04,0.325629,0.00735574
16.05,0.325673,0.00704906
16.06,0.326065,0.00717611
16.07,0.326183,0.00714389
16.08,0.326044,0.00686739
16.09,0.326213,0.00688154
16.1,0.32611,0.00664989
16.11,0.326427,0.0068046
16.12,0.326723,0.00680912
16.13,0.327424,0.00698406
16.14,0.328404,0.00725051
16.15,0.32936,0.00738262
16.16,0.330268,0.00742879
16.17,0.331154,0.00745547
16.18,0.332346,0.00753705
16.19,0.333408,0.00741847
16.2,0.334329,0.00718001
16.21,0.335335,0.00680201
16.22,0.336196,0.00667287
16.23,0.336845,0.00696618
16.24,0.337207,0.00720913
16.25,0.337497,0.00710661
16.26,0.337747,0.00706503
16.27,0.337815,0.00680651
16.28,0.337733,0.00644135
16.29,0.338272,0.00657447
16.3,0.338266,0.00617504
16.31,0.338724,0.00610104
16.32,0.339222,0.00607437
16.33,0.339614,0.0056592
16.34,0.340724,0.00578348
16.35,0.341599,0.00557273
16.36,0.342913,0.00577791
16.37,0.344265,0.00592352
16.38,0.345393,0.00565623
16.39,0.346507,0.00572177
16.4,0.347795,0.00582879
16.41,0.349056,0.00560167
16.42,0.350167,0.00516949
16.43,0.351098,0.00579912
16.44,0.351716,0.00667183
16.45,0.35216,0.00666517
16.46,0.35233,0.0065242
16.47,0.352572,0.00655465
16.48,0.352735,0.00656256
16.49,0.352815,0.00648425
16.5,0.353136,0.00667802
16.51,0.353447,0.00682642
16.52,0.353954,0.00703503
16.53,0.35505,0.0074221
16.54,0.356211,0.00779808
16.55,0.357671,0.00827887
16.56,0.358774,0.00838505
16.57,0.359957,0.0086003
16.58,0.361076,0.00859962
16.59,0.362098,0.00826531
16.6,0.36308,0.00788662
16.61,0.36401,0.00738297
16.62,0.364956,0.00732638
16.63,0.365901,0.00785851
16.64,0.366332,0.00828701
16.65,0.366874,0.00849067
16.66,0.367138,0.00848369
16.67,0.367546,0.00843773
16.68,0.367687,0.00813701
16.69,0.367977,0.00791235
16.7,0.368269,0.0076784
16.71,0.368489,0.00731269
16.72,0.369311,0.00731652
16.73,0.369921,0.00706658
16.74,0.370996,0.00713293
16.75,0.371628,0.00666656
16.76,0.372663,0.00653088
16.77,0.374239,0.00661958
16.78,0.375616,0.00656715
16.79,0.37679,0.00643435
16.8,0.377698,0.00583429
16.81,0.378741,0.00541942
16.82,0.379359,0.0047742
16.83,0.380255,0.00543564
16.84,0.381255,0.00686459
16.85,0.381814,0.0069284
16.86,0.382051,0.00683827
16.87,0.382134,0.00663414
16.88,0.382356,0.00659318
16.89,0.382819,0.00672036
16.9,0.383305,0.00698951
16.91,0.383648,0.00721126
16.92,0.384014,0.00706188
16.93,0.384781,0.0073173
16.94,0.385881,0.00743598
16.95,0.386963,0.00764736
16.96,0.388093,0.00769673
16.97,0.389171,0.00792712
16.98,0.390287,0.0078588
16.99,0.391332,0.00771924
17,0.392569,0.00773902
17.01,0.393433,0.00729504
17.02,0.394277,0.00738351
17.03,0.394646,0.00754175
17.04,0.394965,0.00781137
17.05,0.395484,0.00808802
17.06,0.395968,0.00807698
17.07,0.396382,0.00810435
17.08,0.39697,0.0079539
17.09,0.397394,0.00767385
17.1,0.397762,0.00737491
17.11,0.398245,0.007177
17.12,0.398974,0.00712701
17.13,0.399742,0.00703394
17.14,0.400698,0.00702862
17.15,0.401943,0.00686987
17.16,0.402785,0.00658928
17.17,0.403889,0.00638914
17.18,0.405365,0.00627567
17.19,0.406597,0.00614064
17.2,0.407961,0.00602742
17.21,0.408898,0.00564342
17.22,0.409854,0.00524095
17.23,0.410469,0.00502057
17.24,0.411146,0.00564565
17.25,0.411902,0.00595521
17.26,0.412292,0.00591021
17.27,0.412497,0.00563172
17.28,0.412579,0.00537547
17.29,0.413066,0.00567644
17.3,0.413294,0.00564931
17.31,0.413618,0.00570145
17.32,0.414371,0.00593862
17.33,0.41495,0.00586853
17.34,0.415736,0.00583773
17.35,0.416919,0.00630832
17.36,0.417801,0.00636281
17.37,0.418944,0.00656053
17.38,0.420482,0.00676639
17.39,0.421394,0.00678421
17.4,0.422237,0.00664506
17.41,0.42315,0.00628329
17.42,0.423984,0.00651898
17.43,0.424805,0.00680767
17.44,0.425621,0.00740467
17.45,0.42609,0.00755744
17.46,0.426313,0.00756996
17.47,0.426746,0.00756262
17.48,0.42743,0.00757068
17.49,0.427916,0.00737889
17.5,0.428265,0.0072746
17.51,0.429274,0.00735725
17.52,0.429525,0.00696997
17.53,0.430256,0.00662083
17.54,0.431221,0.00654632
17.55,0.432263,0.00639914
17.56,0.433479,0.00649292
17.57,0.43452,0.00652668
17.58,0.435912,0.00635692
17.59,0.437574,0.00634923
17.6,0.438878,0.00641732
17.61,0.440025,0.00608341
17.62,0.440787,0.00541418
17.63,0.441702,0.00523142
17.64,0.4421,0.00568623
17.65,0.442274,0.00541659
17.66,0.442601,0.00537267
17.67,0.442738,0.00513756
17.68,0.443201,0.0052032
17.69,0.443428,0.00491671
17.7,0.444198,0.00511504
17.71,0.444734,0.00512761
17.72,0.445616,0.00534628
17.73,0.44667,0.0058077
17.74,0.447464,0.00586541
17.75,0.448559,0.00619916
17.76,0.449782,0.00648831
17.77,0.451112,0.00714039
17.78,0.451966,0.00719157
17.79,0.453114,0.00743623
17.8,0.454353,0.00736726
17.81,0.455415,0.00689651
17.82,0.456794,0.00694017
17.83,0.457252,0.00696926
17.84,0.457699,0.00739861
17.85,0.458373,0.00754062
17.86,0.458808,0.007531
17.87,0.459251,0.00750005
17.88,0.459617,0.00741475
17.89,0.460366,0.00733047
17.9,0.460772,0.00714133
17.91,0.46126,0.00691363
17.92,0.462052,0.006651
17.93,0.462954,0.00664025
17.94,0.464078,0.00634731
17.95,0.465368,0.0063339
17.96,0.466655,0.00634957
17.97,0.468185,0.00633719
17.98,0.469719,0.00625218
17.99,0.471281,0.00649453
18,0.47261,0.00611894
18.01,0.473966,0.00595224
18.02,0.475007,0.00576355
18.03,0.475958,0.00619183
18.04,0.476669,0.00720438
18.05,0.477298,0.00714983
18.06,0.477675,0.00694502
18.07,0.478102,0.00689982
18.08,0.478636,0.00697846
18.09,0.479154,0.00710281
18.1,0.479486,0.00706853
18.11,0.480049,0.00710469
18.12,0.480768,0.00748258
18.13,0.48176,0.00764148
18.14,0.482921,0.00771466
18.15,0.484282,0.00799294
18.16,0.485646,0.00806257
18.17,0.486942,0.00823796
18.18,0.488078,0.00812665
