t,roll_err_deg,roll_err_rms_deg,bay_err_rms,roll_sigma_deg,bay_err,bay_sigma,turning
11.74,-0.00542853,0.152017,0.0340147,0.268663,-0.0107707,0.0472198,1
11.75,-0.0153682,0.15149,0.0341415,0.264405,-0.00984559,0.0464924,1
11.76,-0.0189948,0.151522,0.0343012,0.259694,-0.0102181,0.0456858,1
11.77,-0.012788,0.15207,0.0344027,0.254604,-0.0121097,0.0448125,1
11.78,0.0172009,0.151287,0.0342246,0.249244,-0.0157364,0.0438878,1
11.79,0.0672633,0.148857,0.0337545,0.243788,-0.0208034,0.0429284,1
11.8,0.100736,0.146017,0.0332137,0.23833,-0.0266551,0.0419506,1
11.81,0.121397,0.142747,0.0326033,0.232926,-0.0321735,0.0409692,1
11.82,0.127001,0.13899,0.0319031,0.227596,-0.0351604,0.0399935,1
11.83,0.0918157,0.134808,0.0310769,0.222305,-0.0304044,0.0390223,1
11.84,0.0532395,0.130105,0.0300554,0.219658,-0.0234539,0.0385324,1
11.85,0.0627271,0.124034,0.028781,0.219449,-0.0242007,0.0384857,1
11.86,0.0742744,0.115472,0.0272616,0.219077,-0.0252525,0.038408,1
11.87,0.0869738,0.105373,0.0257134,0.218505,-0.0265713,0.0382913,1
11.88,0.107495,0.0991544,0.0247883,0.217689,-0.0282281,0.0381284,1
11.89,0.131358,0.098692,0.0246639,0.216583,-0.0297341,0.0379137,1
11.9,0.146833,0.0988072,0.0246044,0.21515,-0.0310272,0.0376437,1
11.91,0.15268,0.0989799,0.0245325,0.213362,-0.0317798,0.0373151,1
11.92,0.145493,0.0991712,0.0244451,0.211184,-0.0318454,0.036921,1
11.93,0.138814,0.0992846,0.024342,0.20861,-0.0322166,0.036458,1
11.94,0.141272,0.099209,0.0242339,0.205661,-0.0328088,0.0359272,1
11.95,0.14976,0.0991293,0.0241419,0.202372,-0.033776,0.035334,1
11.96,0.154998,0.099126,0.0240961,0.198794,-0.0352166,0.0346876,1
11.97,0.160145,0.0991474,0.0241158,0.194985,-0.0369938,0.0339996,1
11.98,0.156327,0.0991511,0.0241647,0.191009,-0.0396006,0.0332836,1
11.99,0.166297,0.0992325,0.0241749,0.186926,-0.0428356,0.0325532,1
12,0.191977,0.0993162,0.0241866,0.182796,-0.0456869,0.0318212,1
12.01,0.226561,0.0993374,0.0242065,0.178676,-0.046511,0.0310985,1
12.02,0.203186,0.0993302,0.0242227,0.174606,-0.0394132,0.0303914,1
12.03,0.081592,0.0993259,0.0242202,0.170593,-0.0179903,0.0296997,1
12.04,-0.00138328,0.0991693,0.0241697,0.168859,-0.00457398,0.0294206,1
12.05,-0.00664324,0.0985634,0.0240338,0.168494,-0.00508893,0.0293906,1
12.06,-0.0107295,0.0974674,0.0237766,0.168012,-0.00582651,0.029341,1
12.07,-0.0168005,0.0959895,0.0233892,0.167396,-0.00676985,0.0292667,1
12.08,-0.0204404,0.0946704,0.0229953,0.16663,-0.00755445,0.0291632,1
12.09,-0.0260999,0.0942748,0.0228088,0.165702,-0.00799611,0.029027,1
12.1,-0.0307649,0.0939866,0.0226653,0.164604,-0.00786868,0.0288555,1
12.11,-0.0355672,0.0935817,0.0225074,0.163316,-0.00710613,0.0286452,1
12.12,-0.0370405,0.092986,0.0223309,0.161806,-0.0059398,0.0283908,1
12.13,-0.0426387,0.0920543,0.0221363,0.160049,-0.00469232,0.028089,1
12.14,-0.0498898,0.0905336,0.0219286,0.158038,-0.00379883,0.0277393,1
12.15,-0.0543039,0.0885068,0.0217193,0.155775,-0.0033929,0.027344,1
12.16,-0.0579763,0.086388,0.0215081,0.153287,-0.00380381,0.0269079,1
12.17,-0.0562019,0.0845973,0.0212598,0.15061,-0.00508782,0.0264379,1
12.18,-0.0339431,0.0825318,0.0208734,0.1478,-0.00713306,0.0259421,1
12.19,0.000364163,0.0803966,0.0203719,0.144932,-0.00990243,0.0254294,1
12.2,0.0192127,0.0782543,0.0198334,0.142053,-0.013191,0.0249082,1
12.21,0.0253345,0.0758158,0.0192365,0.1392,-0.0167695,0.0243864,1
12.22,0.0205492,0.0730641,0.0185597,0.136386,-0.0186169,0.0238687,1
12.23,-0.00704408,0.0702796,0.0177655,0.133597,-0.0157176,0.0233546,1
12.24,-0.0342253,0.0674347,0.0167923,0.132202,-0.0114123,0.023096,1
12.25,-0.0262551,0.0637331,0.0155898,0.132095,-0.0118038,0.0230726,1
12.26,-0.0192325,0.0576535,0.0141469,0.131908,-0.0123227,0.0230339,1
12.27,-0.00798294,0.0496593,0.0126859,0.131622,-0.0130217,0.0229759,1
12.28,0.0082236,0.0456836,0.011876,0.131214,-0.0138349,0.0228952,1
12.29,0.0278657,0.0469661,0.0118157,0.130663,-0.0146409,0.022789,1
12.3,0.0409402,0.0485936,0.0118104,0.129951,-0.0152909,0.0226557,1
12.31,0.0403117,0.0503336,0.0117981,0.129068,-0.0155107,0.0224934,1
12.32,0.0324478,0.0521033,0.0117732,0.127997,-0.015429,0.0222987,1
12.33,0.0254794,0.053502,0.0117329,0.126734,-0.0152863,0.0220693,1
12.34,0.0224562,0.0540156,0.0116812,0.125282,-0.0153038,0.0218053,1
12.35,0.0269366,0.0540566,0.0116299,0.123652,-0.0156128,0.0215087,1
12.36,0.0298754,0.0539836,0.0115959,0.121863,-0.0161368,0.0211835,1
12.37,0.0267577,0.0539125,0.0115931,0.11994,-0.0170433,0.0208349,1
12.38,0.0177808,0.0539038,0.0116097,0.117906,-0.0185747,0.0204694,1
12.39,0.0219288,0.0541214,0.0116152,0.115796,-0.0205824,0.0200936,1
12.4,0.0443448,0.0542079,0.0116228,0.11365,-0.0225239,0.0197138,1
12.41,0.0832798,0.0540917,0.0116326,0.111504,-0.0232511,0.0193359,1
12.42,0.0757823,0.0537896,0.0116402,0.109377,-0.0190661,0.0189633,1
12.43,0.00483456,0.0534765,0.011638,0.107272,-0.0059585,0.0185964,1
12.44,-0.0605992,0.0534238,0.0116112,0.106186,0.00477431,0.0184131,1
12.45,-0.0654751,0.0533972,0.0115367,0.106033,0.00440136,0.0183977,1
12.46,-0.0677524,0.0533016,0.0113863,0.105823,0.00393228,0.0183722,1
12.47,-0.0698181,0.0531962,0.0111446,0.105545,0.00331232,0.0183341,1
12.48,-0.0744715,0.0531761,0.0108951,0.105188,0.00271364,0.0182813,1
12.49,-0.0822957,0.0530501,0.010782,0.104743,0.0023158,0.0182119,1
12.5,-0.085378,0.0528929,0.0106971,0.104206,0.00227251,0.0181246,1
12.51,-0.0859392,0.0528005,0.0106043,0.103569,0.00260739,0.0180177,1
12.52,-0.0824868,0.0527743,0.0105022,0.102818,0.00314272,0.0178884,1
12.53,-0.0843558,0.052827,0.010392,0.101939,0.00368788,0.0177351,1
12.54,-0.0865367,0.0529029,0.0102791,0.100928,0.00404121,0.0175573,1
12.55,-0.0913276,0.0527553,0.0101712,0.0997862,0.00402536,0.0173558,1
12.56,-0.0960433,0.0524542,0.0100741,0.0985251,0.00353566,0.0171327,1
12.57,-0.0948917,0.0523874,0.009966,0.0971636,0.00253686,0.0168914,1
12.58,-0.071881,0.0523105,0.00977953,0.0957244,0.00104479,0.0166356,1
12.59,-0.039281,0.0525009,0.00955015,0.0942319,-0.000933124,0.0163698,1
12.6,-0.0265062,0.0529589,0.00931729,0.0927143,-0.00315055,0.0160981,1
12.61,-0.0277454,0.0534384,0.0090629,0.0911984,-0.00550268,0.0158246,1
12.62,-0.0334757,0.0539371,0.00877284,0.0896977,-0.00710901,0.0155521,1
12.63,-0.0474548,0.0545679,0.00842124,0.0882078,-0.0060629,0.0152807,1
12.64,-0.0586635,0.055332,0.00796944,0.0876108,-0.00454731,0.0151698,1
12.65,-0.05374,0.0560476,0.00737765,0.087569,-0.00475289,0.0151584,1
12.66,-0.0462289,0.0562115,0.00663053,0.0874872,-0.00507816,0.0151392,1
12.67,-0.033763,0.0557919,0.00587283,0.0873537,-0.00551506,0.0151103,1
12.68,-0.0177616,0.0560441,0.00552125,0.087155,-0.00599295,0.01507,1
12.69,-0.00327863,0.0564885,0.005509,0.0868789,-0.00651869,0.0150169,1
12.7,0.00437543,0.0566371,0.00548953,0.0865189,-0.0069222,0.0149499,1
12.71,0.00618215,0.0567851,0.00547256,0.0860713,-0.00692683,0.0148679,1
12.72,-0.00283351,0.0568504,0.00545742,0.0855307,-0.00669449,0.014769,1
12.73,-0.0108978,0.0566803,0.00544371,0.0848928,-0.00652833,0.0146517,1
12.74,-0.0117817,0.0558956,0.0054324,0.0841545,-0.00649806,0.014516,1
12.75,-0.00967557,0.0547143,0.00542773,0.0833165,-0.00664516,0.0143624,1
12.76,-0.00722329,0.0534184,0.00543717,0.082385,-0.00695227,0.0141929,1
12.77,-0.0122569,0.0521833,0.00546494,0.0813689,-0.00756107,0.0140098,1
12.78,-0.0241236,0.0510421,0.00549468,0.0802692,-0.00858316,0.0138163,1
12.79,-0.0273551,0.050005,0.00549689,0.0791115,-0.00998743,0.0136158,1
12.8,-0.00854388,0.0488133,0.00549357,0.077932,-0.0113873,0.0134115,1
12.81,0.027674,0.0473046,0.00549623,0.0767565,-0.0120859,0.0132066,1
12.82,0.0323108,0.0455148,0.00551201,0.0755922,-0.00982781,0.0130031,1
12.83,-0.0077689,0.0438613,0.00554305,0.0744376,-0.00210004,0.0128012,1
12.84,-0.0519032,0.0431132,0.00558499,0.07385,0.00438157,0.0127,1
12.85,-0.0572357,0.0429207,0.00562538,0.0737881,0.00416453,0.0126917,1
12.86,-0.0576294,0.0428457,0.00564379,0.0736966,0.00385375,0.0126779,1
12.87,-0.0617332,0.0426938,0.00562322,0.0735678,0.00350358,0.0126575,1
12.88,-0.0648938,0.0423519,0.0055883,0.0733945,0.00315342,0.0126292,1
12.89,-0.0689176,0.0415724,0.00559486,0.0731699,0.00288775,0.0125921,1
12.9,-0.0719136,0.0408,0.00560802,0.0728915,0.00276502,0.0125454,1
12.91,-0.0710098,0.0401659,0.00562099,0.0725572,0.00288246,0.0124881,1
12.92,-0.0671743,0.0397501,0.00563488,0.0721608,0.00311287,0.0124188,1
12.93,-0.0659565,0.0396501,0.00565326,0.0716956,0.0033139,0.0123364,1
12.94,-0.068415,0.0398602,0.0056841,0.0711576,0.00333235,0.0122406,1
12.95,-0.0718732,0.0400473,0.00573328,0.0705474,0.00309312,0.0121317,1
12.96,-0.0723604,0.0400601,0.00580188,0.0698702,0.00258203,0.0120108,1
12.97,-0.0706262,0.0401967,0.00586716,0.0691377,0.00175138,0.0118795,1
12.98,-0.0518304,0.0402674,0.00586228,0.068357,0.000612421,0.0117397,1
12.99,-0.026295,0.0403041,0.00579251,0.0675281,-0.000844137,0.0115937,1
13,-0.0178548,0.0404865,0.00571799,0.0666728,-0.0024785,0.0114436,1
13.01,-0.0207677,0.0408078,0.00563741,0.0658152,-0.00420559,0.0112918,1
13.02,-0.0278104,0.0411889,0.00554517,0.0649668,-0.00532004,0.0111395,1
13.03,-0.0384854,0.0415749,0.00542945,0.064125,-0.00474608,0.010987,1
13.04,-0.0464232,0.0419389,0.00527212,0.063796,-0.00378483,0.0109243,1
13.05,-0.0404943,0.0424401,0.00505404,0.0637882,-0.00394559,0.0109178,1
13.06,-0.0342346,0.0429277,0.00477138,0.0637597,-0.00417177,0.010907,1
13.07,-0.0240928,0.0431167,0.00448974,0.063702,-0.00446159,0.0108908,1
13.08,-0.00766514,0.0433869,0.00437307,0.0636047,-0.00473912,0.0108685,1
13.09,0.0086725,0.0433872,0.00434759,0.0634603,-0.00503739,0.0108392,1
13.1,0.01699,0.0430589,0.00430605,0.0632658,-0.00531501,0.0108024,1
13.11,0.0183251,0.0427087,0.00426989,0.0630233,-0.00538055,0.0107575,1
13.12,0.0104601,0.0423536,0.00424175,0.0627367,-0.00535716,0.0107033,1
13.13,0.00153471,0.0417836,0.00422442,0.062403,-0.00530665,0.0106392,1
13.14,-0.00154858,0.0407559,0.0042214,0.0620163,-0.0053172,0.0105648,1
13.15,0.000682568,0.0395239,0.00423694,0.0615708,-0.0054553,0.0104805,1
13.16,6.42426e-05,0.0382041,0.00427503,0.0610665,-0.00575596,0.0103869,1
13.17,-0.00899121,0.0369235,0.00433588,0.0605016,-0.00624953,0.0102854,1
13.18,-0.0268479,0.0357802,0.00440116,0.0598638,-0.0070601,0.0101775,1
13.19,-0.0331119,0.0346308,0.00443937,0.0591764,-0.00809545,0.0100649,1
13.2,-0.0157579,0.033338,0.00447262,0.0584789,-0.00905728,0.00994935,1
13.21,0.0165185,0.0318051,0.00451384,0.0577947,-0.00962091,0.00983259,1
13.22,0.0259655,0.0302017,0.00456573,0.0571228,-0.0081541,0.00971577,1
13.23,0.000566804,0.0288264,0.00462881,0.0564569,-0.00307092,0.00959911,1
13.24,-0.0249242,0.0283398,0.00469893,0.0561885,0.00021206,0.00955148,1
13.25,-0.033758,0.0284037,0.00476702,0.0561684,2.67448e-05,0.00954668,1
13.26,-0.0393523,0.0285685,0.00481972,0.0561323,-0.000154807,0.00953877,1
13.27,-0.0420535,0.0285359,0.00484638,0.0560748,-0.000428771,0.00952701,1
13.28,-0.04559,0.0282105,0.00486257,0.0559894,-0.000672417,0.00951073,1
13.29,-0.0499698,0.0274873,0.00490297,0.0558695,-0.000852339,0.0094894,1
13.3,-0.0495048,0.0267852,0.0049474,0.0557148,-0.000916226,0.00946259,1
13.31,-0.0455142,0.0262466,0.00499243,0.0555276,-0.000871414,0.00942971,1
13.32,-0.0398946,0.0258869,0.00503948,0.0553063,-0.000742074,0.00938985,1
13.33,-0.039727,0.025842,0.00509216,0.0550469,-0.00061365,0.0093424,1
13.34,-0.0385011,0.0260938,0.00515529,0.0547452,-0.000575035,0.0092871,1
13.35,-0.0417317,0.0262093,0.00523319,0.0544004,-0.000754693,0.00922409,1
13.36,-0.0437837,0.0261181,0.00532552,0.0540161,-0.00108102,0.00915386,1
13.37,-0.0450169,0.0263164,0.00541337,0.0535998,-0.00162961,0.00907723,1
13.38,-0.0277584,0.0265466,0.00544482,0.0531512,-0.00236422,0.00899527,1
13.39,-0.00157139,0.0265601,0.00540782,0.052656,-0.00331589,0.00890921,1
13.4,0.00411813,0.0265863,0.00536318,0.052134,-0.00441441,0.00882031,1
13.41,-0.000325062,0.0266372,0.00531462,0.0516106,-0.0054941,0.00872983,1
13.42,-0.00866201,0.0267081,0.00525877,0.0510984,-0.00628602,0.00863863,1
13.43,-0.0169913,0.0267226,0.00518897,0.0505945,-0.00590771,0.00854674,1
13.44,-0.0231229,0.0265811,0.00509408,0.0503581,-0.00501309,0.00850006,1
13.45,-0.0192025,0.0266096,0.00496522,0.0503747,-0.00511041,0.00849624,1
13.46,-0.014927,0.0268463,0.00480274,0.0503815,-0.00527327,0.00848992,1
13.47,-0.00641722,0.026853,0.00464171,0.0503701,-0.00545496,0.00848051,1
13.48,0.00716835,0.0268815,0.00457173,0.050332,-0.00564448,0.00846748,1
13.49,0.0203883,0.0268947,0.00458678,0.050259,-0.00584021,0.00845039,1
13.5,0.0269598,0.0266869,0.00460692,0.0501509,-0.00597984,0.00842892,1
13.51,0.0263415,0.0263066,0.00462983,0.0500154,-0.00602837,0.00840269,1
13.52,0.0156292,0.0258284,0.00465781,0.0498602,-0.00598755,0.00837102,1
13.53,0.00737346,0.0251511,0.00469309,0.0496847,-0.00598051,0.00833342,1
13.54,-2.31112e-05,0.0243427,0.00473915,0.0494798,-0.00602387,0.00828967,1
13.55,0.00373144,0.0237348,0.00479975,0.049236,-0.00612363,0.00823987,1
13.56,0.00105218,0.023235,0.00487913,0.0489492,-0.00634694,0.00818439,1
13.57,-0.00581437,0.022732,0.00497882,0.0486124,-0.00668788,0.00812386,1
13.58,-0.0218096,0.0221523,0.00508546,0.0482032,-0.00720351,0.00805915,1
13.59,-0.0267417,0.0214852,0.00517355,0.0477468,-0.00786179,0.00799121,1
13.6,-0.0119679,0.0207938,0.00525643,0.0472908,-0.00857464,0.00792106,1
13.61,0.0201164,0.0199657,0.00533992,0.0468569,-0.00898264,0.00784972,1
13.62,0.0316689,0.0190831,0.0054231,0.046439,-0.00803053,0.00777788,1
13.63,0.012635,0.0186063,0.00550494,0.0460277,-0.00445625,0.0077057,1
13.64,-0.00523318,0.0191495,0.00558256,0.0458697,-0.00213019,0.00767613,1
13.65,-0.0109071,0.0201996,0.00565088,0.0458719,-0.00222885,0.00767319,1
13.66,-0.0124813,0.0213484,0.0057035,0.0458661,-0.00235975,0.00766835,1
13.67,-0.0178608,0.0222098,0.0057365,0.045847,-0.00254339,0.00766115,1
13.68,-0.0228858,0.0226113,0.00576295,0.0458086,-0.00272187,0.00765119,1
13.69,-0.0275397,0.0226432,0.00580823,0.0457437,-0.00285217,0.00763814,1
13.7,-0.0283366,0.022668,0.00585848,0.045654,-0.00295176,0.00762175,1
13.71,-0.0248339,0.0227533,0.00590838,0.0455447,-0.00296394,0.00760162,1
13.72,-0.0222347,0.0228106,0.00595949,0.0454157,-0.00293271,0.00757718,1
13.73,-0.018633,0.0228192,0.00601447,0.0452652,-0.00292141,0.00754805,1
13.74,-0.0174859,0.0228179,0.00607757,0.0450898,-0.00299578,0.00751402,1
13.75,-0.0171695,0.0226388,0.00615074,0.0448862,-0.00312969,0.00747513,1
13.76,-0.0199827,0.0223822,0.00623334,0.0446577,-0.00342707,0.00743164,1
13.77,-0.0186834,0.0227169,0.00631124,0.0444113,-0.00386033,0.00738401,1
13.78,0.000235928,0.0232074,0.00634812,0.0441417,-0.00441222,0.00733285,1
13.79,0.0271682,0.0233355,0.00632359,0.043824,-0.00510376,0.00727888,1
13.8,0.035101,0.0233478,0.006288,0.0434791,-0.00588852,0.00722286,1
13.81,0.0285242,0.0233444,0.00624991,0.0431356,-0.0067142,0.00716556,1
13.82,0.0210906,0.0233425,0.00620733,0.0428062,-0.00736571,0.00710753,1
13.83,0.0123321,0.0232645,0.00615707,0.0424884,-0.00714386,0.00704878,1
13.84,0.00897906,0.0230169,0.00609433,0.0423512,-0.00657666,0.00701884,1
13.85,0.0115418,0.02288,0.00601367,0.0423849,-0.00666949,0.00701643,1
13.86,0.0136699,0.0229276,0.00591518,0.0424147,-0.00676104,0.00701244,1
13.87,0.0199857,0.0226401,0.0058171,0.0424333,-0.00690003,0.0070065,1
13.88,0.0322749,0.0223706,0.00577027,0.0424293,-0.00704899,0.00699827,1
13.89,0.0423713,0.0223746,0.00578866,0.0423961,-0.00722211,0.00698747,1
13.9,0.048854,0.0223693,0.00581456,0.0423342,-0.00733824,0.00697391,1
13.91,0.0462803,0.0223507,0.00584328,0.042255,-0.00734362,0.00695732,1
13.92,0.0376562,0.022321,0.00587548,0.0421711,-0.00735633,0.00693727,1
13.93,0.0261993,0.0221776,0.00591319,0.042082,-0.00735023,0.00691343,1
13.94,0.0219955,0.0220464,0.00595906,0.041978,-0.00738105,0.00688562,1
13.95,0.0236068,0.0220946,0.00601561,0.0418432,-0.00743401,0.00685387,1
13.96,0.0192989,0.0220911,0.00608558,0.0416739,-0.00759049,0.00681839,1
13.97,0.0117016,0.0219531,0.0061702,0.0414588,-0.00781598,0.00677955,1
13.98,-0.00813936,0.021801,0.00626191,0.0411656,-0.00820093,0.00673784,1
13.99,-0.0174001,0.0216513,0.00634486,0.0408234,-0.00870429,0.00669386,1
14,-0.00425302,0.0215257,0.00642457,0.0404885,-0.00918754,0.00664825,1
14.01,0.0280503,0.0213806,0.00650289,0.0401855,-0.0094405,0.00660165,1
14.02,0.0398799,0.0212676,0.00657829,0.0399042,-0.00867161,0.0065545,1
14.03,0.0269694,0.0213821,0.00664959,0.0396322,-0.00598365,0.00650692,1
14.04,0.0086111,0.0216989,0.0067143,0.0395082,-0.00375156,0.00648276,1
14.05,0.00249132,0.0218781,0.00676988,0.0395248,-0.00380992,0.00648086,1
14.06,0.000122294,0.0220976,0.00681235,0.039538,-0.00390639,0.00647773,1
14.07,-0.00204692,0.0222701,0.00683842,0.0395418,-0.00400943,0.00647308,1
14.08,-0.00800714,0.0223426,0.00685687,0.0395315,-0.00415007,0.00646664,1
14.09,-0.011805,0.0223918,0.00688718,0.0394979,-0.00424666,0.0064582,1
14.1,-0.0149093,0.0224171,0.00692019,0.039444,-0.00430992,0.00644758,1
14.11,-0.012894,0.0223936,0.00695296,0.0393768,-0.00430904,0.00643454,1
14.12,-0.00846589,0.022282,0.00698646,0.0393003,-0.00428711,0.00641868,1
14.13,-0.00582665,0.0220757,0.00702173,0.0392121,-0.00429726,0.00639975,1
14.14,-0.00734193,0.021904,0.00706129,0.0391074,-0.00437768,0.00637758,1
14.15,-0.00881844,0.0214646,0.00710742,0.0389847,-0.00455699,0.00635218,1
14.16,-0.0103826,0.0204443,0.00716045,0.0388455,-0.00483354,0.0063237,1
14.17,-0.012486,0.0195482,0.00721258,0.0386963,-0.00519203,0.0062924,1
14.18,0.00499851,0.0190971,0.00723851,0.0385286,-0.00565991,0.00625865,1
14.19,0.0281947,0.0188275,0.00722076,0.0383076,-0.00623163,0.00622291,1
14.2,0.0298667,0.0186818,0.00719672,0.0380587,-0.00684835,0.00618567,1
14.21,0.020741,0.0186036,0.00717155,0.0378163,-0.00750826,0.00614741,1
14.22,0.0122361,0.0187555,0.00714381,0.0375907,-0.00803496,0.00610853,1
14.23,0.00533075,0.0192147,0.00711122,0.0373804,-0.008012,0.00606905,1
14.24,0.00243987,0.0197604,0.0070697,0.0373258,-0.00774033,0.00605276,1
14.25,0.00584186,0.0204111,0.00701661,0.0373734,-0.00779518,0.00605122,1
14.26,0.00938915,0.0210268,0.00695243,0.0374196,-0.00786544,0.00604863,1
14.27,0.0173817,0.0209819,0.00689004,0.0374574,-0.00795472,0.00604474,1
14.28,0.0251601,0.0207657,0.00686386,0.037476,-0.00803762,0.00603932,1
14.29,0.0351807,0.0209564,0.00689327,0.0374673,-0.00816979,0.00603218,1
14.3,0.0405005,0.0212463,0.00693139,0.0374312,-0.00823238,0.00602316,1
14.31,0.0377786,0.0215882,0.00697026,0.0373846,-0.00824059,0.0060121,1
14.32,0.0256138,0.0219848,0.00701124,0.0373417,-0.00818234,0.00599867,1
14.33,0.0161522,0.0222092,0.00705514,0.0373039,-0.0081557,0.00598264,1
14.34,0.0125117,0.0221842,0.00710334,0.0372585,-0.00813392,0.00596387,1
14.35,0.0118565,0.0221743,0.00715824,0.0371875,-0.00818456,0.00594236,1
14.36,0.00775335,0.0221395,0.00722172,0.0370847,-0.0082842,0.00591823,1
14.37,-0.00246609,0.022093,0.00729466,0.0369364,-0.00845754,0.00589171,1
14.38,-0.0237246,0.0221157,0.00737052,0.0367029,-0.00869744,0.00586312,1
14.39,-0.0361758,0.0221952,0.00743806,0.0364184,-0.00908833,0.00583287,1
14.4,-0.0264668,0.0222392,0.00750248,0.0361461,-0.00944711,0.00580137,1
14.41,0.00254198,0.0222258,0.0075648,0.0359171,-0.00967308,0.00576906,1
14.42,0.0158548,0.0221709,0.00762435,0.0357126,-0.00921774,0.00573628,1
14.43,0.00546222,0.0221496,0.00767949,0.0355193,-0.00735306,0.00570312,1
14.44,-0.0118627,0.0221394,0.00772851,0.0354585,-0.00610127,0.00568949,1
14.45,-0.0176649,0.0221085,0.00776845,0.0354845,-0.00615708,0.00568823,1
14.46,-0.0207552,0.0222323,0.00779735,0.0355098,-0.00621877,0.00568612,1
14.47,-0.0277466,0.0223931,0.00781309,0.035528,-0.00630531,0.00568296,1
14.48,-0.0345309,0.0224505,0.00782088,0.0355333,-0.00641027,0.00567855,1
14.49,-0.0372106,0.0224647,0.00783365,0.0355175,-0.00649332,0.00567275,1
14.5,-0.0396152,0.02246,0.00784649,0.0354833,-0.00652726,0.00566542,1
14.51,-0.0364437,0.0224379,0.00785799,0.0354405,-0.00649296,0.00565639,1
14.52,-0.0316548,0.0223814,0.00786855,0.0353926,-0.00643046,0.00564536,1
14.53,-0.0259303,0.0224162,0.00787885,0.0353387,-0.00638824,0.00563215,1
14.54,-0.026481,0.0227031,0.00789044,0.0352741,-0.00634897,0.00561664,1
14.55,-0.0269519,0.0227523,0.00790431,0.0351958,-0.00640972,0.00559881,1
14.56,-0.0285641,0.0222303,0.00792044,0.0351052,-0.00655559,0.00557875,1
14.57,-0.0265839,0.0217706,0.00793273,0.0350096,-0.00678283,0.00555665,1
14.58,-0.0133475,0.0215859,0.00792314,0.0348994,-0.00704068,0.00553275,1
14.59,0.00884748,0.021545,0.00787872,0.0347317,-0.0073795,0.00550737,1
14.6,0.0135731,0.02162,0.00782775,0.0345332,-0.00782488,0.00548084,1
14.61,0.00373833,0.0218211,0.00777543,0.0343415,-0.00826387,0.00545352,1
14.62,-0.00738283,0.022192,0.00772101,0.034172,-0.00861248,0.00542566,1
14.63,-0.0128465,0.0227092,0.00766265,0.0340216,-0.00846692,0.00539727,1
14.64,-0.0142291,0.0230887,0.00759723,0.0339965,-0.00822849,0.00538552,1
14.65,-0.00966291,0.0234439,0.00752235,0.034055,-0.00827141,0.00538436,1
14.66,-0.00593278,0.0240476,0.00743824,0.0341154,-0.00834346,0.00538244,1
14.67,2.79077e-05,0.0245122,0.00735286,0.034169,-0.00841853,0.00537958,1
14.68,0.0101288,0.0248304,0.00729118,0.0342038,-0.00848506,0.00537562,1
14.69,0.024353,0.0251567,0.0072714,0.0342113,-0.00855307,0.00537041,1
14.7,0.0328317,0.0253812,0.00725637,0.0341911,-0.0085786,0.00536386,1
14.71,0.0289029,0.0255967,0.00724018,0.0341638,-0.00855636,0.00535584,1
14.72,0.0191485,0.0257653,0.00722386,0.0341457,-0.00848048,0.00534613,1
14.73,0.00955994,0.0257388,0.00720789,0.0341399,-0.0084387,0.00533456,1
14.74,0.00269792,0.025296,0.00719326,0.0341323,-0.00839295,0.00532103,1
14.75,0.00217642,0.024723,0.00718152,0.0341023,-0.00837486,0.00530553,1
14.76,0.000727072,0.0241245,0.00717427,0.0340421,-0.00838532,0.00528814,1
14.77,-0.0118603,0.0236904,0.00717279,0.0339316,-0.00845093,0.00526903,1
14.78,-0.033638,0.0234825,0.00717343,0.0337263,-0.00855692,0.0052484,1
14.79,-0.042782,0.0234503,0.00716843,0.0334658,-0.00874827,0.00522655,1
14.8,-0.0323519,0.0234251,0.00716195,0.0332226,-0.0089502,0.00520377,1
14.81,-0.000722375,0.0232779,0.00715406,0.0330283,-0.00898807,0.00518036,1
14.82,0.0118573,0.0229842,0.00714333,0.0328671,-0.00836318,0.00515655,1
14.83,0.000465758,0.0227701,0.00712833,0.0327207,-0.00658079,0.0051324,1
14.84,-0.0156597,0.0227916,0.00710853,0.0326665,-0.00512202,0.0051201,1
14.85,-0.0204721,0.0229004,0.00708117,0.0327,-0.00516494,0.00511916,1
14.86,-0.0258729,0.0231046,0.00704384,0.0327345,-0.0052199,0.00511759,1
14.87,-0.0336184,0.0232617,0.0069955,0.0327643,-0.00529856,0.00511526,1
14.88,-0.0402148,0.0232654,0.0069415,0.0327817,-0.00535212,0.00511203,1
